W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,AVG,WHIP,BABIP,LOB%,FIP,E-F,K-BB%,Age,MaxAge,Season,PlayerName,Team,UPID,xMLBAMID,UPURL,teamid,FullTeamName,download_timestamp
0.0,1.0,7.363636204033847,1.0,1.0,0.0,0.0,0.0,3.2,16.0,2.0,4.0,3.0,0.0,3.0,1.0,3.0,0.0,5.0,12.272727006723079,7.363636204033847,1.66666667,0.0,0.3125,0.1875,0.16666667,1.3636363340803421,0.28571429,0.33333333,5.211311085756161,2.1523251182776866,0.125,,,2026,Carlos Martinez,HOF,sa3037141,,/players/carlos-martinez/sa3037141/stats/pitching,96,Hofstra University ,2026-02-16T17:25:50.682125
0.0,0.0,7.5,1.0,1.0,0.0,0.0,0.0,6.0,26.0,8.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,1.5,4.0,0.0,0.15384615,0.03846154,0.32,1.5,0.38095238,0.33333333,4.631503931681316,2.8684960683186844,0.11538462,,,2026,Brock Buckley,BUT,sa3069695,,/players/brock-buckley/sa3069695/stats/pitching,33,Butler University ,2026-02-16T17:25:50.682125
0.0,1.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,9.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.8571429885163644,3.8571429885163644,1.0,7.714285977032729,0.11111111,0.11111111,0.25,1.2857143295054547,0.0,1.0,15.836937808017353,-8.122651830984625,0.0,,,2026,Dalton Boruff,EIU,sa3027413,,/players/dalton-boruff/sa3027413/stats/pitching,69,Eastern Illinois University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,10.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,11.571428965549092,3.8571429885163644,3.0,3.8571429885163644,0.3,0.1,0.22222222,1.2857143295054547,0.2,0.625,8.551223274153111,-0.8369372971203823,0.2,,,2026,Ranard Grace,SEMO,sa3032547,,/players/ranard-grace/sa3032547/stats/pitching,234,Southeast Missouri State University ,2026-02-16T17:25:50.682125
1.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,10.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,7.714285977032729,3.8571429885163644,2.0,3.8571429885163644,0.2,0.1,0.22222222,1.2857143295054547,0.16666667,0.625,9.901800112821624,-2.187514135788895,0.1,22.0,22.0,2026,Talor Grubbs,UNM,sa3032793,,/players/talor-grubbs/sa3032793/stats/pitching,168,University of New Mexico ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,10.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,15.428571954065458,0.0,4.0,3.8571429885163644,0.4,0.0,0.3,1.2857143295054547,0.4,0.0,6.808713767966449,0.9055722090662801,0.4,21.0,21.0,2026,Joseph Hauser,NE,sa3033408,,/players/joseph-hauser/sa3033408/stats/pitching,181,Northeastern University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,11.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,15.428571954065458,11.571428965549092,1.33333333,0.0,0.36363636,0.27272727,0.0,1.2857143295054547,0.0,0.25,6.819419973723745,0.8948660033089837,0.09090909,23.0,23.0,2026,Zacarias Salinas,PV,sa3041445,,/players/zacarias-salinas/sa3041445/stats/batting,207,Prairie View A&M University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,2.0,0.0,0.0,0.0,0.0,2.1,11.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.8571429885163644,0.0,1.0,0.0,0.09090909,0.0,0.3,1.2857143295054547,0.33333333,0.5,4.414974622337187,3.2993113546955417,0.09090909,,,2026,Blake Smith,SEA,sa3042489,,/players/blake-smith/sa3042489/stats/pitching,227,Seattle University,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,2.0,0.0,0.0,0.0,1.0,2.1,13.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,5.0,19.285714942581823,3.8571429885163644,5.0,0.0,0.38461538,0.07692308,0.36363636,2.1428572158424246,0.66666667,0.66666667,2.2613780800177112,5.4529078970150175,0.30769231,22.0,22.0,2026,Tommy Szczepanski,MSU,sa3043450,,/players/tommy-szczepanski/sa3043450/stats/pitching,151,Michigan State University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,10.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,15.428571954065458,0.0,4.0,0.0,0.4,0.0,0.3,1.2857143295054547,0.5,0.33333333,2.436863291993429,5.2774226850393,0.4,23.0,23.0,2026,Landon White,BRY,sa3045122,,/players/landon-white/sa3045122/stats/pitching,31,Bryant University ,2026-02-16T17:25:50.682125
0.0,1.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,4.2,21.0,6.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,4.0,7.714285977032729,3.8571429885163644,2.0,5.785714482774546,0.19047619,0.0952381,0.31578947,1.7142857726739398,0.25,1.0,12.687514493416776,-4.973228516384047,0.0952381,22.0,22.0,2026,Alessandro Castro,NEV,sa3058839,,/players/alessandro-castro/sa3058839/stats/pitching,166,University of Nevada ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,14.0,3.0,5.0,2.0,0.0,2.0,1.0,1.0,0.0,5.0,19.285714942581823,7.714285977032729,2.5,0.0,0.35714286,0.14285714,0.27272727,2.1428572158424246,0.5,0.16666667,4.022068472297824,3.692217504734905,0.21428572,20.0,20.0,2026,Kenyon Collins,MRSH,sa3058906,,/players/kenyon-collins/sa3058906/stats/pitching,140,Marshall University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,2.1,15.0,2.0,3.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,3.8571429885163644,19.285714942581823,0.2,0.0,0.06666667,0.33333333,0.2,3.0000001021793947,0.22222222,0.57142857,9.517607388204464,-1.8033214111717353,-0.26666667,21.0,21.0,2026,Steele Murdock,UCSD,sa3060111,,/players/steele-murdock/sa3060111/stats/pitching,278,University of California San Diego ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,4.2,22.0,5.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.785714482774546,0.0,1.9285714942581822,0.0,0.13636364,0.26315789,1.7142857726739398,0.22222222,0.60606061,8.660464501867494,-0.9461785248347656,-0.13636364,,,2026,Nathan Ries,UCSD,sa3060368,,/players/nathan-ries/sa3060368/stats/pitching,278,University of California San Diego ,2026-02-16T17:25:50.682125
0.0,1.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,4.2,22.0,7.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,5.0,9.642857471290911,1.9285714942581822,5.0,0.0,0.22727273,0.04545455,0.35,1.7142857726739398,0.46666667,0.44444444,5.677045098129583,2.0372408789031455,0.18181818,,,2026,Braeden Romero,MAN,sa3060418,,/players/braeden-romero/sa3060418/stats/pitching,135,Manhattan College ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,4.2,21.0,6.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,5.785714482774546,1.9285714942581822,3.0,1.9285714942581822,0.14285714,0.04761905,0.3,1.5000000510896974,0.3125,0.53571429,6.408366058310687,1.3059199187220418,0.0952381,22.0,22.0,2026,Ethan Smith,LIN,sa3060609,,/players/ethan-smith/sa3060609/stats/pitching,123,Lindenwood University,2026-02-16T17:25:50.682125
0.0,1.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,2.1,19.0,4.0,5.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,7.714285977032729,15.428571954065458,0.5,3.8571429885163644,0.10526316,0.21052632,0.28571429,3.4285715453478796,0.27272727,0.52631579,15.044657430843444,-7.330371453810715,-0.10526316,23.0,23.0,2026,Andrew Townson,FRES,sa3060778,,/players/andrew-townson/sa3060778/stats/batting,81,California State University Fresno ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,12.0,1.0,2.0,2.0,0.0,4.0,0.0,1.0,0.0,3.0,11.571428965549092,15.428571954065458,0.75,0.0,0.25,0.33333333,0.125,2.1428572158424246,0.2,0.6,7.330371453810715,0.383914523222014,-0.08333333,22.0,22.0,2026,Eric Valdez,NEV,sa3060811,,/players/eric-valdez/sa3060811/stats/pitching,166,University of Nevada ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,2.1,11.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,7.714285977032729,0.0,2.0,3.8571429885163644,0.18181818,0.0,0.36363636,1.7142857726739398,0.375,0.38461538,9.802455679251228,-2.088169702218499,0.18181818,20.0,20.0,2026,Lucas Stone,UNCO,sa3062687,,/players/lucas-stone/sa3062687/stats/pitching,182,University of Northern Colorado ,2026-02-16T17:25:50.682125
1.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,11.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,5.0,19.285714942581823,7.714285977032729,2.5,3.8571429885163644,0.45454545,0.18181818,0.125,1.2857143295054547,0.0,0.76923077,8.648729758359954,-0.934443781327225,0.27272727,20.0,20.0,2026,Cesar Gonzalez,BC,sa3062839,,/players/cesar-gonzalez/sa3062839/stats/batting,26,Boston College ,2026-02-16T17:25:50.682125
0.0,1.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,4.2,22.0,7.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,3.8571429885163644,1.9285714942581822,2.0,0.0,0.09090909,0.04545455,0.35,1.7142857726739398,0.38888889,0.55555556,5.18751423796829,2.526771739064439,0.04545455,,,2026,Tyler Patrick,FRES,sa3065381,,/players/tyler-patrick/sa3065381/stats/pitching,81,California State University Fresno ,2026-02-16T17:25:50.682125
1.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,9.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.8571429885163644,0.0,1.0,3.8571429885163644,0.11111111,0.0,0.22222222,0.8571428863369699,0.14285714,0.0,8.220158315191469,-0.5058723381587402,0.11111111,19.0,19.0,2026,Jordy Lopez,CAL,sa3065557,,/players/jordy-lopez/sa3065557/stats/pitching,37,University of California Berkeley ,2026-02-16T17:25:50.682125
0.0,1.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,4.2,20.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,5.785714482774546,1.9285714942581822,3.0,1.9285714942581822,0.15,0.05,0.21052632,1.0714286079212123,0.2,0.27777778,6.129260395011126,1.5850255820216024,0.1,,,2026,Kale Hammer,SEA,sa3066063,,/players/kale-hammer/sa3066063/stats/pitching,227,Seattle University,2026-02-16T17:25:50.682125
1.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,11.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,15.428571954065458,7.714285977032729,2.0,0.0,0.36363636,0.18181818,0.22222222,1.7142857726739398,0.4,0.5,2.6487295540011653,5.0655564230315635,0.18181818,20.0,20.0,2026,Cade O'Leary,FSU,sa3066576,,/players/cade-oleary/sa3066576/stats/pitching,78,Florida State University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,11.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,7.714285977032729,3.8571429885163644,2.0,0.0,0.18181818,0.09090909,0.5,2.5714286590109094,0.625,0.66666667,3.836937399299777,3.8773485777329517,0.09090909,,,2026,Andrew Carroll,SEMO,sa3069753,,/players/andrew-carroll/sa3069753/stats/pitching,234,Southeast Missouri State University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,2.1,12.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.8571429885163644,3.8571429885163644,1.0,0.0,0.08333333,0.08333333,0.3,1.7142857726739398,0.33333333,0.6,5.660464399688101,2.0538215773446282,0.0,,,2026,Cade Castles,UCI,sa3069767,,/players/cade-castles/sa3069767/stats/pitching,274,University of California Irvine ,2026-02-16T17:25:50.682125
0.0,1.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,4.2,21.0,5.0,5.0,4.0,2.0,1.0,0.0,2.0,0.0,3.0,5.785714482774546,1.9285714942581822,3.0,3.8571429885163644,0.14285714,0.04761905,0.25,1.2857143295054547,0.2,0.3125,12.619671907716873,-4.905385930684144,0.0952381,,,2026,Henry Clausell,UMES,sa3069808,,/players/henry-clausell/sa3069808/stats/batting,138,University of Maryland Eastern Shore ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,4.2,22.0,4.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,9.0,17.35714344832364,7.714285977032729,2.25,0.0,0.40909091,0.18181818,0.22222222,1.7142857726739398,0.44444444,0.5,3.8194198715443504,3.8948661054883784,0.22727273,,,2026,Coron Davis,JKST,sa3069909,,/players/coron-davis/sa3069909/stats/pitching,111,Jackson State University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,4.2,21.0,7.0,4.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,3.8571429885163644,3.8571429885163644,1.0,1.9285714942581822,0.0952381,0.0952381,0.38888889,1.9285714942581822,0.4,0.69767442,8.330303922964607,-0.616017945931878,0.0,22.0,22.0,2026,Patrick Fernandez,CARK,sa3070073,,/players/patrick-fernandez/sa3070073/stats/pitching,46,University of Central Arkansas ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,2.0,0.0,0.0,0.0,0.0,2.1,13.0,1.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,7.714285977032729,23.142857931098185,0.33333333,0.0,0.15384615,0.46153846,0.14285714,3.0000001021793947,0.2,0.42857143,9.505872644696925,-1.7915866676641965,-0.30769231,,,2026,Caden Glauber,UNC,sa3070172,,/players/caden-glauber/sa3070172/stats/pitching,175,University of North Carolina Chapel Hill ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,15.0,4.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,4.0,15.428571954065458,3.8571429885163644,4.0,0.0,0.26666667,0.06666667,0.33333333,2.1428572158424246,0.5,0.57142857,6.411230496970975,1.3030554800617535,0.2,,,2026,Henry Harding,HC,sa3070273,,/players/henry-harding/sa3070273/stats/pitching,97,College of the Holy Cross ,2026-02-16T17:25:50.682125
0.0,1.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,11.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,11.571428965549092,7.714285977032729,1.5,0.0,0.27272727,0.18181818,0.22222222,1.7142857726739398,0.33333333,0.5,3.45594711303711,4.258338863995618,0.09090909,,,2026,Cooper Harris,SHSU,sa3070281,,/players/cooper-harris/sa3070281/stats/pitching,220,Sam Houston State University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,9.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,7.714285977032729,3.8571429885163644,2.0,3.8571429885163644,0.22222222,0.11111111,0.25,1.2857143295054547,0.2,0.625,11.580155806638762,-3.8658698296060336,0.11111111,,,2026,Mark Holm,SBU,sa3070350,,/players/mark-holm/sa3070350/stats/pitching,243,St. Bonaventure University ,2026-02-16T17:25:50.682125
0.0,1.0,7.714285977032729,1.0,0.0,0.0,0.0,0.0,2.1,10.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.714285977032729,0.0,2.0,0.0,0.2,0.0,0.5,2.1428572158424246,0.625,0.6,3.750551492340709,3.96373448469202,0.2,21.0,21.0,2026,Ian Regal,BUT,sa3071090,,/players/ian-regal/sa3071090/stats/pitching,33,Butler University ,2026-02-16T17:25:50.682125
0.0,0.0,7.714285977032729,1.0,1.0,0.0,0.0,0.0,2.1,11.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.8571429885163644,7.714285977032729,0.5,0.0,0.09090909,0.18181818,0.22222222,1.7142857726739398,0.25,0.5,8.248473757140493,-0.5341877801077644,-0.09090909,,,2026,Matthew Steinberg,MAN,sa3071367,,/players/matthew-steinberg/sa3071367/stats/pitching,135,Manhattan College ,2026-02-16T17:25:50.682125
0.0,0.0,8.100000193119053,1.0,0.0,0.0,0.0,0.0,3.1,18.0,5.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,4.0,10.800000257492071,8.100000193119053,1.33333333,5.4000001287460355,0.22222222,0.16666667,0.33333333,2.4000000572204603,0.33333333,0.96153846,11.672165396213536,-3.5721652030944835,0.05555556,23.0,23.0,2026,Robbie Boykin,PRES,sa3027521,,/players/robbie-boykin/sa3027521/stats/pitching,208,Presbyterian College ,2026-02-16T17:25:50.682125
0.0,0.0,8.100000193119053,1.0,1.0,0.0,0.0,0.0,3.1,18.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,0.0,5.0,13.50000032186509,13.50000032186509,1.0,2.7000000643730178,0.27777778,0.27777778,0.16666667,2.100000050067903,0.16666667,0.75757576,10.377519757747654,-2.2775195646286015,0.0,,,2026,Trey Cehajic,TULN,sa3028689,,/players/trey-cehajic/sa3028689/stats/batting,273,Tulane University ,2026-02-16T17:25:50.682125
1.0,0.0,8.100000193119053,1.0,0.0,0.0,0.0,0.0,3.1,16.0,4.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,5.4000001287460355,5.4000001287460355,1.0,0.0,0.125,0.125,0.28571429,1.8000000429153453,0.33333333,0.5,7.037298502922059,1.0627016901969935,0.0,24.0,24.0,2026,Tristan Ciampa,SBU,sa3028920,,/players/tristan-ciampa/sa3028920/stats/pitching,243,St. Bonaventure University ,2026-02-16T17:25:50.682125
0.0,0.0,8.100000193119053,1.0,1.0,0.0,0.0,0.0,3.1,18.0,6.0,4.0,3.0,0.0,1.0,0.0,2.0,0.0,6.0,16.200000386238106,2.7000000643730178,6.0,0.0,0.33333333,0.05555556,0.35294118,2.100000050067903,0.54545455,0.42857143,0.8721651387214648,7.2278350543975876,0.27777778,,,2026,Randy Guzman,WIN,sa3032903,,/players/randy-guzman/sa3032903/stats/pitching,301,Winthrop University ,2026-02-16T17:25:50.682125
0.0,0.0,8.100000193119053,1.0,0.0,0.0,0.0,0.0,3.1,16.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,5.4000001287460355,2.7000000643730178,2.0,2.7000000643730178,0.125,0.0625,0.30769231,1.5000000357627876,0.3,0.71428571,10.205970034599307,-2.1059698414802543,0.0625,,,2026,Ethan Stewart,OHIO,sa3043101,,/players/ethan-stewart/sa3043101/stats/pitching,193,Ohio University ,2026-02-16T17:25:50.682125
0.0,1.0,8.100000193119053,1.0,1.0,0.0,0.0,0.0,3.1,17.0,5.0,6.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.7000000643730178,0.0,0.0,0.0,0.05882353,0.33333333,1.8000000429153453,0.33333333,0.14285714,7.264837307929994,0.8351628851890585,-0.05882353,20.0,20.0,2026,Jack DeTienne,XAV,sa3059045,,/players/jack-detienne/sa3059045/stats/pitching,305,Xavier University ,2026-02-16T17:25:50.682125
0.0,0.0,8.100000193119053,1.0,0.0,0.0,0.0,0.0,3.1,18.0,6.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,5.0,13.50000032186509,5.4000001287460355,2.5,2.7000000643730178,0.27777778,0.11111111,0.375,2.4000000572204603,0.5,0.75757576,6.965508906841279,1.1344912862777736,0.16666667,,,2026,Garrett Holpuch,TNTC,sa3059515,,/players/garrett-holpuch/sa3059515/stats/pitching,257,Tennessee Technological University ,2026-02-16T17:25:50.682125
0.0,1.0,8.100000193119053,1.0,1.0,0.0,0.0,0.0,3.1,17.0,7.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,5.4000001287460355,2.7000000643730178,2.0,0.0,0.11764706,0.05882353,0.4375,2.4000000572204603,0.5,0.625,3.9655088353157044,4.134491357803348,0.05882353,,,2026,John-Paul Sauer,SEMO,sa3060494,,/players/john-paul-sauer/sa3060494/stats/pitching,234,Southeast Missouri State University ,2026-02-16T17:25:50.682125
0.0,0.0,8.100000193119053,1.0,1.0,0.0,0.0,0.0,3.1,16.0,5.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,5.4000001287460355,5.4000001287460355,1.0,5.4000001287460355,0.125,0.125,0.35714286,2.100000050067903,0.3,0.95238095,14.26543503761292,-6.165434844493868,0.0,,,2026,Brennan Rumpf,ME,sa3065604,,/players/brennan-rumpf/sa3065604/stats/pitching,134,University of Maine Orono ,2026-02-16T17:25:50.682125
0.0,0.0,8.100000193119053,1.0,0.0,0.0,0.0,0.0,3.1,17.0,5.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,8.100000193119053,5.4000001287460355,1.5,2.7000000643730178,0.17647059,0.11764706,0.33333333,2.100000050067903,0.36363636,0.71428571,7.8864032721519495,0.21359692096710337,0.05882353,,,2026,Justin Iglesias,PAC,sa3065810,,/players/justin-iglesias/sa3065810/stats/pitching,201,University of the Pacific ,2026-02-16T17:25:50.682125
0.0,1.0,8.100000193119053,1.0,1.0,0.0,0.0,0.0,3.1,20.0,6.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,4.0,10.800000257492071,2.7000000643730178,4.0,2.7000000643730178,0.2,0.05,0.35294118,2.100000050067903,0.41666667,0.78947368,11.891100411415103,-3.79110021829605,0.15,,,2026,Richard De Jesus,UMES,sa3069929,,/players/richard-de-jesus/sa3069929/stats/pitching,138,University of Maryland Eastern Shore ,2026-02-16T17:25:50.682125
0.0,1.0,8.100000193119053,1.0,1.0,0.0,0.0,0.0,3.1,17.0,5.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,13.50000032186509,0.0,5.0,2.7000000643730178,0.29411765,0.0,0.33333333,1.5000000357627876,0.44444444,0.71428571,7.458942859172822,0.6410573339462307,0.29411765,21.0,21.0,2026,Chase Frey,GCU,sa3070122,,/players/chase-frey/sa3070122/stats/pitching,92,Grand Canyon University ,2026-02-16T17:25:50.682125
0.0,0.0,8.100000193119053,2.0,0.0,0.0,0.0,0.0,3.1,21.0,5.0,4.0,3.0,0.0,4.0,1.0,1.0,0.0,4.0,10.800000257492071,10.800000257492071,1.0,0.0,0.19047619,0.19047619,0.3125,2.7000000643730178,0.41666667,0.6,9.791100361347201,-1.6911001682281483,0.0,22.0,22.0,2026,Dale Fry,LIU,sa3070126,,/players/dale-fry/sa3070126/stats/pitching,127,Long Island University Brooklyn Campus ,2026-02-16T17:25:50.682125
0.0,0.0,8.100000193119053,1.0,0.0,0.0,0.0,0.0,3.1,17.0,8.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.7000000643730178,2.7000000643730178,1.0,0.0,0.05882353,0.05882353,0.5,2.7000000643730178,0.53333333,0.44444444,4.251923091411591,3.848077101707462,0.0,,,2026,Cannon Lee,UNCG,sa3070577,,/players/cannon-lee/sa3070577/stats/pitching,178,University of North Carolina at Greensboro ,2026-02-16T17:25:50.682125
0.0,0.0,8.30769200296798,1.0,0.0,0.0,0.0,0.0,4.1,23.0,5.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,9.0,18.692307006677957,4.15384600148399,4.5,0.0,0.39130435,0.08695652,0.26315789,1.615384556132663,0.5,0.55555556,2.601787845340705,5.705904157627276,0.30434783,23.0,23.0,2026,Jake Geis,LMU,sa3032096,,/players/jake-geis/sa3032096/stats/pitching,133,Loyola Marymount University ,2026-02-16T17:25:50.682125
0.0,1.0,8.30769200296798,1.0,1.0,0.0,0.0,0.0,4.1,21.0,3.0,4.0,4.0,0.0,5.0,0.0,1.0,0.0,6.0,12.461538004451972,10.384615003709976,1.2,0.0,0.28571429,0.23809524,0.1875,1.8461537784373292,0.3,0.5,4.198180107252133,4.109511895715848,0.04761905,21.0,21.0,2026,Aidan Keenan,STAN,sa3035151,,/players/aidan-keenan/sa3035151/stats/pitching,250,Stanford University ,2026-02-16T17:25:50.682125
1.0,0.0,8.437499748542912,1.0,1.0,0.0,0.0,0.0,5.1,24.0,6.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,8.0,13.49999959766866,3.374999899417165,4.0,3.374999899417165,0.33333333,0.08333333,0.28571429,1.4999999552965178,0.36363636,0.64516129,7.640019501373175,0.7974802471697373,0.25,,,2026,Brayden Sharp,RICE,sa3042071,,/players/brayden-sharp/sa3042071/stats/batting,215,Rice University ,2026-02-16T17:25:50.682125
1.0,0.0,8.437499748542912,2.0,1.0,0.0,0.0,0.0,5.1,27.0,5.0,6.0,5.0,1.0,1.0,3.0,0.0,0.0,4.0,6.74999979883433,1.6874999497085825,4.0,1.6874999497085825,0.14814815,0.03703704,0.2173913,1.1249999664723882,0.22222222,0.39473684,7.13367853201926,1.3038212165236516,0.11111111,,,2026,Ethan Myers,CSUB,sa3070851,,/players/ethan-myers/sa3070851/stats/pitching,40,California State University Bakersfield,2026-02-16T17:25:50.682125
0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333,1.5,0.33333333,0.6,7.582056713104248,1.4179432868957518,0.0,,,2026,Daren Barrera,RGV,sa3026629,,/players/daren-barrera/sa3026629/stats/pitching,268,University of Texas Rio Grande Valley,2026-02-16T17:25:50.682125
0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,4.5,4.5,1.0,4.5,0.1,0.1,0.33333333,2.0,0.28571429,0.76923077,10.26049633026123,-1.2604963302612298,0.0,21.0,21.0,2026,Logan Bevis,TTU,sa3027111,,/players/logan-bevis/sa3027111/stats/pitching,260,Texas Tech University ,2026-02-16T17:25:50.682125
0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,18.0,9.0,2.0,0.0,0.33333333,0.16666667,0.4,3.0,0.66666667,0.66666667,2.5721652030944826,6.427834796905517,0.16666667,,,2026,Eli Bowery,PRES,sa3027478,,/players/eli-bowery/sa3027478/stats/pitching,208,Presbyterian College ,2026-02-16T17:25:50.682125
0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,9.0,4.5,2.0,4.5,0.18181818,0.09090909,0.33333333,2.0,0.33333333,0.83333333,12.789244365692138,-3.789244365692138,0.09090909,,,2026,Carter Boyd,MUR,sa3027502,,/players/carter-boyd/sa3027502/stats/batting,162,Murray State University ,2026-02-16T17:25:50.682125
