Season,Player,Team,Class,W,L,ERA_x,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,K,HBP,BA,OBP,SLG,OPS,BABIP,BB%,K%,K-BB%,K:BB,WHIP,ERA_y,FIP,xFIP,SIERA,LOB%,GB%,LD%,FB%,PU%,HR/FB%
2023,Jesse Barron,San Francisco,SR,4,4,4.54,13,13,0,0,0,71.1,62,43,36,27,59,14,0.234,0.332,0.355,0.687,0.271,8.7%,18.9%,10.3%,2.17,1.25,4.54,5.53,5.45,3.99,71.9%,54.0%,18.0%,28.0%,4.3%,11.9%
2023,Jesse Caver,Jackson State,SR,5,4,4.95,15,11,1,0,0,63.2,69,43,35,31,64,4,0.273,0.356,0.403,0.759,0.347,10.6%,21.8%,11.3%,2.06,1.57,4.95,4.41,5.59,4.08,68.1%,35.3%,24.2%,40.5%,8.9%,3.9%
2023,Jesus Aldaz,UT Rio Grande Valley,GR,3,3,3.99,13,8,0,0,2,58.2,45,29,26,23,55,6,0.206,0.298,0.303,0.601,0.256,9.2%,22.0%,12.8%,2.39,1.16,3.99,4.66,5.31,3.84,68.7%,42.9%,18.6%,38.5%,8.1%,6.5%
2023,Joe Georgini,New Jersey Tech,GR,3,7,5.85,14,14,0,0,0,67.2,83,50,44,17,30,2,0.302,0.34,0.495,0.835,0.3,5.6%,9.9%,4.3%,1.77,1.48,5.85,6.23,6.67,5.63,62.4%,35.2%,16.2%,48.6%,9.7%,9.2%
2023,Joe Mascio,St. John’s,SO,3,3,4.68,13,13,0,0,0,65.1,62,39,34,26,63,0,0.247,0.314,0.442,0.757,0.283,9.2%,22.3%,13.1%,2.42,1.35,4.68,5.63,5.31,3.87,75.8%,36.3%,19.5%,44.2%,7.4%,13.1%
2023,Joe Roth,Akron,FR,2,7,5.15,20,13,0,0,1,73.1,81,49,42,27,42,12,0.28,0.359,0.467,0.826,0.289,8.0%,12.4%,4.4%,1.55,1.47,5.15,6.62,7.06,5.52,71.7%,31.9%,19.4%,48.8%,9.7%,9.1%
2023,Joe Sheets,Columbia,SO,3,3,4.26,12,12,0,0,0,67.2,90,42,32,19,37,10,0.323,0.381,0.427,0.808,0.358,6.0%,11.7%,5.7%,1.95,1.61,4.26,4.93,5.61,4.52,71.4%,53.1%,22.6%,24.3%,4.1%,5.1%
2023,Joe Whitman,Kent State,JR,9,2,2.6,15,15,0,0,0,86.2,63,33,25,29,100,10,0.213,0.302,0.291,0.592,0.31,8.4%,29.1%,20.6%,3.46,1.06,2.6,3.43,4.54,2.8,75.6%,41.8%,17.9%,40.3%,8.2%,2.5%
2023,Joey Dixon,Stanford,JR,7,0,4.73,21,14,0,0,0,83.2,73,50,44,43,90,4,0.235,0.332,0.383,0.715,0.291,11.9%,24.9%,13.0%,2.09,1.39,4.73,5.43,5.28,3.75,72.7%,44.6%,15.2%,40.2%,7.6%,12.2%
2023,Joey Gartrell,Portland,SO,5,5,5.29,16,14,0,0,0,78.1,88,55,46,22,66,15,0.279,0.352,0.413,0.765,0.331,6.1%,18.4%,12.3%,3.02,1.4,5.29,5.06,5.47,3.95,66.0%,49.6%,16.1%,34.3%,8.5%,8.2%
2023,Joey Silan,Delaware,SR,4,2,4.29,15,7,0,0,1,79.2,83,48,38,28,54,8,0.269,0.341,0.408,0.749,0.304,7.9%,15.2%,7.3%,1.92,1.39,4.29,5.14,5.71,4.5,65.1%,52.9%,13.7%,33.3%,5.9%,7.1%
2023,John Bakke,Morehead State,GR,6,3,5.88,18,10,0,0,2,64.1,72,45,42,33,60,3,0.279,0.366,0.516,0.882,0.317,11.1%,20.3%,9.1%,1.83,1.63,5.88,6.62,5.7,4.31,72.4%,38.1%,23.2%,38.7%,5.2%,17.3%
2023,John West,Boston College,JR,5,3,4.5,17,13,0,0,1,68.0,52,35,34,25,71,8,0.208,0.297,0.352,0.649,0.253,8.7%,24.7%,16.0%,2.84,1.13,4.5,5.05,4.88,3.4,75.9%,49.7%,15.1%,35.2%,5.0%,12.7%
2023,Jonathan Blackwell,Purdue,JR,5,6,6.22,14,14,0,0,0,72.1,85,55,50,22,58,5,0.291,0.351,0.521,0.872,0.326,6.8%,18.0%,11.2%,2.65,1.48,6.22,6.04,5.36,4.1,69.3%,46.1%,17.7%,36.2%,6.0%,15.5%
2023,Jonathan Clark,San Jose State,SR,4,5,5.1,16,14,0,0,0,84.2,76,54,48,54,79,8,0.241,0.363,0.427,0.79,0.288,14.1%,20.6%,6.5%,1.46,1.54,5.1,6.05,6.21,4.61,69.4%,44.5%,14.3%,41.2%,9.7%,10.2%
2023,Jonathan Fincher,Louisiana Tech,SR,8,4,5.46,19,15,0,0,0,89.0,106,58,54,16,84,2,0.293,0.32,0.517,0.836,0.336,4.1%,21.5%,17.4%,5.24,1.37,5.46,5.08,5.34,3.63,65.0%,31.7%,15.1%,53.2%,9.9%,9.9%
2023,Jonathan Gonzalez,Stetson,JR,8,4,4.12,18,7,0,0,2,72.0,61,35,33,17,91,10,0.234,0.304,0.356,0.661,0.329,5.7%,30.7%,25.0%,5.39,1.08,4.12,4.01,3.64,2.33,74.2%,51.2%,22.0%,26.8%,4.8%,15.6%
2023,Jordan Armstrong,Tennessee-Martin,SR,4,5,7.47,14,12,0,0,0,62.2,95,57,52,19,42,12,0.36,0.424,0.485,0.909,0.411,6.3%,13.8%,7.6%,2.19,1.82,7.47,5.37,5.82,4.44,63.9%,51.8%,18.8%,29.4%,4.1%,7.8%
2023,Jordan Bloemer,Southern Illinois,SR,4,3,5.31,18,10,0,0,0,62.2,60,40,37,24,59,7,0.244,0.327,0.411,0.738,0.293,8.5%,21.0%,12.5%,2.47,1.34,5.31,5.21,5.78,4.13,70.2%,32.1%,20.9%,47.1%,11.2%,8.0%
2023,Jordan Morales,Penn State,SR,3,2,5.5,19,10,0,0,1,55.2,59,35,34,24,53,12,0.273,0.371,0.468,0.839,0.321,9.2%,20.4%,11.2%,2.22,1.49,5.5,6.09,5.85,4.04,66.8%,47.5%,14.2%,38.3%,3.7%,12.9%
2023,Jorhan LaBoy,Alabama State,FR,2,4,5.43,24,3,0,0,2,66.1,79,50,40,24,52,6,0.293,0.359,0.456,0.814,0.332,7.8%,16.9%,9.1%,2.17,1.55,5.43,5.53,5.96,4.5,62.4%,38.0%,19.4%,42.6%,8.8%,8.7%
2023,Joseph Dzierwa,Michigan State,FR,6,4,5.69,15,12,0,0,0,74.1,75,49,47,21,54,13,0.274,0.35,0.471,0.821,0.308,6.7%,17.3%,10.5%,2.58,1.29,5.69,5.76,6.32,4.43,73.7%,35.3%,15.6%,49.1%,7.8%,8.4%
2023,Josh Bookbinder,Winthrop,GR,5,1,3.43,22,0,0,0,2,57.2,57,30,22,2,42,10,0.256,0.29,0.408,0.698,0.282,0.8%,17.5%,16.7%,21.88,1.02,3.43,4.92,4.86,3.48,62.5%,42.9%,23.6%,33.5%,3.3%,11.5%
2023,Josh Ekness,Houston,JR,2,4,6.45,21,12,0,0,1,67.0,67,52,48,38,73,15,0.262,0.386,0.414,0.8,0.333,12.1%,23.2%,11.1%,1.92,1.57,6.45,5.92,5.53,3.95,70.8%,47.8%,23.1%,29.1%,6.0%,15.1%
2023,Josh Farmer,Mercer,GR,6,3,6.08,15,15,2,0,0,77.0,94,61,52,15,43,2,0.302,0.337,0.531,0.868,0.311,4.5%,13.0%,8.4%,2.89,1.42,6.08,6.29,5.92,4.8,61.1%,34.3%,21.9%,43.8%,6.4%,12.9%
2023,Josh Grosz,East Carolina,JR,4,2,3.66,16,16,1,1,0,76.1,59,33,31,41,79,8,0.215,0.333,0.358,0.691,0.263,12.5%,24.1%,11.6%,1.93,1.31,3.66,5.74,5.73,4.09,86.2%,32.3%,20.8%,46.9%,10.9%,11.1%
2023,Josh Hartle,Wake Forest,SO,11,2,2.81,18,17,0,0,0,102.1,91,38,32,24,140,5,0.237,0.291,0.357,0.647,0.343,5.7%,33.4%,27.7%,5.86,1.12,2.81,3.65,2.99,1.94,80.3%,61.2%,16.5%,22.4%,1.7%,20.8%
2023,Josh O'Neill,Stony Brook,SR,6,5,5.3,15,8,1,0,1,74.2,66,46,44,28,68,5,0.232,0.307,0.414,0.721,0.262,8.6%,20.9%,12.3%,2.43,1.26,5.3,5.6,5.26,3.9,69.4%,48.2%,14.2%,37.6%,6.0%,13.4%
2023,Joshua Becker,UMass Lowell,GR,5,3,3.51,15,8,2,1,1,59.0,55,29,23,13,51,10,0.248,0.313,0.396,0.71,0.286,5.2%,20.3%,15.1%,3.9,1.15,3.51,5.15,5.72,3.95,67.4%,29.1%,20.9%,50.0%,11.6%,8.1%
2023,Juaron Watts-Brown,Oklahoma State,SO,6,5,5.03,17,15,0,0,0,82.1,68,52,46,48,124,10,0.219,0.339,0.399,0.737,0.318,12.8%,33.0%,20.2%,2.58,1.41,5.03,5.0,4.64,2.81,72.3%,38.1%,20.1%,41.8%,6.3%,13.9%
2023,Justin Butera,Merrimack,SR,3,2,5.16,14,9,0,0,0,68.0,71,41,39,28,36,8,0.271,0.359,0.424,0.783,0.282,9.3%,11.9%,2.6%,1.28,1.46,5.16,6.63,6.54,5.36,75.3%,41.9%,18.4%,39.6%,8.8%,11.6%
2023,Justin Henschel,Florida Gulf Coast,FR,6,2,5.76,15,12,0,0,0,65.2,83,51,42,30,56,3,0.3,0.373,0.473,0.846,0.35,9.6%,18.0%,8.4%,1.88,1.72,5.76,5.55,5.92,4.49,77.3%,38.4%,20.4%,41.2%,5.1%,9.0%
2023,Justin Honeycutt,UNC Asheville,JR,4,2,4.39,17,6,0,0,2,65.2,56,36,32,26,33,4,0.242,0.327,0.416,0.743,0.25,9.8%,12.5%,2.6%,1.28,1.25,4.39,6.27,6.34,5.25,70.9%,46.4%,15.3%,38.3%,5.6%,10.7%
2023,Justin Kim,Princeton,FR,7,3,3.66,22,0,0,0,2,51.2,50,28,21,28,40,6,0.249,0.356,0.353,0.709,0.287,11.8%,16.8%,5.0%,1.42,1.51,3.66,5.86,6.39,4.91,77.9%,41.3%,19.4%,39.4%,10.0%,7.9%
2023,Justin Kleinsorge,Creighton,GR,1,4,6.07,14,12,0,0,0,53.1,54,37,36,23,51,4,0.263,0.346,0.429,0.775,0.315,9.7%,21.5%,11.8%,2.22,1.44,6.07,5.49,5.32,3.95,77.2%,46.4%,16.6%,37.1%,7.9%,12.5%
2023,Justin Mitrovich,Elon,FR,7,4,3.68,14,13,0,0,0,63.2,64,32,26,21,66,5,0.257,0.325,0.378,0.702,0.328,7.5%,23.5%,16.0%,3.13,1.34,3.68,4.32,4.64,3.39,73.5%,53.6%,14.4%,32.0%,7.2%,8.6%
2023,Justin Rebok,Towson,JR,2,2,6.52,17,13,0,0,0,59.1,72,52,43,27,39,4,0.296,0.375,0.461,0.835,0.328,9.7%,14.1%,4.3%,1.45,1.67,6.52,5.98,5.9,4.88,61.2%,46.3%,23.9%,29.9%,4.0%,11.7%
2023,Kade Lancour,Illinois-Chicago,GR,7,4,6.75,15,15,0,0,0,65.1,73,49,49,33,42,4,0.283,0.372,0.504,0.875,0.294,11.1%,14.1%,3.0%,1.27,1.62,6.75,7.21,6.71,5.28,71.9%,40.2%,15.4%,44.4%,6.5%,13.7%
2023,Kade Morris,Nevada,JR,4,7,5.42,14,14,2,0,0,81.1,97,60,49,27,85,10,0.295,0.357,0.447,0.804,0.368,7.1%,22.5%,15.3%,3.17,1.52,5.42,4.38,5.13,3.53,62.9%,42.1%,19.4%,38.5%,6.1%,6.3%
2023,Kaden Echeman,Northern Kentucky,SO,5,3,5.48,15,15,0,0,0,69.0,76,48,42,33,82,9,0.278,0.371,0.432,0.803,0.369,10.3%,25.7%,15.4%,2.5,1.58,5.48,4.93,5.36,3.54,70.2%,36.3%,20.2%,43.5%,12.4%,8.3%
2023,Kaleb Hill,Charleston Southern,SR,3,4,5.4,18,9,0,0,1,51.2,58,35,31,30,56,4,0.286,0.388,0.394,0.782,0.386,12.5%,23.3%,10.8%,1.86,1.7,5.4,4.46,5.08,3.92,68.4%,52.4%,20.0%,27.6%,5.5%,5.0%
2023,Kayden Cassidy,Incarnate Word,SR,3,3,4.72,15,14,0,0,0,74.1,68,49,39,41,67,17,0.24,0.367,0.385,0.753,0.289,11.9%,19.4%,7.5%,1.63,1.47,4.72,5.96,6.57,4.53,70.6%,44.2%,12.1%,43.7%,7.0%,7.4%
2023,Keegan Batka,Central Michigan,JR,8,3,3.67,16,16,0,0,0,81.0,80,37,33,32,76,4,0.258,0.331,0.429,0.76,0.31,9.0%,21.5%,12.4%,2.39,1.38,3.67,5.07,5.59,4.05,79.3%,34.1%,19.4%,46.6%,9.9%,8.3%
2023,Kei Yamagishi,Queens (NC),SR,0,6,10.14,19,9,0,0,1,57.2,98,70,65,30,30,9,0.381,0.457,0.603,1.06,0.387,9.9%,9.9%,0.0%,1.0,2.22,10.14,8.34,7.1,5.6,56.2%,44.0%,22.7%,33.3%,4.9%,18.7%
2023,Kelly Austin,UCLA,SR,5,4,3.39,17,13,0,0,0,82.1,72,39,31,34,104,1,0.229,0.305,0.362,0.667,0.314,9.6%,29.5%,19.8%,3.07,1.29,3.39,4.16,4.21,2.92,76.2%,47.9%,16.6%,35.5%,5.7%,10.7%
2023,Ken Turner,Bryant,SR,2,3,5.98,13,13,0,0,0,52.2,59,36,35,19,46,4,0.284,0.355,0.438,0.792,0.335,8.1%,19.7%,11.5%,2.43,1.48,5.98,5.47,5.27,4.03,72.0%,43.7%,20.9%,35.4%,10.1%,12.5%
2023,Kenten Egbert,Miami (OH),SR,5,3,4.11,15,10,3,0,0,81.0,74,38,37,30,99,5,0.246,0.322,0.402,0.724,0.33,8.8%,28.9%,20.2%,3.28,1.28,4.11,4.62,4.56,2.87,75.8%,36.5%,19.3%,44.2%,8.1%,11.5%
2023,Kevin Seitter,Quinnipiac,SR,8,4,3.58,15,15,3,0,0,88.0,91,45,35,23,79,12,0.265,0.331,0.372,0.703,0.326,6.0%,20.6%,14.6%,3.43,1.3,3.58,4.44,4.88,3.58,73.1%,49.6%,19.7%,30.7%,4.2%,7.4%
2023,Kewan Braziel,Alcorn State,FR,1,9,6.12,18,15,0,0,0,82.1,86,76,56,54,62,11,0.27,0.391,0.418,0.809,0.316,13.6%,15.7%,2.0%,1.15,1.7,6.12,6.01,7.45,5.71,59.6%,30.8%,15.6%,53.6%,9.6%,4.5%
2023,Khal Stephen,Purdue,SO,7,3,5.21,14,14,0,0,0,76.0,72,51,44,30,66,8,0.248,0.332,0.445,0.777,0.269,9.0%,19.8%,10.8%,2.2,1.34,5.21,6.53,5.75,4.15,71.9%,40.2%,17.4%,42.4%,6.3%,15.8%
2023,Khristian Curtis,Arizona State,JR,4,3,7.03,15,14,0,0,0,64.0,77,57,50,35,61,10,0.286,0.384,0.491,0.874,0.325,11.0%,19.2%,8.2%,1.75,1.75,7.03,6.74,6.05,4.4,76.0%,48.6%,15.7%,35.7%,7.6%,16.0%
2023,Kiefer Lord,Washington,JR,6,5,6.19,15,15,0,0,0,75.2,86,59,52,17,78,6,0.279,0.326,0.494,0.82,0.329,5.1%,23.2%,18.2%,4.55,1.36,6.19,5.42,4.83,3.22,62.6%,38.9%,19.2%,41.9%,8.7%,14.6%
2023,Kolby Gartner,St. Thomas,JR,1,7,6.6,11,11,1,0,0,60.0,68,56,44,27,46,4,0.283,0.363,0.392,0.754,0.333,9.7%,16.6%,6.9%,1.71,1.58,6.6,5.05,5.89,4.65,54.6%,43.6%,19.1%,37.2%,6.4%,5.7%
2023,Kole Klecker,TCU,FR,10,4,3.72,19,17,0,0,0,96.2,78,42,40,30,72,7,0.216,0.288,0.418,0.706,0.223,7.5%,17.9%,10.4%,2.39,1.12,3.72,6.11,5.89,4.41,82.2%,37.7%,14.2%,48.1%,10.4%,12.2%
2023,Ky Matthews-Hampton,Eastern Illinois,GR,7,2,4.82,17,17,0,0,0,89.2,110,56,48,26,50,7,0.296,0.352,0.417,0.769,0.326,6.3%,12.2%,5.8%,1.94,1.52,4.82,5.15,5.47,4.48,69.8%,54.9%,18.9%,26.2%,3.5%,8.4%
2023,Kyle Iwinski,Purdue,JR,3,5,4.54,15,11,1,1,0,69.1,73,40,35,19,38,2,0.271,0.322,0.413,0.735,0.292,6.4%,12.9%,6.4%,2.02,1.33,4.54,5.29,5.44,4.62,67.7%,51.6%,18.2%,30.2%,5.8%,10.3%
2023,Kyle Mahady,Saint Peter’s,SO,1,9,10.95,18,14,1,0,0,60.0,123,87,73,19,38,7,0.397,0.438,0.674,1.112,0.414,5.6%,11.1%,5.6%,1.98,2.37,10.95,7.29,6.8,5.07,45.3%,39.8%,17.3%,42.9%,4.5%,13.2%
2023,Kyler Carmack,Arkansas State,FR,5,3,3.23,16,12,0,0,0,69.2,63,37,25,37,60,7,0.242,0.347,0.342,0.69,0.291,12.0%,19.4%,7.4%,1.62,1.44,3.23,5.29,5.9,4.49,78.0%,45.2%,18.1%,36.7%,5.0%,6.8%
2023,Landon Higgerson,Radford,JR,1,4,7.52,36,2,0,0,1,61.0,61,63,51,38,48,11,0.251,0.37,0.432,0.802,0.272,12.7%,16.0%,3.3%,1.26,1.62,7.52,6.97,7.54,5.54,42.1%,31.8%,15.4%,52.8%,10.8%,8.7%
2023,Landon Smiddy,East Tennessee State,SR,3,7,6.61,17,13,0,0,0,62.2,86,49,46,20,43,0,0.33,0.375,0.506,0.88,0.371,7.0%,15.1%,8.1%,2.16,1.69,6.61,5.22,5.21,4.36,65.5%,48.6%,22.5%,28.9%,3.2%,11.1%
2023,Landon Tomkins,Louisiana Tech,SR,6,2,3.64,30,6,0,0,3,76.2,67,38,31,34,75,10,0.233,0.333,0.359,0.692,0.29,10.1%,22.3%,12.2%,2.21,1.32,3.64,5.11,5.09,3.74,80.0%,54.9%,16.0%,29.1%,3.8%,11.3%
2023,Lane Diuguid,Western Kentucky,JR,2,4,4.52,15,13,0,0,0,65.2,65,43,33,27,51,6,0.25,0.333,0.438,0.772,0.268,9.1%,17.2%,8.1%,1.89,1.4,4.52,6.49,6.35,4.85,72.7%,35.4%,15.5%,49.0%,14.1%,11.9%
2023,Lebarron Johnson Jr.,Texas,SO,8,4,2.91,20,13,1,0,1,86.2,73,31,28,38,98,3,0.23,0.315,0.331,0.646,0.312,10.4%,26.9%,16.5%,2.59,1.28,2.91,4.06,4.6,3.32,83.2%,46.6%,18.8%,34.5%,4.5%,6.5%
2023,Levi Wells,Texas State,JR,8,4,5.02,14,14,1,0,0,80.2,78,48,45,30,98,6,0.252,0.329,0.424,0.753,0.333,8.5%,27.9%,19.4%,3.28,1.34,5.02,4.84,4.77,3.01,73.0%,35.0%,19.4%,45.6%,9.7%,11.7%
2023,Liam Devine,St. Bonaventure,GR,2,3,4.79,16,4,0,0,5,56.1,56,35,30,30,48,11,0.265,0.376,0.384,0.76,0.315,11.5%,18.3%,6.9%,1.59,1.53,4.79,5.57,6.71,4.8,66.7%,34.5%,17.0%,48.5%,7.3%,5.0%
2023,Liam Rocha,California Baptist,JR,6,1,3.39,17,13,0,0,0,82.1,70,43,31,30,103,6,0.228,0.306,0.355,0.661,0.315,8.6%,29.6%,21.0%,3.44,1.21,3.39,4.06,4.33,2.78,71.7%,48.0%,13.4%,38.6%,8.9%,9.0%
2023,Liam Sullivan,Georgia,JR,5,2,5.77,14,14,1,1,0,64.0,60,48,41,33,75,11,0.245,0.357,0.453,0.81,0.291,11.3%,25.6%,14.3%,2.27,1.45,5.77,6.78,5.8,3.7,73.5%,30.6%,20.0%,49.4%,5.9%,16.7%
2023,Logan Berrier,Longwood,JR,1,6,5.24,15,11,0,0,1,56.2,67,36,33,32,57,7,0.294,0.397,0.395,0.792,0.377,11.9%,21.2%,9.3%,1.78,1.75,5.24,5.14,5.35,4.07,76.7%,56.1%,15.9%,28.0%,3.8%,9.1%
2023,Logan Gerling,Utah Valley,SR,6,5,5.16,15,15,1,1,0,75.0,84,51,43,13,65,5,0.285,0.325,0.468,0.793,0.326,4.1%,20.6%,16.5%,5.02,1.29,5.16,5.48,5.04,3.51,71.6%,38.3%,20.0%,41.7%,10.0%,13.5%
2023,Logan Koester,George Washington,JR,6,3,4.62,14,14,1,0,0,89.2,100,52,46,32,53,6,0.281,0.349,0.416,0.765,0.306,8.0%,13.2%,5.2%,1.65,1.47,4.62,5.74,6.36,5.0,73.4%,43.7%,13.7%,42.7%,6.7%,7.8%
2023,Logan Mercado,Oregon,JR,5,1,5.95,21,11,1,0,1,81.2,85,59,54,51,78,4,0.264,0.369,0.494,0.863,0.294,13.4%,20.5%,7.1%,1.53,1.67,5.95,7.17,6.34,4.68,68.8%,37.2%,14.9%,47.9%,8.7%,15.5%
2023,Logan Van Treeck,Lipscomb,JR,8,5,3.67,17,10,2,0,0,88.1,69,42,36,14,108,6,0.213,0.256,0.377,0.632,0.274,4.0%,30.8%,26.8%,7.7,0.94,3.67,4.15,3.83,2.06,70.6%,42.8%,15.4%,41.8%,9.1%,13.8%
2023,Logan Whitaker,NC State,JR,5,3,4.29,16,15,0,0,0,79.2,77,45,38,17,79,6,0.253,0.302,0.385,0.687,0.315,5.0%,23.4%,18.4%,4.68,1.18,4.29,4.18,4.56,3.16,63.2%,39.9%,22.9%,37.2%,8.5%,8.4%
2023,Lorenzo Peterson,Grambling,GR,5,3,5.22,16,15,2,1,0,88.0,91,56,51,43,68,12,0.268,0.368,0.386,0.754,0.317,10.7%,16.9%,6.2%,1.58,1.52,5.22,5.39,6.22,4.74,68.3%,43.4%,18.0%,38.6%,9.4%,5.8%
2023,Lucas Braun,Cal State Northridge,JR,6,5,4.83,15,15,0,0,0,91.1,95,60,49,30,100,10,0.268,0.342,0.41,0.751,0.344,7.5%,24.9%,17.5%,3.32,1.37,4.83,4.85,4.54,3.21,71.9%,49.6%,19.3%,31.5%,3.5%,13.8%
2023,Lucas Gordon,Texas,JR,7,2,2.63,19,17,0,0,0,102.2,85,33,30,34,103,9,0.226,0.303,0.362,0.664,0.284,8.0%,24.1%,16.2%,3.01,1.16,2.63,4.54,5.09,3.44,85.8%,39.9%,16.0%,44.0%,9.3%,7.6%
2023,Lucas Mahlstedt,Wofford,SO,7,2,2.8,27,0,0,0,6,83.2,72,26,26,18,68,6,0.239,0.293,0.365,0.658,0.284,5.4%,20.3%,14.9%,3.76,1.08,2.8,4.48,4.83,3.61,76.6%,47.9%,16.9%,35.2%,5.9%,8.4%
2023,Luke Hansel,Milwaukee,JR,6,4,6.04,15,14,0,0,0,67.0,80,47,45,39,66,12,0.303,0.415,0.432,0.846,0.38,12.2%,20.7%,8.5%,1.7,1.78,6.04,5.87,5.71,4.24,75.1%,49.7%,21.2%,29.0%,3.6%,12.5%
2023,Luke Helton,Morehead State,SR,7,2,5.1,15,14,1,0,0,77.2,85,51,44,30,67,8,0.276,0.354,0.451,0.806,0.32,8.5%,18.9%,10.5%,2.22,1.48,5.1,5.75,4.98,3.78,67.8%,60.6%,14.8%,24.6%,3.4%,19.0%
2023,Luke Holman,Alabama,SO,7,4,3.67,16,15,0,0,0,81.0,54,37,33,31,87,9,0.186,0.284,0.359,0.643,0.211,9.3%,26.2%,16.9%,2.82,1.05,3.67,5.74,5.13,3.31,87.4%,40.5%,14.0%,45.5%,8.5%,15.4%
2023,Luke Hoskins,Xavier,SO,7,2,4.48,20,15,0,0,0,78.1,79,43,39,18,53,14,0.267,0.335,0.466,0.802,0.277,5.4%,15.8%,10.4%,2.93,1.24,4.48,6.56,5.67,4.23,82.2%,46.9%,17.1%,35.9%,5.7%,17.0%
2023,Luke Johnson,UMBC,JR,7,1,3.53,14,14,2,1,0,79.0,64,35,31,38,84,5,0.221,0.319,0.348,0.668,0.276,11.3%,25.0%,13.7%,2.21,1.29,3.53,5.16,5.27,3.72,79.4%,40.3%,17.5%,42.2%,12.6%,10.3%
2023,Luke Malone,UTSA,SR,6,4,4.99,16,13,0,0,0,92.0,105,56,51,20,77,9,0.283,0.333,0.434,0.766,0.331,4.9%,19.0%,14.1%,3.88,1.36,4.99,4.84,4.94,3.7,64.2%,48.3%,19.2%,32.5%,4.5%,10.5%
2023,Luke Olson,Ohio,JR,3,5,7.01,14,11,1,1,0,60.1,76,52,47,18,48,4,0.302,0.355,0.508,0.863,0.326,6.5%,17.3%,10.8%,2.66,1.56,7.01,6.48,5.8,4.29,56.4%,36.7%,18.6%,44.7%,6.5%,14.6%
2023,Luke Pryor,Mount St. Mary’s,SR,2,4,8.37,31,4,0,0,1,57.0,51,62,53,48,41,12,0.239,0.394,0.474,0.868,0.231,16.9%,14.4%,-2.5%,0.85,1.74,8.37,8.66,8.04,6.03,43.5%,39.5%,11.6%,48.8%,10.5%,14.3%
2023,Luke Rettig,Lehigh,GR,5,4,3.24,12,12,3,1,0,58.1,43,34,21,21,65,10,0.195,0.292,0.264,0.556,0.26,8.2%,25.4%,17.2%,3.1,1.1,3.24,4.18,4.93,3.27,64.5%,48.1%,15.6%,36.4%,7.1%,5.4%
2023,Luke Russo,Eastern Michigan,SR,6,4,4.62,17,11,0,0,2,78.0,66,46,40,25,107,12,0.223,0.309,0.348,0.657,0.324,7.5%,31.9%,24.5%,4.25,1.17,4.62,3.99,3.91,2.39,64.4%,53.2%,15.1%,31.7%,3.2%,11.9%
2023,Luke Sinnard,Indiana,SO,6,3,4.27,16,16,0,0,0,86.1,83,44,41,25,114,7,0.249,0.313,0.443,0.756,0.329,6.8%,30.8%,24.1%,4.53,1.25,4.27,4.89,4.24,2.39,81.9%,38.1%,17.4%,44.5%,11.0%,15.5%
2023,Luke Stofel,Wright State,JR,5,6,3.82,17,14,1,0,0,80.0,79,50,34,39,64,11,0.256,0.357,0.359,0.717,0.306,10.7%,17.6%,6.9%,1.64,1.48,3.82,5.25,5.41,4.06,74.6%,61.0%,17.1%,22.0%,2.8%,9.3%
2023,Mac Ayres,Purdue Fort Wayne,JR,3,5,7.03,19,13,0,0,1,64.0,75,61,50,40,59,13,0.288,0.406,0.423,0.829,0.36,12.7%,18.7%,6.0%,1.47,1.8,7.03,5.46,6.57,4.69,62.2%,44.8%,18.4%,36.8%,7.5%,4.1%
2023,Marcos Herrand,Coppin State,SO,8,5,5.3,14,14,1,1,0,86.2,103,56,51,36,74,8,0.298,0.371,0.445,0.816,0.354,9.0%,18.5%,9.5%,2.06,1.6,5.3,5.03,5.75,4.31,69.2%,41.7%,19.2%,39.1%,6.3%,6.6%
2023,Marcus Cashman,Niagara,SR,3,2,5.13,14,14,0,0,0,59.2,55,36,34,34,57,5,0.248,0.359,0.432,0.791,0.288,12.8%,21.5%,8.7%,1.68,1.49,5.13,6.48,6.45,4.87,82.5%,27.4%,18.3%,54.3%,15.9%,11.2%
2023,Marcus Morgan,Iowa,SO,5,2,3.72,17,15,0,0,0,65.1,38,28,27,51,72,14,0.174,0.363,0.243,0.606,0.243,17.8%,25.2%,7.3%,1.42,1.36,3.72,5.55,5.95,4.32,83.0%,56.8%,12.3%,30.8%,8.2%,6.7%
2023,Mark Faello,Hofstra,GR,6,7,5.48,17,12,0,0,1,70.2,85,50,43,33,53,2,0.298,0.372,0.481,0.852,0.342,10.2%,16.3%,6.2%,1.6,1.67,5.48,5.45,6.05,4.74,67.2%,45.0%,15.2%,39.8%,6.1%,7.6%
2023,Mark Manfredi,Dayton,SR,3,4,4.99,16,15,0,0,0,79.1,71,50,44,38,96,16,0.241,0.355,0.388,0.743,0.332,10.7%,27.0%,16.3%,2.52,1.37,4.99,4.77,5.18,3.34,71.2%,43.4%,17.9%,38.8%,6.1%,7.9%
2023,Mason Marriott,Baylor,SO,1,7,7.67,14,14,0,0,0,58.2,72,56,50,40,50,10,0.306,0.427,0.481,0.907,0.363,13.8%,17.2%,3.4%,1.25,1.91,7.67,6.6,6.72,4.96,62.4%,47.8%,15.8%,36.4%,3.3%,10.4%
