Season,Player,Team,Class,W,L,ERA_x,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,K,HBP,BA,OBP,SLG,OPS,BABIP,BB%,K%,K-BB%,K:BB,WHIP,ERA_y,FIP,xFIP,SIERA,LOB%,GB%,LD%,FB%,PU%,HR/FB%
2018,Andrew Sauer,Navy,JR,5,2,3.1,13,12,1,0,0,66.2,61,28,23,23,46,10,0.244,0.329,0.312,0.641,0.284,7.8%,15.7%,7.8%,2.01,1.26,3.1,4.53,4.83,4.4,73.5%,53.2%,16.1%,30.7%,7.8%,4.8%
2018,Andrew Sipowicz,Canisius,JR,7,2,5.65,16,14,0,0,0,63.2,83,40,40,22,48,6,0.307,0.371,0.444,0.816,0.355,7.2%,15.7%,8.5%,2.18,1.65,5.65,4.88,5.11,4.63,69.2%,37.6%,17.6%,44.8%,9.0%,6.1%
2018,Andrew Vaccacio,Appalachian State,JR,2,10,5.67,14,14,0,0,0,73.0,76,48,46,39,80,7,0.271,0.372,0.432,0.804,0.344,11.5%,23.7%,12.1%,2.06,1.58,5.67,5.36,4.59,3.88,68.5%,42.0%,16.6%,41.5%,8.8%,12.5%
2018,Andrew Wantz,UNC Greensboro,SR,6,0,2.95,26,0,0,0,10,55.0,42,18,18,18,81,7,0.214,0.299,0.311,0.61,0.339,7.9%,35.7%,27.8%,4.52,1.09,2.95,2.96,2.81,2.01,78.0%,52.7%,17.3%,30.0%,2.7%,9.1%
2018,Andy Fisher,Illinois,JR,6,3,3.96,15,14,0,0,1,84.0,83,45,37,38,64,8,0.27,0.36,0.349,0.709,0.329,10.2%,17.2%,7.0%,1.69,1.44,3.96,4.28,4.67,4.16,66.6%,58.6%,16.8%,24.6%,2.5%,3.3%
2018,Anthony DiMeglio,Fordham,JR,8,3,3.4,17,11,1,0,0,82.0,70,40,31,27,94,5,0.229,0.298,0.317,0.615,0.311,7.7%,26.9%,19.1%,3.49,1.18,3.4,3.34,3.61,3.0,64.3%,43.8%,19.8%,36.4%,5.1%,5.1%
2018,"Anthony Hernandez,",Grambling,SR,3,5,6.04,13,13,0,0,0,67.0,86,64,45,33,41,14,0.312,0.403,0.428,0.831,0.345,9.8%,12.2%,2.4%,1.24,1.78,6.04,5.54,5.88,5.21,54.2%,48.5%,18.1%,33.3%,6.3%,5.1%
2018,Anthony Maldonado,Bethune-Cookman,SO,7,2,2.81,11,11,3,2,0,64.0,50,24,20,18,74,3,0.211,0.275,0.363,0.638,0.271,6.9%,28.4%,21.5%,4.12,1.06,2.81,4.14,3.46,2.71,78.6%,40.9%,18.9%,40.2%,6.1%,12.1%
2018,Austen Bullington,Tennessee-Martin,JR,1,2,8.32,18,6,0,0,0,66.0,100,66,61,19,46,8,0.34,0.392,0.588,0.98,0.355,5.8%,13.9%,8.2%,2.4,1.8,8.32,6.94,5.3,4.92,59.1%,31.9%,21.0%,47.2%,8.9%,14.5%
2018,Austen Michel,Dartmouth,SO,3,2,3.38,17,2,0,0,7,45.1,43,18,17,7,35,1,0.249,0.28,0.399,0.679,0.289,3.8%,18.9%,15.1%,4.97,1.1,3.38,3.97,3.97,3.64,72.7%,42.3%,17.5%,40.1%,4.4%,7.3%
2018,Austin Allinger,Evansville,JR,1,5,6.84,20,7,0,0,0,48.2,59,53,37,31,54,7,0.276,0.375,0.449,0.823,0.329,11.3%,19.6%,8.4%,1.73,1.85,6.84,5.37,4.94,4.28,49.7%,49.4%,17.1%,33.5%,4.9%,10.9%
2018,Austin Bergner,North Carolina,SO,7,3,4.25,17,13,0,0,1,82.2,76,49,39,34,84,3,0.242,0.319,0.366,0.685,0.299,9.2%,22.8%,13.6%,2.48,1.33,4.25,4.57,3.98,3.58,63.7%,49.6%,18.6%,31.9%,2.2%,12.5%
2018,Austin Cline,Dayton,JR,5,7,6.19,18,13,2,1,0,77.0,89,55,53,34,75,5,0.284,0.36,0.412,0.772,0.352,9.1%,20.1%,11.0%,2.21,1.6,6.19,4.43,4.4,3.96,61.0%,48.9%,19.1%,31.9%,6.8%,8.0%
2018,Austin Cox,Mercer,JR,7,4,4.52,17,17,0,0,0,87.2,99,52,44,43,124,2,0.284,0.364,0.399,0.763,0.423,10.5%,30.4%,19.9%,2.9,1.62,4.52,3.28,3.32,2.88,67.2%,54.5%,13.5%,32.0%,5.4%,7.0%
2018,Austin Drury,North Florida,JR,4,4,4.85,13,13,1,0,0,68.2,67,40,37,30,58,9,0.258,0.352,0.4,0.752,0.297,9.6%,18.5%,8.9%,1.93,1.41,4.85,5.57,4.92,4.32,70.7%,45.8%,15.9%,38.3%,7.5%,11.7%
2018,Austin Higginbotham,Wofford,JR,6,5,4.5,16,15,2,0,0,102.0,120,63,51,28,74,8,0.293,0.348,0.454,0.802,0.329,6.0%,15.9%,9.9%,2.65,1.45,4.5,5.12,4.62,4.32,67.5%,40.2%,22.2%,37.5%,6.0%,10.4%
2018,Austin Root,Sacramento State,SR,11,3,2.79,19,15,2,0,1,103.1,87,35,32,16,77,11,0.225,0.273,0.323,0.596,0.266,3.8%,18.4%,14.6%,4.84,1.0,2.79,3.76,4.16,3.71,73.8%,46.6%,16.1%,37.2%,6.7%,4.5%
2018,Austin Ross,Radford,SR,9,3,3.54,17,10,0,0,0,68.2,60,29,27,22,69,6,0.233,0.306,0.385,0.691,0.28,7.5%,23.5%,16.0%,3.13,1.19,3.54,4.76,4.25,3.49,78.2%,37.0%,16.9%,46.0%,9.5%,10.3%
2018,Austin Schulfer,Milwaukee,SR,6,5,2.96,14,14,1,1,0,91.1,72,39,30,28,87,17,0.219,0.31,0.289,0.598,0.284,7.3%,22.5%,15.3%,3.08,1.09,2.96,3.83,4.32,3.53,69.1%,47.1%,16.3%,36.7%,8.8%,3.4%
2018,Avery Weems,Arizona,JR,1,4,5.28,27,10,0,0,1,61.1,69,40,36,23,42,10,0.296,0.378,0.382,0.76,0.344,8.0%,14.6%,6.6%,1.83,1.5,5.28,4.73,4.97,4.47,63.4%,51.8%,19.7%,28.5%,4.1%,5.5%
2018,BJ Myers,West Virginia,SR,2,2,4.19,19,14,0,0,1,77.1,86,53,36,25,59,13,0.283,0.357,0.401,0.759,0.333,6.9%,16.4%,9.4%,2.38,1.44,4.19,4.47,4.87,4.32,60.0%,44.3%,20.1%,35.7%,9.8%,4.6%
2018,Ben Dragani,Michigan,FR,6,2,2.63,16,11,0,0,0,78.2,61,26,23,26,54,2,0.217,0.288,0.31,0.598,0.256,8.2%,17.0%,8.8%,2.07,1.11,2.63,4.21,4.54,4.34,75.5%,50.2%,13.1%,36.7%,7.2%,4.9%
2018,Ben Erwin,Niagara,FR,5,2,4.39,17,3,0,0,1,55.1,58,32,27,24,31,7,0.282,0.371,0.403,0.774,0.306,9.8%,12.7%,2.9%,1.3,1.48,4.39,5.61,5.57,5.29,69.5%,43.3%,18.7%,38.0%,11.1%,7.7%
2018,Ben Greenberg,Fordham,SR,6,2,2.51,15,15,1,0,0,82.1,68,25,23,31,65,9,0.223,0.311,0.302,0.613,0.269,8.8%,18.4%,9.6%,2.09,1.2,2.51,4.35,4.59,4.15,81.1%,53.0%,14.4%,32.6%,5.1%,5.2%
2018,Ben Gross,Princeton,SR,4,5,4.47,9,9,1,1,0,52.1,54,26,26,7,52,3,0.273,0.302,0.439,0.741,0.333,3.2%,23.9%,20.6%,7.47,1.17,4.47,3.91,3.46,2.84,68.3%,40.8%,19.7%,39.5%,4.8%,10.3%
2018,Ben Wereski,Columbia,SO,3,4,6.49,13,12,0,0,0,61.0,77,49,44,23,52,10,0.313,0.39,0.528,0.919,0.358,7.8%,17.6%,9.8%,2.26,1.64,6.49,5.95,5.08,4.28,63.5%,38.9%,18.1%,43.0%,5.2%,12.0%
2018,Bernie Martinez,Incarnate Word,JR,6,3,4.32,17,13,3,0,1,110.1,129,60,53,22,83,18,0.299,0.355,0.408,0.763,0.354,4.5%,17.1%,12.6%,3.8,1.37,4.32,4.13,4.4,3.89,67.9%,53.7%,14.0%,32.3%,8.6%,5.3%
2018,Billy DeVito,Hartford,JR,1,6,7.41,16,14,0,0,0,68.0,77,58,56,42,55,16,0.286,0.408,0.439,0.847,0.338,12.5%,16.4%,3.9%,1.31,1.75,7.41,5.78,5.8,4.88,60.2%,47.9%,19.7%,32.4%,3.8%,7.2%
2018,Billy Layne Jr.,Seton Hall,SO,4,1,3.1,15,10,0,0,0,49.1,54,21,17,12,63,8,0.242,0.305,0.35,0.654,0.316,4.9%,25.5%,20.6%,5.2,1.34,3.1,3.82,3.3,2.63,79.1%,60.0%,15.6%,24.4%,2.5%,12.8%
2018,Billy Sullivan,Delaware,FR,7,3,2.97,14,14,0,0,0,72.2,52,27,24,42,95,8,0.199,0.327,0.28,0.607,0.303,13.2%,29.9%,16.7%,2.27,1.29,2.97,3.63,4.0,3.26,75.6%,50.3%,17.2%,32.5%,8.0%,3.8%
2018,Blaine Knight,Arkansas,JR,14,0,2.8,19,19,0,0,0,112.1,97,39,35,26,107,7,0.227,0.281,0.386,0.667,0.259,5.6%,22.9%,17.3%,4.09,1.09,2.8,4.88,4.04,3.37,86.8%,36.1%,17.6%,46.4%,7.8%,12.2%
2018,Blair Henley,Texas,SO,6,7,3.32,18,16,0,0,1,86.2,94,37,32,37,64,9,0.281,0.368,0.374,0.743,0.336,9.4%,16.3%,6.9%,1.73,1.51,3.32,4.73,4.89,4.5,77.4%,50.8%,19.2%,30.1%,6.8%,6.3%
2018,Blake Stockert,North Dakota State,SR,5,3,3.71,13,13,2,2,0,68.0,68,32,28,27,63,5,0.266,0.346,0.398,0.744,0.337,9.1%,21.2%,12.1%,2.33,1.4,3.71,4.17,4.48,3.98,72.0%,35.4%,23.8%,40.7%,8.5%,5.2%
2018,Blake Whitney,USC Upstate,SR,5,3,2.81,13,13,1,1,0,73.2,61,27,23,21,82,5,0.222,0.289,0.302,0.591,0.305,6.8%,26.6%,19.8%,3.91,1.11,2.81,3.17,3.83,3.04,72.5%,31.8%,20.3%,47.9%,13.0%,3.3%
2018,Bobby Miller,Louisville,FR,6,1,2.97,17,9,0,0,0,66.2,49,29,22,21,55,7,0.198,0.279,0.316,0.595,0.226,7.4%,19.4%,12.0%,2.62,1.05,2.97,4.81,4.49,3.92,71.4%,49.0%,13.5%,37.5%,4.7%,9.7%
2018,Bodie Sheehan,William & Mary,JR,2,9,4.5,14,14,0,0,0,86.0,101,45,43,15,62,1,0.297,0.324,0.409,0.733,0.345,4.0%,16.4%,12.4%,4.1,1.35,4.5,3.7,4.19,4.07,65.5%,42.1%,16.5%,41.4%,12.8%,4.4%
2018,Brad Deppermann,North Florida,SR,2,4,4.3,19,9,0,0,5,69.0,72,38,33,19,63,4,0.267,0.322,0.352,0.674,0.335,6.3%,20.7%,14.5%,3.29,1.32,4.3,3.57,3.94,3.59,62.8%,51.7%,15.0%,33.3%,8.7%,4.3%
2018,Brad Harrison,Southern Illinois,SO,5,5,4.25,15,14,1,1,0,82.2,72,42,39,29,75,5,0.233,0.308,0.369,0.677,0.282,8.0%,20.8%,12.7%,2.6,1.22,4.25,4.52,4.21,3.81,67.5%,45.7%,19.0%,35.3%,6.0%,9.8%
2018,Brad O'Connor,Marshall,SR,3,7,4.98,15,12,1,0,0,68.2,69,43,38,41,57,9,0.26,0.373,0.43,0.803,0.296,12.5%,17.3%,4.9%,1.38,1.6,4.98,6.12,5.64,4.92,71.4%,40.0%,15.6%,44.4%,6.3%,9.9%
2018,Brad Vassar,UT Arlington,SR,2,7,5.03,16,11,0,0,0,59.0,65,39,33,22,40,3,0.277,0.342,0.4,0.742,0.307,7.9%,14.4%,6.5%,1.82,1.47,5.03,5.08,5.02,4.85,62.5%,36.5%,22.9%,40.6%,8.3%,7.7%
2018,Bradley Hallman,Gardner-Webb,SR,6,2,3.6,16,15,0,0,0,95.0,97,43,38,32,68,12,0.265,0.342,0.41,0.752,0.305,7.7%,16.3%,8.6%,2.12,1.36,3.6,4.92,4.92,4.45,75.5%,45.7%,16.7%,37.5%,6.8%,7.3%
2018,Bradley Welsh,Arkansas State,JR,3,4,4.14,14,14,0,0,0,82.2,84,40,38,18,70,11,0.263,0.322,0.429,0.751,0.309,5.0%,19.6%,14.5%,3.92,1.23,4.14,4.63,4.29,3.67,72.7%,45.7%,15.8%,38.5%,5.7%,9.5%
2018,Brady Batten,Houston Christian,JR,4,6,3.91,18,15,0,0,0,94.1,92,45,41,43,71,14,0.264,0.363,0.397,0.759,0.313,10.1%,16.7%,6.6%,1.65,1.43,3.91,4.85,5.4,4.73,73.2%,40.6%,14.7%,44.6%,7.2%,4.0%
2018,Brady Feigl,Ole Miss,JR,8,5,3.93,16,16,0,0,0,91.2,115,58,40,38,120,7,0.261,0.328,0.37,0.698,0.338,7.6%,24.0%,16.4%,3.16,1.67,3.93,3.94,3.67,3.25,69.2%,53.3%,18.4%,28.3%,5.0%,9.9%
2018,Brady Huffman,Illinois State,SO,1,4,5.03,16,13,0,0,1,73.1,79,47,41,28,57,5,0.271,0.344,0.481,0.825,0.29,8.4%,17.1%,8.7%,2.04,1.46,5.03,6.31,5.09,4.68,71.4%,34.3%,17.6%,48.1%,9.9%,13.4%
2018,Brady Moxham,South Dakota State,SO,1,6,5.79,16,16,0,0,0,73.0,73,46,47,42,68,15,0.263,0.386,0.353,0.738,0.332,12.0%,19.5%,7.4%,1.63,1.58,5.79,5.07,4.99,4.2,67.5%,55.3%,21.2%,23.6%,3.4%,8.2%
2018,Brady Singer,Florida,JR,12,3,2.55,17,17,1,1,0,113.0,84,42,32,22,114,12,0.203,0.263,0.308,0.57,0.257,4.8%,25.0%,20.2%,5.21,0.94,2.55,3.75,3.56,2.93,72.1%,50.3%,15.4%,34.2%,5.7%,8.8%
2018,Brandon Barbery,VMI,SR,3,3,7.04,20,10,0,0,0,55.0,87,51,43,27,47,9,0.319,0.395,0.487,0.883,0.347,8.5%,14.7%,6.3%,1.73,2.07,7.04,6.49,5.31,4.78,67.8%,44.8%,17.0%,38.1%,9.9%,14.1%
2018,Brandon Phelps,Purdue Fort Wayne,SR,5,6,5.42,14,14,3,0,0,83.0,107,56,50,33,66,13,0.325,0.403,0.422,0.825,0.388,8.4%,16.8%,8.4%,2.0,1.69,5.42,4.71,5.17,4.52,66.4%,40.2%,18.8%,41.0%,8.0%,4.7%
2018,Brandon Schlimm,St. Bonaventure,SR,0,8,7.32,11,11,1,0,0,59.0,84,52,48,35,48,6,0.332,0.422,0.478,0.901,0.388,11.4%,15.6%,4.2%,1.37,2.02,7.32,5.62,5.47,4.98,62.6%,41.5%,22.0%,36.5%,6.5%,8.2%
2018,Brandon Shileikis,Quinnipiac,GR,5,6,4.22,15,14,4,2,0,85.1,107,50,40,14,69,8,0.301,0.34,0.402,0.742,0.36,3.6%,17.6%,14.0%,4.89,1.42,4.22,3.75,4.03,3.72,64.8%,50.0%,16.1%,33.9%,7.7%,5.4%
