Season,Player,Team,Class,W,L,ERA_x,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,K,HBP,BA,OBP,SLG,OPS,BABIP,BB%,K%,K-BB%,K:BB,WHIP,ERA_y,FIP,xFIP,SIERA,LOB%,GB%,LD%,FB%,PU%,HR/FB%
2021,Alex Jemal,Seattle,JR,3,7,4.18,16,12,1,0,0,71.0,97,41,33,13,43,2,0.327,0.357,0.478,0.835,0.359,4.1%,13.5%,9.4%,3.29,1.55,4.18,4.91,5.15,4.49,70.4%,41.6%,18.4%,40.0%,6.4%,8.0%
2021,Alex McKenney,Maine,SR,4,6,3.67,11,9,2,0,0,56.1,43,29,23,23,43,11,0.213,0.325,0.312,0.637,0.264,9.3%,17.3%,8.1%,1.86,1.17,3.67,4.52,5.12,4.19,63.5%,55.5%,20.0%,24.5%,5.2%,2.6%
2021,Alex Pansini,Marist,SR,2,4,6.15,6,6,1,0,0,33.2,42,23,23,11,24,3,0.302,0.361,0.439,0.8,0.33,7.1%,15.4%,8.3%,2.17,1.57,6.15,5.77,5.13,4.47,67.3%,49.5%,16.8%,33.6%,8.4%,13.9%
2021,Alex Pham,San Francisco,SR,3,5,4.39,22,1,0,0,4,55.1,49,30,27,32,72,2,0.238,0.34,0.413,0.753,0.321,12.7%,28.7%,15.9%,2.26,1.46,4.39,4.91,4.79,3.36,72.4%,35.6%,14.8%,49.6%,7.4%,10.4%
2021,Alex Pinedo,Tarleton,SR,3,5,6.38,12,11,1,1,0,66.1,70,47,47,27,61,6,0.295,0.376,0.477,0.853,0.353,9.5%,21.4%,11.9%,2.25,1.46,6.38,5.85,5.05,3.89,62.9%,42.6%,19.9%,37.5%,8.0%,15.2%
2021,Alex Stiegler,Boston College,GR,4,3,4.99,17,8,0,0,1,70.1,85,38,39,20,73,8,0.305,0.366,0.462,0.828,0.391,6.3%,23.2%,16.8%,3.68,1.49,4.99,4.24,4.65,3.35,71.7%,39.4%,17.7%,42.9%,6.4%,6.9%
2021,Alfredo Ruiz,Long Beach State,SO,5,1,3.75,11,11,0,0,0,57.2,54,25,24,23,59,8,0.251,0.344,0.326,0.67,0.34,9.2%,23.6%,14.4%,2.57,1.34,3.75,3.79,4.55,3.56,71.8%,49.3%,21.1%,29.6%,5.3%,2.2%
2021,Andrew Abbott,Virginia,SR,9,6,2.87,19,17,0,0,0,106.2,89,38,34,32,162,5,0.228,0.293,0.35,0.643,0.349,7.3%,37.2%,29.8%,5.1,1.13,2.87,3.58,2.93,1.71,81.6%,42.2%,21.8%,36.0%,6.2%,16.0%
2021,Andrew Abrahamowicz,Bowling Green,SR,4,4,5.78,14,12,4,2,0,71.2,76,51,46,32,53,9,0.277,0.368,0.445,0.813,0.308,9.9%,16.4%,6.5%,1.66,1.51,5.78,6.1,5.75,4.76,64.1%,39.4%,19.7%,40.8%,8.5%,11.5%
2021,Andrew Alvarez,Cal Poly,JR,7,3,4.08,16,14,1,0,0,88.1,92,41,40,31,81,10,0.276,0.355,0.366,0.721,0.356,8.0%,21.0%,13.0%,2.63,1.39,4.08,4.0,4.28,3.42,71.4%,60.3%,19.0%,20.6%,2.8%,5.9%
2021,Andrew Braun,Central Connecticut,SR,9,1,3.64,15,14,1,1,0,84.0,83,33,34,12,76,9,0.255,0.3,0.403,0.703,0.307,3.4%,21.8%,18.3%,6.41,1.13,3.64,4.34,4.6,3.3,77.7%,37.0%,16.5%,46.5%,10.3%,8.0%
2021,Andrew Hoffmann,Illinois,SO,3,0,2.87,11,11,0,0,0,62.2,49,21,20,15,64,3,0.209,0.263,0.294,0.556,0.271,5.8%,24.6%,18.8%,4.24,1.02,2.87,3.44,4.25,3.07,73.2%,44.2%,12.8%,43.0%,9.3%,4.1%
2021,Andrew Lindsey,Charlotte,SO,6,2,4.89,20,12,0,0,0,81.0,90,44,44,29,76,10,0.284,0.359,0.372,0.732,0.356,7.7%,20.2%,12.5%,2.62,1.47,4.89,4.38,4.45,3.53,69.7%,55.9%,21.0%,23.1%,2.5%,9.1%
2021,Andrew Melnyk,Longwood,SO,2,4,5.84,14,14,0,0,0,74.0,94,52,48,23,55,5,0.308,0.365,0.466,0.831,0.354,6.7%,16.1%,9.4%,2.4,1.58,5.84,5.09,5.23,4.33,63.2%,45.9%,15.7%,38.4%,3.3%,8.6%
2021,Andrew Taylor,Central Michigan,FR,11,4,1.81,15,15,4,2,0,94.1,64,20,19,24,125,2,0.189,0.247,0.283,0.53,0.286,6.5%,33.8%,27.3%,5.2,0.93,1.81,2.71,3.41,1.95,82.9%,35.9%,18.4%,45.6%,10.2%,4.3%
2021,Andy Archer,Georgia Tech,JR,5,5,4.63,15,14,1,1,0,70.0,73,47,36,36,77,8,0.246,0.342,0.414,0.756,0.302,10.3%,21.9%,11.7%,2.13,1.56,4.63,5.27,5.11,3.93,67.0%,43.5%,17.6%,38.9%,7.4%,10.7%
2021,Andy Bean,Belmont,FR,5,2,4.1,14,12,1,0,1,74.2,64,38,34,24,62,9,0.234,0.311,0.394,0.705,0.261,7.5%,19.4%,11.9%,2.59,1.18,4.1,5.45,5.33,4.12,71.1%,36.4%,16.3%,47.4%,9.1%,10.1%
2021,Angelo Gennari,Stephen F. Austin,JR,3,5,5.34,12,12,1,1,0,57.1,60,38,34,31,49,10,0.267,0.378,0.364,0.743,0.335,11.4%,18.0%,6.6%,1.58,1.59,5.34,4.69,6.04,4.77,63.3%,36.6%,21.7%,41.7%,10.9%,1.4%
2021,Angelo Tonas,Georgetown,JR,1,3,5.51,9,5,0,0,0,32.2,34,18,20,10,31,5,0.268,0.343,0.457,0.799,0.308,6.9%,21.4%,14.5%,3.1,1.35,5.51,5.89,4.97,3.68,76.4%,41.1%,16.8%,42.1%,8.4%,15.0%
2021,Anthony Becerra,Jackson State,SR,9,1,3.05,15,12,3,3,0,76.2,45,28,26,49,109,23,0.172,0.349,0.225,0.574,0.288,14.2%,31.6%,17.4%,2.23,1.23,3.05,4.15,4.81,3.15,77.0%,50.7%,15.5%,33.8%,8.1%,2.0%
2021,Anthony Ethington,Bellarmine,GR,2,6,5.07,27,2,0,0,4,60.1,57,38,34,30,50,5,0.248,0.342,0.439,0.781,0.274,10.8%,18.1%,7.2%,1.68,1.44,5.07,6.07,6.12,5.11,68.0%,29.8%,14.0%,56.1%,14.0%,9.4%
2021,Anthony Germinerio,Albany,FR,3,5,3.97,10,9,1,0,0,59.0,58,27,26,17,54,8,0.258,0.331,0.342,0.673,0.325,6.6%,21.1%,14.5%,3.2,1.27,3.97,4.11,4.53,3.59,71.1%,52.1%,17.4%,30.5%,6.6%,5.9%
2021,Anthony LoRicco,Army,JR,4,2,5.14,11,11,0,0,0,56.0,63,38,32,22,65,12,0.276,0.37,0.456,0.826,0.351,8.2%,24.3%,16.1%,2.96,1.52,5.14,5.61,5.01,3.41,69.9%,37.2%,19.2%,43.6%,9.6%,13.2%
2021,Anthony Mozzicato,Central Connecticut,FR,5,2,5.98,13,13,0,0,0,61.2,68,35,41,18,45,5,0.283,0.346,0.363,0.709,0.335,6.7%,16.7%,10.0%,2.49,1.39,5.98,4.54,5.13,4.26,65.6%,46.5%,16.0%,37.4%,8.6%,5.7%
2021,Anthony Simonelli,Virginia Tech,JR,5,2,3.91,13,13,0,0,0,66.2,42,31,29,28,77,5,0.176,0.274,0.269,0.543,0.238,10.0%,27.4%,17.4%,2.74,1.05,3.91,3.96,4.55,3.16,63.4%,40.2%,15.9%,43.9%,9.1%,5.6%
2021,Austin Bogart,North Florida,GR,4,2,3.58,13,11,0,0,0,70.1,79,33,28,16,39,1,0.283,0.321,0.437,0.758,0.299,5.2%,12.7%,7.5%,2.44,1.35,3.58,5.3,5.48,4.8,75.5%,40.6%,15.1%,44.4%,6.7%,8.5%
2021,Austin Bohannon,UAB,SR,0,6,5.19,13,11,0,0,0,59.0,61,33,34,29,28,9,0.269,0.367,0.463,0.829,0.27,10.7%,10.3%,-0.4%,0.96,1.53,5.19,6.76,7.16,6.4,75.2%,31.0%,16.5%,52.5%,11.0%,7.6%
2021,Austin Cline,Wright State,SR,8,2,3.24,15,10,0,0,0,72.1,62,30,26,18,91,8,0.223,0.288,0.32,0.608,0.306,5.8%,29.2%,23.4%,5.03,1.11,3.24,3.64,3.63,2.53,72.9%,52.5%,13.1%,34.4%,8.2%,9.5%
2021,Austin Koehn,UNC Greensboro,SO,4,3,5.24,15,15,0,0,0,68.2,82,46,40,20,52,4,0.289,0.343,0.401,0.744,0.338,6.3%,16.4%,10.1%,2.6,1.49,5.24,4.49,5.11,4.25,60.6%,46.3%,16.0%,37.7%,7.8%,5.7%
2021,Austin Krob,TCU,SO,8,1,3.81,16,16,0,0,0,85.0,80,38,36,37,96,9,0.252,0.345,0.321,0.666,0.356,9.8%,25.4%,15.6%,2.59,1.38,3.81,3.51,4.2,3.28,70.6%,55.0%,18.8%,26.1%,4.1%,1.8%
2021,Austin Love,North Carolina,SO,10,4,3.71,17,16,2,0,0,102.0,85,44,42,32,129,2,0.224,0.285,0.329,0.614,0.31,7.6%,30.6%,23.0%,4.03,1.15,3.71,3.61,3.53,2.52,70.5%,44.4%,20.2%,35.5%,6.0%,10.2%
2021,Austin Parsley,UNC Greensboro,JR,8,2,3.3,20,2,0,0,1,60.0,60,33,22,8,62,3,0.261,0.29,0.378,0.668,0.329,3.1%,24.1%,21.0%,7.77,1.13,3.3,3.56,4.28,3.0,59.4%,32.5%,16.0%,51.5%,12.4%,5.7%
2021,Austin Peterson,Connecticut,JR,7,1,2.58,15,14,1,1,0,80.1,58,24,23,21,82,12,0.198,0.277,0.307,0.585,0.255,6.4%,24.8%,18.5%,3.88,0.98,2.58,4.0,4.65,3.13,79.8%,40.4%,13.9%,45.7%,8.7%,5.3%
2021,Austin Vernon,,JR,5,4,2.55,12,12,2,2,0,70.2,41,25,20,31,109,3,0.163,0.262,0.283,0.545,0.25,10.7%,37.5%,26.8%,3.5,1.02,2.55,3.64,3.21,2.1,76.7%,49.0%,16.1%,35.0%,9.8%,14.0%
2021,Bailey Dees,Penn State,JR,4,4,5.59,13,13,0,0,0,66.0,81,42,41,20,53,12,0.305,0.378,0.485,0.863,0.351,6.5%,17.2%,10.7%,2.65,1.53,5.59,5.67,5.15,4.11,70.7%,48.6%,18.6%,32.9%,5.2%,13.0%
2021,Bay Witcher,Troy,SO,5,4,4.17,15,14,0,0,0,69.0,70,39,32,27,42,10,0.262,0.349,0.371,0.719,0.295,8.3%,12.9%,4.6%,1.55,1.41,4.17,5.15,5.58,4.7,67.1%,54.7%,17.5%,27.8%,5.8%,6.5%
2021,Ben Casparius,Connecticut,JR,8,4,3.84,15,15,1,1,0,86.2,68,41,37,36,127,10,0.202,0.298,0.297,0.594,0.3,9.3%,32.6%,23.4%,3.51,1.2,3.84,3.73,3.82,2.42,70.1%,44.3%,15.9%,39.8%,10.0%,8.8%
2021,Ben Chapman,Southern Illinois,SO,7,4,3.97,15,15,1,0,0,81.2,87,39,36,18,78,5,0.272,0.315,0.391,0.706,0.332,5.0%,21.8%,16.8%,4.36,1.29,3.97,4.05,4.42,3.35,70.9%,41.8%,18.4%,39.8%,8.6%,7.2%
2021,Ben Ethridge,Southern Miss,FR,6,2,3.25,16,14,2,2,0,74.2,65,26,27,13,82,6,0.23,0.278,0.396,0.674,0.288,4.3%,27.0%,22.7%,6.28,1.04,3.25,4.32,4.08,2.71,82.9%,30.3%,23.4%,46.3%,13.4%,10.8%
2021,Ben Gerl,Northern Kentucky,FR,4,6,6.41,13,13,0,0,0,78.2,95,59,56,32,63,11,0.301,0.381,0.509,0.891,0.329,8.7%,17.1%,8.4%,1.97,1.61,6.41,6.78,5.87,4.56,68.3%,38.4%,16.4%,45.2%,6.8%,14.2%
2021,Ben Hampton,West Virginia,FR,4,3,4.83,14,10,0,0,0,54.0,61,33,29,15,47,1,0.288,0.33,0.472,0.802,0.331,6.1%,19.3%,13.1%,3.16,1.41,4.83,4.85,4.92,3.91,65.5%,35.6%,17.2%,47.2%,6.7%,9.1%
2021,Ben Olson,Dayton,GR,3,7,5.2,15,12,1,0,0,55.1,62,34,32,28,55,7,0.277,0.373,0.438,0.811,0.337,10.2%,20.0%,9.8%,1.96,1.63,5.2,5.59,5.14,4.07,72.2%,49.7%,18.2%,32.1%,3.0%,13.2%
2021,Ben Sears,Houston,SO,2,4,5.35,15,13,0,0,0,67.1,79,45,40,24,37,5,0.292,0.359,0.461,0.82,0.307,7.6%,11.7%,4.1%,1.54,1.53,5.35,6.16,5.8,5.1,67.0%,43.7%,19.5%,36.8%,6.1%,11.8%
2021,Ben Smith,North Dakota State,SO,6,4,6.93,12,12,0,0,0,62.1,99,57,48,22,37,6,0.365,0.418,0.487,0.905,0.397,7.0%,11.8%,4.8%,1.69,1.94,6.93,5.64,5.4,4.7,59.7%,52.5%,20.8%,26.7%,4.7%,11.1%
2021,Ben Wereski,Rutgers,GR,6,2,3.67,13,13,1,0,0,76.0,64,32,31,11,56,11,0.226,0.277,0.428,0.705,0.233,3.5%,17.9%,14.4%,5.11,0.99,3.67,5.64,5.28,4.21,79.6%,30.0%,18.5%,51.5%,12.3%,11.1%
2021,Blade Tidwell,Tennessee,FR,10,3,3.74,18,18,0,0,0,98.2,84,47,41,34,90,4,0.234,0.304,0.387,0.691,0.276,8.2%,21.6%,13.4%,2.63,1.2,3.74,4.93,4.93,3.82,71.3%,39.6%,13.4%,47.0%,11.2%,9.5%
2021,Blaine Traxel,Cal State Northridge,JR,5,1,3.78,19,10,4,0,3,83.1,86,42,35,15,68,7,0.256,0.298,0.384,0.682,0.293,4.1%,18.6%,14.5%,4.54,1.21,3.78,4.57,4.57,3.69,69.2%,46.8%,17.4%,35.8%,5.7%,9.5%
2021,Blake Brogdon,Rice,SO,3,5,5.07,13,10,1,1,0,71.0,89,39,40,21,59,6,0.317,0.374,0.441,0.815,0.386,6.5%,18.4%,11.8%,2.83,1.55,5.07,4.23,4.77,3.92,69.7%,47.7%,20.9%,31.4%,5.0%,5.8%
2021,Blake Helmstetter,Iona,FR,1,2,5.06,3,3,0,0,0,16.0,23,13,9,6,22,1,0.299,0.345,0.494,0.838,0.375,6.9%,25.3%,18.4%,3.67,1.81,5.06,4.17,3.94,3.12,62.5%,45.6%,22.8%,31.6%,3.5%,11.1%
2021,Blake Helton,Baylor,SO,4,3,3.44,13,13,1,1,0,52.1,62,30,20,21,40,6,0.295,0.372,0.443,0.815,0.333,8.6%,16.4%,7.8%,1.91,1.59,3.44,5.8,5.3,4.4,74.5%,50.3%,17.8%,32.0%,4.7%,13.0%
2021,Blake Hely,Davidson,JR,4,2,3.78,11,11,0,0,0,64.1,52,33,27,27,61,12,0.22,0.329,0.343,0.672,0.269,9.6%,21.6%,12.1%,2.25,1.23,3.78,5.15,5.07,3.91,70.2%,42.2%,24.3%,33.5%,4.0%,10.3%
2021,Blake Sodersten,Cal State Northridge,JR,3,2,4.02,11,10,2,0,0,62.2,52,26,28,31,52,12,0.225,0.345,0.333,0.679,0.264,11.0%,18.4%,7.4%,1.67,1.32,4.02,5.64,5.74,4.53,79.7%,41.1%,20.6%,38.3%,8.6%,9.0%
2021,Blake Wimberley,Memphis,FR,2,9,6.52,14,14,1,1,0,69.0,82,57,50,38,68,10,0.306,0.405,0.422,0.827,0.382,11.3%,20.2%,8.9%,1.79,1.74,6.52,5.31,5.33,4.16,60.0%,50.5%,19.5%,30.0%,4.0%,10.0%
2021,Bobby Alcock,Gardner-Webb,FR,2,1,4.83,15,11,0,0,0,54.0,48,32,29,29,57,8,0.239,0.354,0.348,0.702,0.305,11.5%,22.5%,11.1%,1.96,1.43,4.83,5.18,5.42,3.99,67.9%,37.9%,17.9%,44.1%,5.5%,7.8%
2021,Brad Harrison,Southern Illinois,SR,9,0,3.54,15,15,2,1,0,81.1,77,33,32,27,98,4,0.246,0.314,0.383,0.697,0.327,7.7%,28.1%,20.3%,3.65,1.28,3.54,4.34,3.83,2.85,79.8%,45.5%,19.1%,35.4%,8.1%,13.5%
2021,Brad Lord,South Florida,SO,3,6,4.95,18,12,0,0,1,67.1,75,41,37,18,66,7,0.275,0.334,0.407,0.741,0.342,5.9%,21.6%,15.7%,3.66,1.38,4.95,4.32,4.46,3.49,64.4%,39.5%,25.4%,35.1%,6.8%,8.3%
2021,Brad McVay,Portland,SO,6,3,3.41,13,10,0,0,0,63.1,51,25,24,25,67,11,0.222,0.323,0.296,0.619,0.299,9.2%,24.5%,15.4%,2.66,1.2,3.41,4.0,4.82,3.46,73.6%,46.3%,15.4%,38.3%,11.1%,3.2%
2021,Braden Carmichael,Oklahoma,SO,6,3,5.03,15,14,0,0,0,68.0,74,44,38,31,68,3,0.274,0.352,0.419,0.77,0.335,9.7%,21.3%,11.6%,2.2,1.54,5.03,5.05,4.85,3.93,66.1%,45.5%,17.5%,37.0%,8.5%,10.8%
2021,Braden Olthoff,Tulane,JR,6,3,3.78,13,13,1,0,0,78.2,81,35,33,11,91,3,0.263,0.292,0.38,0.672,0.35,3.3%,27.2%,24.0%,8.24,1.17,3.78,3.21,3.17,2.38,69.3%,56.5%,14.8%,28.7%,2.8%,9.7%
2021,Bradford Webb,VCU,GR,4,1,3.16,17,14,0,0,0,57.0,56,23,20,13,57,8,0.251,0.316,0.345,0.661,0.329,5.1%,22.2%,17.1%,4.35,1.21,3.16,3.56,4.64,3.32,72.8%,36.1%,20.5%,43.4%,9.6%,2.8%
2021,Bradley Brehmer,Wright State,SO,8,4,4.11,14,14,2,0,0,76.2,65,40,35,25,85,2,0.226,0.291,0.378,0.67,0.287,7.8%,26.4%,18.6%,3.38,1.17,4.11,4.38,3.93,3.07,65.5%,48.3%,17.4%,34.3%,8.0%,13.0%
2021,Bradley Spooner,UNLV,SR,6,3,4.24,11,10,1,0,0,57.1,67,30,27,17,57,3,0.288,0.343,0.429,0.772,0.353,6.6%,22.0%,15.4%,3.33,1.47,4.24,4.66,4.29,3.46,73.8%,49.7%,18.3%,32.0%,6.9%,12.5%
2021,Brandon Deskins,Rice,SO,3,4,3.88,17,7,0,0,1,53.1,42,28,23,29,73,6,0.212,0.33,0.359,0.689,0.303,12.2%,30.8%,18.6%,2.52,1.33,3.88,4.7,4.51,3.0,71.4%,37.4%,19.5%,43.1%,12.2%,11.3%
2021,Brandon Fox,Central Connecticut,SR,5,4,4.75,14,14,0,0,0,72.0,94,41,38,19,58,3,0.289,0.331,0.412,0.744,0.326,5.3%,16.3%,11.0%,3.08,1.57,4.75,4.83,4.7,4.14,72.5%,47.9%,18.8%,33.3%,7.7%,10.3%
2021,Brandon Hudson,Arkansas State,SO,5,3,5.1,15,10,0,0,0,54.2,58,37,31,32,36,7,0.266,0.376,0.436,0.812,0.286,12.0%,13.5%,1.5%,1.13,1.65,5.1,6.75,6.75,5.83,69.9%,33.1%,19.7%,47.2%,15.2%,9.5%
2021,Brandon Llewellyn,Pepperdine,FR,5,1,3.38,14,4,0,0,0,50.2,44,22,19,23,43,5,0.239,0.336,0.337,0.673,0.293,10.5%,19.5%,9.1%,1.86,1.32,3.38,4.75,5.19,4.26,73.7%,50.0%,13.8%,36.2%,8.7%,6.0%
2021,Brandon Mitchell,New Orleans,SO,5,2,4.67,15,13,0,0,0,71.1,79,43,37,31,58,11,0.279,0.372,0.392,0.765,0.33,9.1%,17.1%,8.0%,1.88,1.54,4.67,5.45,5.25,4.17,70.1%,57.7%,14.0%,28.4%,4.1%,11.1%
2021,Brandon Weed,UC San Diego,SR,4,2,5.16,13,13,0,0,0,66.1,76,38,38,23,53,7,0.29,0.362,0.473,0.835,0.33,7.7%,17.8%,10.1%,2.31,1.49,5.16,5.8,5.51,4.47,73.9%,30.9%,25.1%,44.0%,9.7%,11.0%
2021,Brandon White,Washington State,JR,6,4,4.98,13,13,0,0,0,68.2,71,42,38,39,61,5,0.267,0.367,0.383,0.751,0.332,12.3%,19.2%,6.9%,1.56,1.6,4.98,4.73,5.43,4.51,65.9%,49.5%,15.3%,35.1%,6.4%,4.2%
2021,Brandyn Garcia,Quinnipiac,SO,1,5,4.32,7,6,2,0,0,33.1,32,19,16,16,42,8,0.254,0.371,0.365,0.736,0.354,10.5%,27.6%,17.1%,2.63,1.44,4.32,4.83,4.34,3.1,71.4%,62.2%,14.6%,23.2%,6.1%,15.8%
2021,Brannon Jordan,South Carolina,SR,5,6,4.59,15,15,0,0,0,68.2,54,41,35,48,98,5,0.203,0.332,0.391,0.723,0.269,14.5%,29.6%,15.1%,2.04,1.49,4.59,5.48,5.12,3.58,72.1%,27.7%,15.7%,56.6%,10.8%,11.7%
2021,Brant Glidewell,SIU Edwardsville,JR,6,1,4.45,14,9,0,0,0,56.2,55,28,28,12,44,7,0.256,0.314,0.395,0.709,0.293,5.1%,18.6%,13.5%,3.65,1.18,4.45,4.86,5.29,4.03,70.1%,34.7%,15.9%,49.4%,7.1%,7.1%
2021,Brant Hurter,Georgia Tech,JR,6,4,3.7,15,15,0,0,0,92.1,85,44,38,19,83,17,0.253,0.323,0.393,0.716,0.305,5.0%,21.8%,16.8%,4.36,1.13,3.7,4.86,4.52,3.33,72.0%,49.2%,18.4%,32.4%,6.3%,12.0%
2021,Brendan Beck,Stanford,JR,9,3,3.15,17,15,2,1,0,108.2,81,39,38,26,143,2,0.2,0.251,0.318,0.569,0.278,5.8%,32.1%,26.2%,5.53,0.98,3.15,3.45,3.24,2.13,74.8%,49.3%,14.4%,36.3%,5.6%,11.2%
2021,Brendan Medoro,Fairleigh Dickinson,JR,1,3,5.29,17,3,0,0,4,49.1,72,35,29,13,38,4,0.316,0.359,0.399,0.758,0.366,5.1%,14.9%,9.8%,2.92,1.72,5.29,4.02,4.91,4.26,62.6%,48.9%,19.4%,31.7%,7.5%,3.4%
