Season,Player,Team,Class,W,L,ERA_x,APP,GS,CG,SHO,SV,IP,H,R,ER,BB,K,HBP,BA,OBP,SLG,OPS,BABIP,BB%,K%,K-BB%,K:BB,WHIP,ERA_y,FIP,xFIP,SIERA,LOB%,GB%,LD%,FB%,PU%,HR/FB%
2019,Adam Lukas,Evansville,JR,5,6,5.82,14,14,0,0,0,68.0,59,47,44,40,75,6,0.239,0.357,0.433,0.79,0.296,13.2%,24.8%,11.6%,1.88,1.46,5.82,5.94,4.9,3.94,64.7%,42.0%,13.0%,45.0%,8.9%,14.5%
2019,Adam Seminaris,Long Beach State,SO,4,9,3.35,15,14,1,1,0,94.0,98,39,35,24,74,12,0.269,0.333,0.371,0.703,0.321,5.8%,17.9%,12.1%,3.09,1.3,3.35,4.35,4.48,3.88,75.6%,51.9%,17.1%,31.0%,5.2%,6.7%
2019,Adrian Mardueno,San Diego State,JR,5,2,1.93,26,3,0,0,2,65.1,44,17,14,28,75,4,0.196,0.296,0.286,0.581,0.279,10.4%,27.9%,17.5%,2.68,1.1,1.93,3.7,3.97,3.14,82.2%,49.3%,13.0%,37.7%,8.2%,5.5%
2019,Aidan Anderson,McNeese,SR,7,6,3.29,27,6,1,0,7,79.1,70,32,29,30,66,5,0.241,0.32,0.321,0.641,0.296,8.8%,19.4%,10.6%,2.2,1.26,3.29,4.26,4.54,4.06,73.4%,49.3%,17.6%,33.0%,6.8%,5.5%
2019,Alec Huertas,Long Island,FR,4,4,4.58,14,9,0,0,0,57.0,72,42,29,25,51,4,0.308,0.381,0.483,0.864,0.369,9.2%,18.8%,9.6%,2.04,1.7,4.58,5.06,4.86,4.24,63.7%,45.4%,17.8%,36.8%,5.9%,8.8%
2019,Alec Marsh,Arizona State,JR,9,4,3.46,17,16,1,0,0,101.1,91,43,39,36,99,8,0.244,0.323,0.394,0.717,0.303,8.4%,23.1%,14.7%,2.75,1.25,3.46,4.71,4.18,3.51,76.9%,50.9%,16.6%,32.5%,5.2%,12.5%
2019,Alec Mendez,Bethune-Cookman,FR,0,4,4.98,23,6,0,0,0,59.2,64,37,33,30,46,10,0.252,0.35,0.339,0.689,0.286,9.9%,15.1%,5.3%,1.53,1.58,4.98,5.37,5.85,5.14,69.1%,36.4%,16.0%,47.6%,11.2%,5.1%
2019,Alec Wisely,South Florida,SR,4,4,4.57,15,15,0,0,0,82.2,71,42,42,25,54,13,0.251,0.333,0.385,0.718,0.278,7.4%,16.1%,8.6%,2.18,1.16,4.57,5.4,5.52,4.69,68.5%,36.5%,14.6%,48.9%,9.4%,7.0%
2019,Alek Jacob,Gonzaga,SO,7,3,2.17,25,4,0,0,12,78.2,56,23,19,31,87,9,0.2,0.296,0.268,0.564,0.269,9.4%,26.3%,16.9%,2.8,1.11,2.17,3.91,4.19,3.28,80.8%,40.7%,20.6%,38.7%,11.3%,5.3%
2019,Alek Manoah,West Virginia,JR,9,4,2.08,16,16,2,2,0,108.1,71,29,25,27,144,14,0.185,0.262,0.261,0.523,0.283,6.2%,33.2%,27.0%,5.35,0.9,2.08,2.74,3.19,2.02,77.0%,41.9%,21.6%,36.4%,9.3%,3.5%
2019,Alex Hicks,Memphis,SR,4,3,4.07,16,15,0,0,0,84.0,96,42,38,19,88,9,0.285,0.335,0.383,0.718,0.36,5.1%,23.4%,18.4%,4.59,1.37,4.07,3.92,3.78,3.12,71.8%,50.8%,18.0%,31.2%,7.2%,9.0%
2019,Alex Olguin,Texas Southern,FR,5,3,3.62,16,8,3,0,1,72.0,92,43,29,21,42,10,0.321,0.384,0.401,0.785,0.367,6.3%,12.6%,6.3%,2.0,1.57,3.62,4.43,4.98,4.27,66.6%,62.0%,11.6%,26.4%,4.1%,3.1%
2019,Alex Palmer,Stephen F. Austin,FR,7,6,2.27,15,15,4,1,0,107.0,70,29,27,31,111,6,0.186,0.257,0.286,0.543,0.238,7.3%,26.2%,18.9%,3.59,0.94,2.27,3.87,3.96,3.04,81.4%,39.3%,17.2%,43.5%,7.6%,7.0%
2019,Alex Pansini,Marist,SO,5,4,4.1,16,13,1,0,1,83.1,86,41,38,18,70,8,0.259,0.312,0.392,0.704,0.309,4.9%,19.2%,14.3%,3.92,1.25,4.1,4.29,4.41,3.72,69.5%,43.8%,17.1%,39.1%,8.5%,6.9%
2019,Alex Pham,San Francisco,SO,3,4,3.3,21,3,0,0,6,71.0,60,30,26,28,90,2,0.226,0.304,0.301,0.605,0.333,9.2%,29.7%,20.5%,3.23,1.24,3.3,3.03,3.54,2.8,68.8%,47.7%,17.6%,34.7%,5.1%,3.3%
2019,Alex Stiegler,Yale,JR,6,4,3.64,11,11,2,1,0,76.2,75,35,31,22,79,3,0.258,0.314,0.433,0.747,0.312,6.8%,24.5%,17.7%,3.6,1.27,3.64,4.88,3.72,3.19,78.1%,45.5%,23.0%,31.5%,4.2%,17.9%
2019,Alex Weigand,Evansville,SR,2,6,5.21,16,11,0,0,0,57.0,78,37,33,19,57,5,0.324,0.382,0.456,0.838,0.41,6.9%,20.7%,13.8%,3.0,1.7,5.21,3.88,4.5,3.75,66.5%,36.6%,24.0%,39.3%,7.1%,4.2%
2019,Alex Williams,Stanford,FR,8,1,2.56,14,10,1,0,0,63.1,53,23,18,8,43,6,0.226,0.268,0.291,0.559,0.263,3.1%,16.7%,13.6%,5.39,0.96,2.56,3.86,4.44,3.85,70.1%,45.8%,14.7%,39.5%,7.9%,4.0%
2019,Allen Barry,Davidson,SR,7,3,3.63,12,11,0,0,0,57.0,53,26,23,19,64,3,0.24,0.306,0.348,0.655,0.307,7.7%,25.8%,18.1%,3.35,1.26,3.63,4.22,3.85,3.12,73.6%,37.0%,25.3%,37.7%,10.4%,10.3%
2019,Amos Willingham,Georgia Tech,JR,8,2,5.19,17,13,0,0,0,69.1,76,43,40,19,42,7,0.279,0.339,0.449,0.787,0.293,6.2%,13.7%,7.5%,2.21,1.37,5.19,5.93,5.03,4.6,68.1%,46.3%,18.2%,35.5%,4.3%,13.4%
2019,Andre Pallante,UC Irvine,JR,10,4,2.68,15,15,0,0,0,94.0,73,35,28,29,89,6,0.212,0.283,0.326,0.609,0.264,7.4%,22.8%,15.4%,3.08,1.09,2.68,4.13,4.06,3.46,74.3%,49.4%,16.7%,33.9%,6.8%,8.2%
2019,Andrew Abrahamowicz,Bowling Green,SO,2,5,3.11,14,12,0,0,0,75.1,82,37,26,26,61,11,0.286,0.364,0.362,0.726,0.347,7.7%,18.2%,10.4%,2.36,1.43,3.11,4.5,4.83,4.19,72.3%,41.7%,24.2%,34.1%,8.5%,5.3%
2019,Andrew Bash,California Baptist,JR,6,4,1.98,15,13,0,0,1,77.1,58,22,17,24,77,4,0.206,0.276,0.298,0.574,0.266,7.6%,24.5%,16.9%,3.22,1.06,1.98,3.7,4.04,3.3,79.6%,43.9%,17.6%,38.5%,8.3%,5.1%
2019,Andrew Bohm,Purdue,SO,0,9,5.54,15,12,0,0,0,65.0,67,44,40,37,73,7,0.265,0.372,0.395,0.768,0.341,11.9%,23.5%,11.6%,1.97,1.6,5.54,5.36,4.67,3.87,67.1%,47.7%,18.8%,33.5%,7.4%,13.6%
2019,Andrew Gnazzo,Princeton,JR,4,4,4.33,12,9,1,0,0,62.1,71,32,30,29,59,10,0.29,0.385,0.339,0.723,0.374,9.9%,20.1%,10.2%,2.03,1.6,4.33,4.13,4.64,3.83,71.8%,59.6%,16.4%,24.0%,3.8%,2.3%
2019,Andrew Gottfried,High Point,SR,2,5,4.24,14,12,1,0,0,57.1,64,31,27,16,47,3,0.277,0.331,0.429,0.759,0.328,6.2%,18.2%,12.0%,2.94,1.4,4.24,4.44,4.9,4.19,68.4%,36.6%,13.7%,49.7%,9.3%,5.5%
2019,Andrew Hoffmann,Oakland,FR,2,6,6.75,13,12,0,0,0,56.0,67,43,42,33,46,2,0.306,0.392,0.498,0.89,0.36,12.3%,17.2%,4.9%,1.4,1.79,6.75,5.13,5.56,4.91,61.2%,39.8%,16.5%,43.8%,5.1%,5.2%
2019,Andrew Magno,Ohio State,JR,5,3,2.09,31,0,0,0,14,64.2,45,17,15,36,75,2,0.205,0.32,0.25,0.57,0.303,13.4%,27.9%,14.5%,2.08,1.25,2.09,3.57,4.09,3.53,80.9%,50.0%,18.1%,31.9%,8.3%,2.2%
2019,Andrew McInvale,Liberty,JR,10,3,3.41,17,17,0,0,0,103.0,88,42,39,40,101,8,0.233,0.319,0.399,0.718,0.288,9.2%,23.3%,14.1%,2.53,1.24,3.41,4.79,4.37,3.65,77.9%,45.7%,15.5%,38.9%,6.4%,10.7%
2019,Andrew Melnyk,Longwood,FR,0,5,6.22,16,13,0,0,0,59.1,73,51,41,40,48,4,0.304,0.403,0.488,0.891,0.342,13.3%,15.9%,2.7%,1.2,1.9,6.22,6.42,6.24,5.4,62.4%,35.8%,15.5%,48.7%,8.8%,8.5%
2019,Andrew Mitchel,San Jose State,SR,4,5,4.57,15,14,1,0,0,84.2,63,46,43,58,115,21,0.201,0.359,0.281,0.641,0.307,14.4%,28.5%,14.1%,1.98,1.43,4.57,4.32,5.13,3.63,69.0%,35.6%,16.0%,48.5%,14.4%,2.1%
2019,Andrew Nardi,Arizona,JR,4,5,6.75,17,14,0,0,0,66.2,73,51,50,40,66,12,0.284,0.399,0.409,0.808,0.354,12.2%,20.2%,8.0%,1.66,1.69,6.75,5.53,5.45,4.38,63.5%,43.1%,18.6%,38.3%,8.0%,8.3%
2019,Andrew Nardi,Radford,SR,5,4,3.6,16,7,1,0,0,65.0,68,30,26,11,37,2,0.267,0.301,0.396,0.697,0.288,4.0%,13.5%,9.5%,3.38,1.22,3.6,4.82,4.56,4.44,71.6%,42.6%,22.2%,35.2%,6.9%,9.2%
2019,Andrew Saalfrank,Indiana,SO,8,1,2.84,15,12,0,0,0,73.0,68,23,23,26,98,4,0.246,0.32,0.362,0.683,0.364,8.3%,31.3%,23.0%,3.77,1.29,2.84,3.36,3.09,2.46,82.4%,58.3%,14.9%,26.9%,2.9%,10.6%
2019,Andrew Sipowicz,Canisius,SR,6,2,4.11,15,13,0,0,0,87.2,89,41,40,15,71,11,0.26,0.311,0.389,0.7,0.308,4.0%,18.7%,14.8%,4.68,1.19,4.11,4.25,4.6,3.75,70.3%,38.7%,15.9%,45.4%,9.6%,5.7%
2019,Andy Fisher,Illinois,SR,7,1,2.75,16,16,0,0,0,101.1,76,32,31,35,95,12,0.208,0.298,0.326,0.624,0.264,8.2%,22.1%,14.0%,2.7,1.1,2.75,4.23,4.33,3.64,79.4%,47.7%,19.5%,32.7%,7.5%,6.9%
2019,Anthony Becerra,Jackson State,,3,6,5.16,17,12,2,0,0,75.0,75,52,43,43,73,17,0.256,0.379,0.338,0.717,0.324,11.6%,19.7%,8.1%,1.7,1.57,5.16,5.12,5.35,4.32,64.1%,49.0%,18.6%,32.4%,3.8%,5.9%
2019,Anthony DiMeglio,Fordham,SR,6,4,3.37,16,13,0,0,0,66.2,59,33,25,25,62,6,0.244,0.324,0.355,0.679,0.304,8.9%,22.1%,13.2%,2.48,1.26,3.37,4.26,4.27,3.67,67.5%,52.7%,18.5%,28.8%,4.9%,7.5%
2019,Anthony Maldonado,Bethune-Cookman,JR,4,5,3.76,14,13,2,1,0,81.1,62,34,34,30,97,7,0.207,0.294,0.321,0.615,0.288,8.7%,28.2%,19.5%,3.24,1.13,3.76,3.71,4.02,2.99,70.7%,33.7%,20.4%,45.9%,13.3%,5.6%
2019,Anthony Veneziano,Coastal Carolina,JR,5,3,4.73,21,14,0,0,0,78.0,79,45,41,30,85,7,0.259,0.336,0.374,0.71,0.324,8.4%,23.9%,15.4%,2.85,1.4,4.73,4.87,4.18,3.45,69.6%,45.1%,18.8%,36.2%,5.6%,13.0%
2019,Arman Sabouri,California,JR,2,2,2.81,26,16,0,0,4,57.2,44,20,18,17,71,9,0.211,0.295,0.311,0.606,0.294,7.0%,29.1%,22.1%,4.16,1.06,2.81,3.72,3.55,2.61,77.6%,52.9%,15.9%,31.2%,3.6%,9.3%
2019,Aron Solis,Texas Southern,SR,5,3,5.03,15,11,4,2,2,91.1,102,52,51,28,89,16,0.289,0.367,0.419,0.786,0.363,6.8%,21.7%,14.8%,3.19,1.42,5.03,4.74,4.41,3.58,70.5%,46.8%,17.7%,35.5%,5.6%,10.2%
2019,Arthur Correira,Quinnipiac,SO,3,4,5.31,13,13,0,0,0,62.2,68,43,37,23,45,5,0.273,0.347,0.43,0.776,0.299,8.0%,15.6%,7.6%,1.95,1.45,5.31,5.94,4.91,4.5,64.6%,48.5%,19.0%,32.5%,7.0%,15.4%
2019,Asa Lacy,Texas A&M,SO,8,4,2.13,15,15,1,1,0,88.2,47,21,21,42,124,13,0.164,0.298,0.247,0.546,0.261,12.0%,35.5%,23.5%,2.96,1.0,2.13,3.88,3.66,2.4,86.5%,47.2%,15.5%,37.3%,12.4%,10.0%
2019,Austen Bullington,Tennessee-Martin,SR,4,8,4.15,16,15,2,0,0,84.2,91,47,39,26,49,9,0.274,0.341,0.422,0.763,0.292,6.8%,12.9%,6.0%,1.9,1.38,4.15,5.74,5.33,4.89,71.4%,46.9%,12.8%,40.3%,10.6%,10.0%
2019,Austin Bergner,North Carolina,JR,6,1,4.94,16,16,0,0,0,82.0,91,46,45,31,77,3,0.277,0.342,0.401,0.743,0.339,8.2%,20.3%,12.1%,2.48,1.49,4.94,4.42,4.35,3.84,68.6%,48.0%,17.6%,34.4%,3.3%,8.3%
2019,Austin Higginbotham,Wofford,SR,9,4,4.52,19,14,1,0,0,95.2,97,56,48,23,90,12,0.256,0.319,0.404,0.723,0.317,5.4%,21.2%,15.8%,3.93,1.25,4.52,4.24,4.37,3.5,62.9%,42.0%,16.3%,41.7%,9.2%,6.8%
2019,Austin Kitchen,Coastal Carolina,JR,6,4,6.5,17,13,0,0,1,70.2,102,59,51,23,61,5,0.334,0.386,0.446,0.832,0.394,6.7%,17.7%,11.0%,2.64,1.77,6.5,4.7,4.7,4.12,59.1%,43.3%,20.2%,36.4%,8.9%,7.8%
2019,Austin Koehn,UNC Greensboro,FR,4,3,3.49,15,14,0,0,0,77.1,67,33,30,22,67,6,0.235,0.301,0.316,0.616,0.29,6.6%,20.2%,13.6%,3.06,1.15,3.49,3.96,4.31,3.7,69.4%,48.9%,16.4%,34.7%,8.7%,5.3%
2019,Austin Love,North Carolina,FR,8,4,3.09,36,0,0,0,5,67.0,53,26,23,25,67,6,0.216,0.302,0.302,0.604,0.278,8.7%,23.3%,14.6%,2.68,1.16,3.09,4.1,4.15,3.48,74.0%,54.1%,13.4%,32.6%,5.2%,7.1%
2019,Austin Perrin,Louisiana,SO,4,5,4.52,15,10,0,0,2,67.2,71,34,34,21,58,4,0.272,0.334,0.375,0.71,0.338,6.9%,19.1%,12.2%,2.77,1.36,4.52,3.91,4.5,3.92,67.5%,44.9%,16.2%,38.9%,9.1%,3.9%
2019,Austin Pope,Fairfield,JR,4,3,3.16,14,14,2,1,0,77.0,56,34,27,35,79,3,0.201,0.294,0.309,0.603,0.25,10.7%,24.1%,13.4%,2.25,1.18,3.16,4.56,4.51,3.77,71.3%,39.5%,16.0%,44.5%,11.0%,7.9%
2019,Austin Roberts,Sacramento State,JR,6,4,3.18,22,9,0,0,5,73.2,64,30,26,30,84,5,0.23,0.315,0.356,0.671,0.307,9.5%,26.7%,17.1%,2.81,1.28,3.18,4.14,4.03,3.25,76.2%,45.6%,18.1%,36.3%,4.7%,8.6%
2019,Austin Temple,Jacksonville,SO,4,3,5.37,17,11,0,0,0,65.1,65,41,39,34,48,7,0.274,0.376,0.401,0.777,0.316,11.5%,16.3%,4.7%,1.42,1.52,5.37,5.59,5.65,4.98,66.6%,40.6%,15.5%,43.9%,9.1%,7.3%
2019,Avery Weems,Arizona,SR,4,5,7.15,27,8,1,0,2,61.2,85,63,49,19,47,7,0.316,0.372,0.487,0.859,0.358,5.9%,14.7%,8.8%,2.49,1.69,7.15,5.17,4.68,4.14,47.4%,53.8%,18.6%,27.6%,5.0%,11.5%
2019,Bailey Dees,Penn State,SO,2,1,4.27,13,11,0,0,0,52.2,54,26,25,17,60,6,0.262,0.335,0.408,0.743,0.345,7.1%,25.1%,18.0%,3.54,1.35,4.27,4.21,4.11,3.12,72.9%,42.6%,15.6%,41.8%,6.4%,8.5%
2019,Bear Bellomy,Wright State,SR,9,3,3.57,15,15,3,1,0,95.2,93,43,38,21,74,4,0.257,0.304,0.373,0.677,0.302,5.3%,18.7%,13.4%,3.53,1.19,3.57,4.27,4.28,3.83,70.2%,41.1%,21.4%,37.5%,7.7%,7.5%
2019,Beau Keathley,Oakland,SO,3,7,3.77,14,12,1,1,0,71.2,47,35,30,42,83,22,0.189,0.355,0.273,0.628,0.265,13.1%,25.9%,12.8%,1.98,1.24,3.77,5.06,4.97,3.65,72.1%,60.1%,11.7%,28.2%,6.1%,8.7%
2019,Ben Abram,Oklahoma,FR,6,4,4.24,15,13,0,0,0,63.2,66,31,30,16,52,3,0.262,0.311,0.377,0.688,0.31,5.8%,18.8%,13.0%,3.24,1.29,4.24,4.23,4.32,3.82,69.2%,48.0%,16.2%,35.9%,4.0%,7.0%
2019,Ben Anderson,Binghamton,JR,9,4,2.76,15,15,4,1,0,88.0,79,29,27,27,108,4,0.239,0.301,0.347,0.648,0.336,7.3%,29.3%,22.0%,4.01,1.2,2.76,3.11,3.51,2.64,77.6%,41.1%,20.1%,38.8%,8.5%,4.6%
2019,Ben Brecht,UC Santa Barbara,JR,11,2,4.1,16,16,0,0,0,90.0,90,48,41,18,101,5,0.257,0.301,0.371,0.673,0.335,4.6%,26.0%,21.3%,5.65,1.2,4.1,3.75,3.52,2.68,64.7%,39.1%,23.0%,37.9%,10.3%,9.8%
2019,Ben Contento,St. Bonaventure,SR,1,5,5.06,12,7,0,0,1,53.1,49,33,30,33,50,6,0.243,0.362,0.351,0.714,0.305,13.4%,20.3%,6.9%,1.51,1.54,5.06,5.01,5.49,4.6,65.6%,42.2%,14.3%,43.5%,9.5%,4.7%
2019,Ben Gross,Duke,SR,9,4,4.18,20,13,0,0,0,79.2,63,36,37,35,76,5,0.231,0.324,0.388,0.712,0.284,10.5%,22.9%,12.3%,2.18,1.23,4.18,4.9,4.65,3.91,73.0%,30.8%,26.2%,43.1%,7.2%,9.5%
2019,Ben Smith,North Dakota State,FR,4,3,3.26,12,11,0,0,0,60.2,60,30,22,21,38,8,0.265,0.348,0.323,0.671,0.314,7.9%,14.2%,6.4%,1.8,1.34,3.26,4.34,4.7,4.01,67.4%,65.6%,16.1%,18.3%,5.6%,3.0%
2019,Ben Wereski,Columbia,JR,4,3,4.18,10,10,0,0,0,51.2,48,24,24,33,53,2,0.244,0.355,0.355,0.71,0.319,13.6%,21.8%,8.2%,1.6,1.57,4.18,4.43,5.21,4.4,73.6%,38.5%,17.5%,44.1%,8.4%,3.2%
2019,Benjamin Dum,VCU,SR,4,7,2.09,22,0,0,0,4,73.1,49,23,17,15,65,13,0.186,0.263,0.228,0.491,0.241,5.0%,21.7%,16.7%,4.34,0.87,2.09,3.48,4.49,3.45,71.4%,42.9%,13.2%,43.9%,14.8%,1.2%
2019,Bernie Martinez,Incarnate Word,SR,9,2,2.11,22,3,0,0,7,81.0,66,26,19,34,74,6,0.228,0.319,0.314,0.633,0.293,10.0%,21.8%,11.8%,2.18,1.23,2.11,4.08,4.46,3.86,78.6%,53.0%,16.0%,31.1%,7.3%,4.4%
2019,Bill Chillari,Duke,JR,2,3,5.05,19,16,0,0,0,62.1,75,47,35,30,48,7,0.282,0.364,0.451,0.815,0.305,9.2%,14.7%,5.5%,1.6,1.68,5.05,6.13,5.7,4.99,66.3%,39.3%,14.0%,46.7%,9.3%,10.0%
2019,Billy Corcoran,Pittsburgh,FR,2,6,3.8,20,11,0,0,0,68.2,64,36,29,26,54,8,0.246,0.328,0.342,0.67,0.297,8.4%,17.4%,9.0%,2.07,1.31,3.8,4.24,5.05,4.36,65.1%,44.0%,16.4%,39.6%,6.8%,2.4%
2019,Billy DeVito,Hartford,SR,4,3,6.71,14,14,0,0,0,60.1,66,45,45,28,65,10,0.278,0.375,0.401,0.776,0.368,9.8%,22.7%,12.9%,2.32,1.56,6.71,4.33,4.59,3.71,59.1%,50.9%,17.9%,31.2%,6.9%,5.6%
2019,Blair Henley,Texas,JR,6,4,3.54,13,13,1,0,0,73.2,74,41,29,34,62,7,0.257,0.348,0.344,0.692,0.32,10.0%,18.2%,8.2%,1.82,1.47,3.54,4.28,4.77,4.14,66.0%,55.6%,17.5%,26.9%,3.6%,3.3%
2019,Blake Begner,Southern Illinois,SO,5,7,6.01,15,13,0,0,0,67.1,81,50,45,26,44,3,0.292,0.359,0.484,0.843,0.315,8.2%,13.8%,5.6%,1.68,1.59,6.01,6.09,5.7,5.57,63.4%,27.3%,19.1%,53.6%,11.8%,9.3%
2019,Blake Hannah,UC Davis,SR,4,5,5.6,17,11,0,0,0,54.2,71,35,34,10,38,2,0.318,0.353,0.475,0.829,0.374,4.1%,15.6%,11.5%,3.8,1.48,5.6,3.92,4.19,3.89,60.9%,52.5%,18.8%,28.7%,3.9%,5.8%
2019,Blake Sanderson,Florida Atlantic,SR,8,3,4.1,17,16,1,0,0,96.2,114,48,44,25,75,10,0.29,0.346,0.42,0.766,0.33,5.8%,17.4%,11.6%,3.0,1.44,4.1,5.09,4.56,4.05,76.4%,46.1%,20.5%,33.4%,5.4%,11.3%
2019,Blake Sodersten,Cal State Northridge,FR,2,3,4.72,16,14,0,0,0,61.0,84,36,32,13,50,6,0.323,0.365,0.477,0.842,0.374,4.4%,17.1%,12.6%,3.89,1.59,4.72,4.74,4.48,3.91,71.9%,44.3%,20.0%,35.7%,4.8%,9.3%
2019,Bobby Ay,Cal Poly,JR,9,1,3.27,14,14,0,0,0,85.1,80,33,31,33,73,5,0.252,0.33,0.324,0.654,0.318,8.9%,19.7%,10.8%,2.21,1.32,3.27,3.86,4.41,3.96,73.8%,49.2%,22.5%,28.3%,5.7%,2.9%
2019,Bobby Miller,Louisville,SO,7,1,3.82,20,12,0,0,2,80.0,59,35,34,38,86,8,0.204,0.311,0.308,0.619,0.261,11.0%,24.9%,13.9%,2.26,1.21,3.82,4.65,4.45,3.62,73.5%,46.3%,16.7%,36.9%,5.4%,9.3%
2019,Bodie Sheehan,William & Mary,SR,5,2,2.26,14,14,0,0,0,91.2,83,24,23,16,56,5,0.247,0.29,0.348,0.638,0.284,4.3%,15.2%,10.9%,3.53,1.08,2.26,3.97,4.8,4.41,81.3%,37.5%,16.0%,46.5%,8.7%,3.1%
2019,Boyd Vander Kooi,Arizona State,SO,4,4,5.59,16,16,1,0,0,95.0,111,62,59,39,85,9,0.301,0.378,0.436,0.814,0.363,8.9%,19.5%,10.6%,2.19,1.58,5.59,5.04,4.67,4.08,66.9%,46.5%,20.3%,33.2%,4.2%,10.5%
2019,Brad Deppermann,North Florida,SR,6,5,2.46,15,15,2,0,0,95.0,76,29,26,24,108,5,0.216,0.273,0.293,0.565,0.292,6.1%,27.5%,21.4%,4.51,1.05,2.46,3.26,3.29,2.73,77.6%,51.7%,19.9%,28.4%,4.2%,7.5%
2019,Bradley Brehmer,Wright State,FR,7,0,4.5,14,11,0,0,0,72.0,68,38,36,23,42,10,0.247,0.326,0.411,0.737,0.258,7.3%,13.2%,6.0%,1.81,1.26,4.5,5.98,5.49,4.97,72.4%,36.9%,21.5%,41.6%,7.3%,10.3%
2019,Brady Batten,Houston Christian,SR,3,5,4.2,14,14,1,0,0,85.2,94,46,40,40,54,8,0.287,0.374,0.421,0.794,0.324,10.2%,13.7%,3.6%,1.34,1.56,4.2,5.31,5.93,5.37,71.9%,35.8%,15.9%,48.3%,7.4%,4.6%
2019,Brady Miller,Western Michigan,FR,5,2,3.1,15,10,1,0,0,61.0,59,30,21,11,49,6,0.255,0.302,0.346,0.648,0.306,4.3%,19.0%,14.7%,4.42,1.15,3.1,3.8,4.27,3.65,64.1%,41.0%,21.3%,37.6%,7.3%,4.5%
2019,Brandon Boone,Appalachian State,SR,5,3,4.53,13,12,0,0,0,57.2,56,32,29,33,67,9,0.258,0.374,0.429,0.803,0.336,12.3%,24.9%,12.6%,2.02,1.54,4.53,5.42,4.92,3.79,74.8%,39.6%,17.4%,43.0%,6.7%,10.9%
2019,Brandon Eisert,Oregon State,JR,8,2,2.03,14,7,0,0,0,62.0,59,15,14,13,74,0,0.255,0.29,0.342,0.632,0.358,5.1%,28.9%,23.8%,5.67,1.16,2.03,2.59,3.19,2.41,82.4%,40.0%,21.3%,38.8%,6.3%,3.2%
