W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,AVG,WHIP,BABIP,LOB%,FIP,E-F,K-BB%,Age,MaxAge,Season,PlayerName,Team,UPID,xMLBAMID,UPURL,teamid,FullTeamName
1.0,1.0,0.7297297485385005,14.0,0.0,0.0,0.0,1.0,24.2,107.0,10.0,12.0,2.0,0.0,8.0,8.0,7.0,0.0,29.0,10.581081353808257,2.918918994154002,3.625,0.0,0.27102804,0.07476636,0.10989011,0.7297297485385005,0.16129032,0.53846154,4.3050821406027975,-3.575352392064297,0.19626168,,,2021,Nolan Manzer,NORF,sa3037007,,/players/nolan-manzer/sa3037007/stats/pitching,174,Norfolk State University 
0.0,1.0,0.76415097089627,18.0,0.0,0.0,0.0,10.0,35.1,136.0,22.0,4.0,3.0,2.0,5.0,2.0,2.0,0.0,40.0,10.188679611950267,1.2735849514937834,8.0,0.5094339805975133,0.29411765,0.03676471,0.17054264,0.76415097089627,0.22988506,0.95419847,3.2278769013040547,-2.4637259304077848,0.25735294,23.0,23.0,2021,Brendan Coffey,SHU,sa3029097,,/players/brendan-coffey/sa3029097/stats/pitching,219,Sacred Heart University 
2.0,0.0,0.7941176693332243,7.0,0.0,0.0,0.0,0.0,11.1,50.0,9.0,6.0,1.0,0.0,9.0,2.0,1.0,0.0,14.0,11.11764737066514,7.147059023999018,1.55555556,0.0,0.28,0.18,0.23076923,1.5882353386664485,0.36,0.7,4.31060530834132,-3.516487639008096,0.1,21.0,21.0,2021,Christian Grigsby,LAM,sa3032731,,/players/christian-grigsby/sa3032731/stats/pitching,119,Lamar University 
0.0,0.0,0.8181818181818182,8.0,0.0,0.0,0.0,1.0,11.0,47.0,6.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,12.0,9.818181818181818,7.363636363636363,1.33333333,0.8181818181818182,0.25531915,0.19148936,0.15789474,1.3636363636363635,0.2,1.0,5.136122374101118,-4.3179405559193,0.06382979,21.0,21.0,2021,Garrett Coe,CONN,sa3029095,,/players/garrett-coe/sa3029095/stats/pitching,53,University of Connecticut 
0.0,0.0,0.8437499748542913,5.0,0.0,0.0,0.0,1.0,10.2,36.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,7.5937497736886215,0.8437499748542913,9.0,0.8437499748542913,0.25,0.02777778,0.11428571,0.46874998603016177,0.12,1.0,4.092676835879684,-3.2489268610253923,0.22222222,,,2021,Nick Robinson,URI,sa3040915,,/players/nick-robinson/sa3040915/stats/pitching,214,University of Rhode Island
0.0,0.0,0.8709677687296642,8.0,0.0,0.0,0.0,0.0,10.1,42.0,6.0,2.0,1.0,0.0,5.0,1.0,1.0,0.0,11.0,9.580645456026307,4.354838843648321,2.2,0.0,0.26190476,0.11904762,0.16666667,1.0645161617807006,0.24,0.83333333,3.403302956024392,-2.532335187294728,0.14285714,,,2021,Ayden Callahan,BYU,sa3028275,,/players/ayden-callahan/sa3028275/stats/pitching,29,Brigham Young University 
4.0,0.0,0.9,17.0,0.0,0.0,0.0,5.0,30.0,116.0,21.0,3.0,3.0,1.0,5.0,2.0,1.0,0.0,33.0,9.9,1.5,6.6,0.3,0.28448276,0.04310345,0.19266055,0.8666666666666667,0.26666667,0.93984962,3.095172532399496,-2.195172532399496,0.24137931,,,2021,Rob Griswold,LIU,sa3032747,,/players/rob-griswold/sa3032747/stats/pitching,127,Long Island University Brooklyn Campus 
1.0,0.0,0.9,5.0,2.0,0.0,0.0,0.0,10.0,45.0,7.0,5.0,1.0,0.0,3.0,2.0,1.0,0.0,9.0,8.1,2.7,3.0,0.0,0.2,0.06666667,0.175,1.0,0.22580645,0.58333333,3.813589477539063,-2.913589477539063,0.13333333,,,2021,Hunter Koep,NDSU,sa3035593,,/players/hunter-koep/sa3035593/stats/pitching,179,North Dakota State University 
12.0,1.0,0.9033457505278109,33.0,1.0,0.0,0.0,11.0,89.2,332.0,50.0,9.0,9.0,5.0,18.0,1.0,3.0,0.0,131.0,13.14869925768258,1.8066915010556217,7.27777778,0.5018587502932282,0.39457831,0.05421687,0.15974441,0.7583643337764339,0.25423729,0.96774194,2.0671318004895083,-1.1637860499616974,0.34036145,24.0,24.0,2021,Kevin Kopps,ARK,sa3017005,667434.0,/players/kevin-kopps/sa3017005/stats/pitching,13,University of Arkansas Fayetteville 
3.0,0.0,0.9152542668764233,13.0,0.0,0.0,0.0,1.0,19.2,77.0,15.0,2.0,2.0,0.0,7.0,1.0,3.0,0.0,21.0,9.610169802202444,3.2033899340674816,3.0,0.0,0.27272727,0.09090909,0.2173913,1.118644103960073,0.3125,0.91304348,2.7663226526792406,-1.8510683858028174,0.18181818,,,2021,Ryan Windham,CREI,sa3045440,,/players/ryan-windham/sa3045440/stats/pitching,56,Creighton University 
1.0,1.0,0.9642857142857143,19.0,0.0,0.0,0.0,5.0,28.0,119.0,13.0,5.0,3.0,1.0,17.0,3.0,1.0,0.0,44.0,14.142857142857142,5.464285714285714,2.58823529,0.32142857142857145,0.3697479,0.14285714,0.13131313,1.0714285714285714,0.22222222,0.88607595,3.241557175772531,-2.2772714614868166,0.22689076,23.0,23.0,2021,Keagan Gillies,TULN,sa3017686,687482.0,/players/keagan-gillies/sa3017686/stats/pitching,273,Tulane University 
3.0,1.0,0.972972972972973,21.0,0.0,0.0,0.0,4.0,37.0,144.0,15.0,10.0,4.0,2.0,15.0,4.0,3.0,0.0,56.0,13.621621621621621,3.6486486486486487,3.73333333,0.4864864864864865,0.38888889,0.10416667,0.12,0.8108108108108109,0.19402985,0.76923077,3.0066159583426812,-2.033642985369708,0.28472222,22.0,22.0,2021,Holden Christian,LMU,sa3028893,,/players/holden-christian/sa3028893/stats/pitching,133,Loyola Marymount University 
3.0,0.0,1.0125000241398816,23.0,0.0,0.0,0.0,0.0,26.2,107.0,16.0,3.0,3.0,2.0,14.0,3.0,2.0,0.0,27.0,9.112500217258935,4.725000112652781,1.92857143,0.6750000160932544,0.25233645,0.13084112,0.17777778,1.1250000268220908,0.2295082,0.99337748,4.609842320978642,-3.597342296838761,0.12149533,21.0,21.0,2021,Bryant Salgado,ORST,sa3017364,687560.0,/players/bryant-salgado/sa3017364/stats/pitching,199,Oregon State University 
3.0,2.0,1.080000041198732,23.0,1.0,0.0,0.0,1.0,33.1,140.0,22.0,8.0,4.0,1.0,14.0,5.0,0.0,0.0,39.0,10.530000401687637,3.780000144195562,2.78571429,0.270000010299683,0.27857143,0.1,0.18181818,1.080000041198732,0.25925926,0.83333333,3.447751474761963,-2.367751433563231,0.17857143,,,2021,River Ridings,TCU,sa3040733,,/players/river-ridings/sa3040733/stats/pitching,259,Texas Christian University 
2.0,0.0,1.125,17.0,0.0,0.0,0.0,0.0,32.0,125.0,24.0,5.0,4.0,1.0,10.0,2.0,1.0,1.0,28.0,7.875,2.8125,2.8,0.28125,0.224,0.08,0.21238938,1.0625,0.27380952,0.89595376,3.4628269195556642,-2.3378269195556642,0.144,,,2021,Paul Bergstrom,CREI,sa3027041,,/players/paul-bergstrom/sa3027041/stats/pitching,56,Creighton University 
2.0,1.0,1.1911765039998363,16.0,0.0,0.0,0.0,6.0,22.2,89.0,11.0,7.0,3.0,0.0,10.0,1.0,2.0,0.0,30.0,11.911765039998365,3.9705883466661214,3.0,0.0,0.33707865,0.11235955,0.14102564,0.926470614222095,0.22916667,0.68181818,2.490400415555828,-1.2992239115559918,0.2247191,,,2021,Ethan Routzahn,SJU,sa3041214,,/players/ethan-routzahn/sa3041214/stats/pitching,247,St. John's University (New York) 
5.0,0.0,1.2272727272727273,12.0,0.0,0.0,0.0,3.0,22.0,103.0,18.0,8.0,3.0,2.0,15.0,3.0,4.0,0.0,22.0,9.0,6.136363636363637,1.46666667,0.8181818181818182,0.21359223,0.14563107,0.21176471,1.5,0.26229508,0.84337349,5.910411678661,-4.683138951388273,0.06796117,,,2021,Clay Schwaner,WOF,sa3041828,,/players/clay-schwaner/sa3041828/stats/pitching,303,Wofford College 
0.0,0.0,1.2656249622814368,14.0,0.0,0.0,0.0,7.0,21.1,82.0,16.0,4.0,3.0,1.0,3.0,2.0,2.0,0.0,23.0,9.70312471082435,1.2656249622814368,7.66666667,0.42187498742714563,0.2804878,0.03658537,0.20779221,0.8906249734573074,0.28301887,0.86734694,4.502382494322955,-3.2367575320415183,0.24390244,21.0,21.0,2021,Enrique Ozoa,SOU,sa3039314,,/players/enrique-ozoa/sa3039314/stats/pitching,239,Southern University Baton Rouge 
1.0,2.0,1.2705882067828862,24.0,0.0,0.0,0.0,8.0,28.1,114.0,15.0,4.0,4.0,1.0,11.0,3.0,2.0,0.0,43.0,13.658823222916025,3.494117568652937,3.90909091,0.31764705169572155,0.37719298,0.09649123,0.15,0.9176470382320844,0.25,0.9057971,2.5936338614097516,-1.3230456546268654,0.28070175,23.0,23.0,2021,Luke Boyd,BAY,sa3016904,674001.0,/players/luke-boyd/sa3016904/stats/pitching,21,Baylor University 
8.0,0.0,1.2735849514937834,21.0,0.0,0.0,0.0,2.0,35.1,143.0,26.0,7.0,5.0,2.0,12.0,3.0,1.0,0.0,59.0,15.028302427626643,3.05660388358508,4.91666667,0.5094339805975133,0.41258741,0.08391608,0.203125,1.0754717368169726,0.35820896,0.89005236,2.78368828322973,-1.5101033317359467,0.32867133,22.0,22.0,2021,Ryan Och,USM,sa3017146,701000.0,/players/ryan-och/sa3017146/stats/pitching,236,University of Southern Mississippi 
1.0,0.0,1.2857142857142858,7.0,1.0,0.0,0.0,0.0,14.0,58.0,12.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,11.0,7.071428571428571,1.9285714285714286,3.66666667,1.2857142857142858,0.18965517,0.05172414,0.23076923,1.0714285714285714,0.25641026,1.0,5.313598142351423,-4.027883856637137,0.13793104,20.0,20.0,2021,Rafael Acosta,GAST,sa3025737,,/players/rafael-acosta/sa3025737/stats/pitching,89,Georgia State University 
2.0,1.0,1.2857142857142858,20.0,0.0,0.0,0.0,3.0,42.0,166.0,18.0,12.0,6.0,1.0,17.0,3.0,2.0,0.0,58.0,12.428571428571429,3.642857142857143,3.41176471,0.21428571428571427,0.34939759,0.10240964,0.12328767,0.8333333333333334,0.1954023,0.71038251,4.3223229453677225,-3.036608659653437,0.24698795,,,2021,Payton Harris,ALST,sa3033297,,/players/payton-harris/sa3033297/stats/pitching,6,Alabama State University 
2.0,2.0,1.3064516530944963,9.0,2.0,0.0,0.0,0.0,20.2,95.0,23.0,10.0,3.0,0.0,8.0,1.0,1.0,0.0,19.0,8.27419380293181,3.4838710749186568,2.375,0.0,0.2,0.08421053,0.26744186,1.500000046145533,0.34328358,0.6875,3.747918749401398,-2.441467096306902,0.11578947,,,2021,Luke Smith,JOES,sa3042599,,/players/luke-smith/sa3042599/stats/pitching,244,Saint Joseph's University 
0.0,0.0,1.3170731400961262,13.0,0.0,0.0,0.0,0.0,13.2,55.0,15.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,9.0,5.9268291304325675,0.6585365700480631,9.0,0.0,0.16363636,0.01818182,0.29411765,1.1707316800854455,0.35714286,0.89473684,3.353671333011171,-2.0365981929150445,0.14545455,,,2021,Rick Burroni,NE,sa3028112,,/players/rick-burroni/sa3028112/stats/pitching,181,Northeastern University 
7.0,0.0,1.3278688109392007,22.0,0.0,0.0,0.0,7.0,40.2,167.0,29.0,8.0,6.0,4.0,14.0,5.0,2.0,0.0,51.0,11.286884892983206,3.098360558858135,3.64285714,0.8852458739594671,0.30538922,0.08383234,0.19594595,1.0573770161182523,0.2688172,0.94339623,3.800601276893893,-2.4727324659546923,0.22155689,22.0,22.0,2021,Chase Lee,ALA,29574,695445.0,/players/chase-lee/29574/stats/pitching,4,University of Alabama Tuscaloosa 
5.0,1.0,1.35,26.0,0.0,0.0,0.0,0.0,40.0,148.0,22.0,6.0,6.0,2.0,11.0,1.0,3.0,0.0,42.0,9.45,2.475,3.81818182,0.45,0.28378378,0.07432432,0.16176471,0.825,0.2173913,0.8974359,3.1377514839172367,-1.7877514839172366,0.20945946,22.0,22.0,2021,Cole Quintanilla,TEX,sa3017595,693824.0,/players/cole-quintanilla/sa3017595/stats/pitching,265,University of Texas at Austin 
1.0,1.0,1.35,14.0,0.0,0.0,0.0,1.0,20.0,78.0,13.0,4.0,3.0,0.0,6.0,1.0,0.0,0.0,17.0,7.65,2.7,2.83333333,0.0,0.21794872,0.07692308,0.18309859,0.95,0.24074074,0.8,3.2194288253784182,-1.8694288253784181,0.14102564,,,2021,Lance Koch,SFA,sa3035576,,/players/lance-koch/sa3035576/stats/pitching,252,Stephen F. Austin State University 
2.0,0.0,1.3846153846153846,12.0,0.0,0.0,0.0,0.0,13.0,49.0,7.0,3.0,2.0,0.0,5.0,2.0,1.0,0.0,7.0,4.846153846153846,3.4615384615384617,1.4,0.0,0.14285714,0.10204082,0.16666667,0.9230769230769231,0.2,0.78571429,4.331157251504751,-2.946541866889367,0.04081633,20.0,20.0,2021,James Quinlivan,NE,sa3040338,,/players/james-quinlivan/sa3040338/stats/pitching,181,Northeastern University 
2.0,0.0,1.4210525959152274,18.0,0.0,0.0,0.0,0.0,12.2,60.0,12.0,3.0,2.0,0.0,6.0,3.0,5.0,0.0,13.0,9.236841873448977,4.263157787745682,2.16666667,0.0,0.21666667,0.1,0.23529412,1.4210525959152274,0.31578947,0.85714286,4.192824376785194,-2.7717717808699667,0.11666667,,,2021,Brad Dobzanski,ODU,sa3030405,,/players/brad-dobzanski/sa3030405/stats/pitching,197,Old Dominion University 
1.0,0.0,1.4210525959152274,8.0,1.0,0.0,0.0,0.0,12.2,55.0,7.0,8.0,2.0,0.0,4.0,1.0,1.0,0.0,14.0,9.947368171406591,2.8421051918304547,3.5,0.0,0.25454545,0.07272727,0.14,0.8684210308370833,0.19444444,0.33333333,4.319816705460694,-2.8987641095454664,0.18181818,,,2021,Antonio Valadez,JKST,sa3044276,,/players/antonio-valadez/sa3044276/stats/pitching,111,Jackson State University 
2.0,0.0,1.4210526601099247,20.0,0.0,0.0,0.0,1.0,31.2,126.0,27.0,8.0,5.0,0.0,9.0,1.0,0.0,0.0,26.0,7.389473832571609,2.5578947881978644,2.88888889,0.0,0.20634921,0.07142857,0.23275862,1.1368421280879397,0.3,0.78378378,3.095662886072724,-1.6746102259627993,0.13492064,23.0,23.0,2021,Liam Steigerwald,SMC,sa3043015,,/players/liam-steigerwald/sa3043015/stats/pitching,246,St. Mary's College of California 
5.0,0.0,1.4378698549410545,25.0,0.0,0.0,0.0,13.0,56.1,213.0,29.0,9.0,9.0,2.0,15.0,1.0,3.0,0.0,100.0,15.976331721567272,2.3964497582350908,6.66666667,0.31952663443134544,0.46948357,0.07042254,0.14720812,0.7810651063877333,0.28421053,0.85308057,1.3917836937156896,0.04608616122536491,0.39906103,20.0,20.0,2021,Landon Sims,MSST,sa3021979,683085.0,/players/landon-sims/sa3021979/stats/pitching,155,Mississippi State University 
3.0,0.0,1.44,22.0,0.0,0.0,0.0,11.0,25.0,103.0,11.0,5.0,4.0,1.0,18.0,3.0,6.0,0.0,29.0,10.44,6.48,1.61111111,0.36,0.2815534,0.17475728,0.13414634,1.16,0.19230769,0.88235294,4.407751483917236,-2.9677514839172363,0.10679612,,,2021,Jonah Ulane,KU,sa3044221,,/players/jonah-ulane/sa3044221/stats/pitching,113,University of Kansas 
9.0,0.0,1.448780433886256,11.0,11.0,5.0,2.0,0.0,68.1,262.0,29.0,11.0,11.0,3.0,27.0,7.0,4.0,0.0,124.0,16.331706709263248,3.556097428629901,4.59259259,0.39512193651443345,0.47328244,0.10305344,0.12719298,0.8195121646225286,0.25742574,0.88435374,2.7143232300308453,-1.2655427961445893,0.37022901,22.0,22.0,2021,Matt Mikulski,FOR,sa3017874,694392.0,/players/matthew-mikulski/sa3017874/stats/pitching,80,Fordham University 
0.0,0.0,1.459459497077001,19.0,1.0,0.0,0.0,0.0,24.2,97.0,19.0,4.0,4.0,1.0,9.0,1.0,4.0,1.0,36.0,13.13513547369301,3.2837838684232525,4.0,0.36486487426925024,0.37113402,0.09278351,0.2183908,1.135135164393223,0.36,0.9057971,2.4642590245510902,-1.0047995274740893,0.27835052,20.0,20.0,2021,Andrew Walters,MIA,33834,689958.0,/players/andrew-walters/33834/stats/pitching,148,University of Miami (Florida) 
9.0,0.0,1.4702969741709124,10.0,10.0,2.0,2.0,0.0,67.1,268.0,50.0,14.0,11.0,4.0,9.0,9.0,3.0,0.0,59.0,7.886138316007621,1.202970251594383,6.55555556,0.534653445153059,0.22014925,0.03358209,0.2,0.8762375906675135,0.2459893,0.86538462,4.2002489818239805,-2.7299520076530683,0.18656716,21.0,21.0,2021,Jake Noviello,FAIR,sa3038950,,/players/jake-noviello/sa3038950/stats/pitching,72,Fairfield University 
1.0,0.0,1.4765624559950097,29.0,0.0,0.0,0.0,17.0,42.2,167.0,34.0,8.0,7.0,1.0,5.0,1.0,2.0,0.0,67.0,14.132812078809378,1.054687468567864,13.4,0.21093749371357282,0.4011976,0.02994012,0.21118012,0.9140624727588155,0.35483871,0.82901554,1.3281071428675184,0.14845531312749127,0.37125749,22.0,22.0,2021,Nick Jones,GASO,sa3017419,694559.0,/players/nicholas-jones/sa3017419/stats/pitching,87,Georgia Southern University 
5.0,0.0,1.483516452422164,19.0,1.0,0.0,0.0,8.0,30.1,127.0,21.0,9.0,5.0,1.0,14.0,2.0,5.0,2.0,39.0,11.571428328892878,4.15384606678206,2.78571429,0.2967032904844328,0.30708661,0.11023622,0.18918919,1.153846129661683,0.28169014,0.78651685,3.7197372815989307,-2.2362208291767667,0.19685039,20.0,20.0,2021,Nolan DeVos,DAV,sa3020453,801700.0,/players/nolan-devos/sa3020453/stats/pitching,59,Davidson College 
7.0,1.0,1.4862385841243144,24.0,0.0,0.0,0.0,1.0,36.1,150.0,29.0,10.0,6.0,2.0,9.0,2.0,1.0,0.0,34.0,8.422018643371114,2.2293578761864716,3.77777778,0.4954128613747715,0.22666667,0.06,0.20863309,1.0458715962356286,0.26213592,0.80645161,3.494463140235466,-2.0082245561111516,0.16666667,,,2021,Jay Thompson,GASO,sa3043760,,/players/jay-thompson/sa3043760/stats/pitching,87,Georgia Southern University 
1.0,1.0,1.5,6.0,3.0,0.0,0.0,0.0,12.0,53.0,2.0,7.0,2.0,0.0,12.0,2.0,7.0,0.0,14.0,10.5,9.0,1.16666667,0.0,0.26415094,0.22641509,0.05128205,1.1666666666666667,0.08,0.5625,4.795136801401775,-3.2951368014017746,0.03773585,20.0,20.0,2021,CJ Weins,SC,sa3023221,694291.0,/players/craig-weins/sa3023221/stats/pitching,231,University of South Carolina Columbia 
0.0,0.0,1.5,11.0,0.0,0.0,0.0,0.0,12.0,52.0,6.0,4.0,2.0,0.0,7.0,1.0,0.0,0.0,7.0,5.25,5.25,1.0,0.0,0.13461538,0.13461538,0.13636364,1.0833333333333333,0.16216216,0.71428571,4.4618034680684415,-2.9618034680684415,0.0,,,2021,David Luethje,FLA,sa3036665,,/players/david-luethje/sa3036665/stats/pitching,74,University of Florida 
2.0,4.0,1.514018637611937,13.0,3.0,0.0,0.0,1.0,35.2,147.0,30.0,13.0,6.0,1.0,11.0,1.0,4.0,0.0,33.0,8.327102506865653,2.775700835621884,3.0,0.2523364396019895,0.2244898,0.07482993,0.22222222,1.149532669297952,0.28712871,0.71428571,3.7304407664017543,-2.2164221287898176,0.14965986,,,2021,Kenten Egbert,M-OH,sa3030833,,/players/kenten-egbert/sa3030833/stats/pitching,149,Miami University (Ohio) 
7.0,2.0,1.5365853658536586,11.0,11.0,2.0,1.0,0.0,82.0,325.0,66.0,24.0,14.0,0.0,13.0,5.0,5.0,0.0,86.0,9.439024390243903,1.4268292682926829,6.61538462,0.0,0.26461538,0.04,0.21498371,0.9634146341463414,0.29864253,0.71428571,2.2425525293117623,-0.7059671634581037,0.22461538,21.0,21.0,2021,Gordon Graceffo,VILL,29519,700669.0,/players/gordon-graceffo/29519/stats/pitching,284,Villanova University 
5.0,0.0,1.5365853658536586,7.0,7.0,0.0,0.0,0.0,41.0,158.0,30.0,8.0,7.0,1.0,6.0,3.0,2.0,0.0,41.0,9.0,1.3170731707317074,6.83333333,0.21951219512195122,0.25949367,0.03797468,0.20134228,0.8780487804878049,0.27102804,0.82446809,3.354076552972561,-1.8174911871189026,0.22151899,21.0,21.0,2021,Rob Hensey,MONM,sa3020332,802996.0,/players/robert-hensey/sa3020332/stats/pitching,159,Monmouth University 
3.0,0.0,1.5517241379310345,17.0,1.0,0.0,0.0,0.0,29.0,115.0,20.0,5.0,5.0,1.0,9.0,0.0,3.0,0.0,24.0,7.448275862068965,2.793103448275862,2.66666667,0.3103448275862069,0.20869565,0.07826087,0.18867925,1.0,0.2345679,0.86956522,3.5168336440776957,-1.9651095061466612,0.13043478,,,2021,Brian Rodriguez,NE,sa3040966,,/players/brian-rodriguez/sa3040966/stats/pitching,181,Northeastern University 
1.0,0.0,1.5576922505564965,7.0,0.0,0.0,0.0,0.0,17.1,66.0,10.0,3.0,3.0,1.0,7.0,3.0,0.0,0.0,8.0,4.15384600148399,3.634615251298492,1.14285714,0.5192307501854988,0.12121212,0.10606061,0.17857143,0.980769194794831,0.19148936,0.91397849,5.719531449622659,-4.161839199066162,0.01515152,,,2021,Mike Andreoli,LIU,sa3026086,,/players/mike-andreoli/sa3026086/stats/pitching,127,Long Island University Brooklyn Campus 
0.0,1.0,1.5576922505564965,7.0,0.0,0.0,0.0,1.0,17.1,69.0,8.0,5.0,3.0,1.0,5.0,3.0,2.0,0.0,21.0,10.903845753895475,2.596153750927494,4.2,0.5192307501854988,0.30434783,0.07246377,0.13114754,0.7499999724901649,0.17948718,0.75342466,3.522664895001248,-1.9649726444447515,0.23188406,,,2021,Grant Macciocchi,IU,sa3036778,,/players/grant-macciocchi/sa3036778/stats/pitching,104,Indiana University Bloomington 
