Player,UPID,Team,Season,Age,Age_Bin,Has_Prior_Data,Prior_PA,Obs_2026_PA,Changed_Team,K%_mean,K%_std,K%_p25,K%_p75,BB%_mean,BB%_std,BB%_p25,BB%_p75,ISO_mean,ISO_std,ISO_p25,ISO_p75,BABIP_mean,BABIP_std,BABIP_p25,BABIP_p75,K%_p10,K%_p90,K%_p5,K%_p95,BB%_p10,BB%_p90,BB%_p5,BB%_p95,ISO_p10,ISO_p90,ISO_p5,ISO_p95,BABIP_p10,BABIP_p90,BABIP_p5,BABIP_p95
Trent Lopez,sa3074345,COR,2026,,21,True,8.0,8.0,False,0.31145288420337414,0.139626119308535,0.20612779354976893,0.4036108988571984,0.1180727840952289,0.09729598784180081,0.04358306246898954,0.1674534357871434,0.17045627722206758,0.02657493336535455,0.15253175705499206,0.1883807973891431,0.35279199186939836,0.016614158564188495,0.3415859122097208,0.36399807152907593,0.1382164534644108,0.5031555445167418,0.1052296577149738,0.5623874897947292,0.018347883940250338,0.2539872425366999,0.009898313078075026,0.3125406700920039,0.13639912976345403,0.20451342468068112,0.12674440169007045,0.2141681527540647,0.3315000909512564,0.37408389278754034,0.32546413289634607,0.38011985084245065
Lewis Rodriguez,sa3040993,SJU,2026,,21,True,260.0,31.0,True,0.13874906767466325,0.022549969466797742,0.1229904998763154,0.15338859270707042,0.11782600001485653,0.023832639800603937,0.10102610265998993,0.13310585573084824,0.13929889762729566,0.008809504628481363,0.13335697705108004,0.14524081820351128,0.33263691976940357,0.007679897513060358,0.327456907614288,0.33781693192451917,0.11055387913188153,0.1682741405769646,0.10348629744650922,0.1775269812847315,0.08827333097229709,0.14919021987245454,0.08114390669161778,0.15928912376557058,0.12800906317899297,0.15058873207559836,0.12480855198749231,0.15378924326709903,0.32279473508831896,0.3424791044504882,0.32000461249043066,0.3452692270483765
Tyler ViVacqua,sa3060846,NIA,2026,,21,True,144.0,16.0,False,0.16581937143485062,0.03254438687529439,0.14292839524905152,0.1868438865245378,0.1359714972905544,0.033971450109546025,0.1117993629166199,0.1575355843433085,0.17055342799325576,0.011837416158274302,0.16256921212569428,0.17853764386081725,0.33440631583948316,0.01031955220513494,0.32744588365050625,0.34136674802846007,0.1252752417299664,0.2085953954419697,0.11535815804292769,0.22216038745474453,0.09414950362981199,0.18092773630203557,0.08446930349380471,0.19570869937927182,0.15538316878361638,0.18572368720289514,0.15108261109158433,0.1900242448949272,0.32118127755527326,0.34763135412369306,0.3174321629663519,0.3513804687126144
Griffin Cameron,sa3028301,GCU,2026,22.0,22,True,127.0,22.0,True,0.18279633285566727,0.03599434203757609,0.1574848812971322,0.20609929387012102,0.11409826065336198,0.033531458436606466,0.09003428332576714,0.13503451700940358,0.10862741088521771,0.012604809939254625,0.10012559577802077,0.11712922599241465,0.32226187137053236,0.010988546188183079,0.3148502095970466,0.3296735331440181,0.13789776961218014,0.230100602255656,0.12688681471136998,0.2450379425555944,0.07327736178584304,0.15869158456096794,0.06428036235367501,0.17380871332568643,0.0924736969741738,0.12478112479626162,0.08789434353960078,0.12936047823083466,0.3081794828000072,0.33634425994105754,0.30418732131797566,0.34033642142308906
Jeter Worthley,sa3071653,NEB,2026,,21,True,24.0,24.0,False,0.165155399894134,0.07810790521784326,0.10700909256115099,0.21234430822336797,0.10538344895186481,0.07277708679065496,0.05029309504622604,0.14439811365813374,0.15101445521503876,0.02657493336535455,0.13308993504796324,0.16893897538211428,0.3163591046310617,0.016614158564188495,0.30515302497138413,0.3275651842907393,0.0729211534563315,0.2714915772722819,0.05646460518678262,0.3095699541171085,0.026684902202016303,0.20556803700004778,0.01720668537794145,0.24689554127800692,0.1169573077564252,0.1850716026736523,0.10730257968304163,0.19472633074703588,0.2950672037129197,0.3376510055492037,0.2890312456580094,0.343686963604114
Ayden Crouse,sa3069880,IU,2026,,21,True,19.0,19.0,False,0.26229602361974497,0.1033945454210159,0.1860041699387843,0.3287216661780419,0.0961765849410262,0.07796657408680152,0.037092585022648464,0.13505762789123296,0.14787257248059857,0.02657493336535455,0.12994805231352305,0.1657970926476741,0.3415290653418994,0.016614158564188495,0.33032298568222185,0.352735145001577,0.13517510591248882,0.40230997341379277,0.10931363569816947,0.4476778299300478,0.016435723522358312,0.20388800043893496,0.009236136610463746,0.25123954553479905,0.11381542502198501,0.18192971993921214,0.10416069694860144,0.1915844480125957,0.32023716442375744,0.3628209662600414,0.31420120636884713,0.3688569243149517
Jacob Krieg,sa3035721,ORST,2026,22.0,22,True,269.0,27.0,False,0.2932192821578965,0.02919753112246801,0.2731764446801451,0.3126421863495812,0.12048130840508234,0.023659581991691287,0.10382420260271762,0.1356791163180708,0.19544357627950587,0.008660880014827042,0.18960190148182693,0.2012852510771848,0.32457044935040164,0.007550330431945133,0.3194778288634611,0.32966306983734217,0.25613589012938226,0.3310385276321336,0.24617204570928014,0.34221277363739344,0.09110598847155836,0.15159502657386517,0.08397816957175515,0.16157348828841886,0.18434421193751033,0.20654294062150141,0.1811976963745261,0.20968945618448565,0.31489431156496334,0.33424658713583993,0.3121512609547346,0.33698963774606866
Jaylen Jones,sa3059622,WCU,2026,,21,True,81.0,21.0,False,0.15402646473659543,0.041990770443036084,0.12401204367877405,0.18061877676878058,0.09571037306109377,0.0387298105395548,0.06740040648881408,0.11892385776197344,0.14059739793493736,0.015783221544365737,0.1299517767781887,0.15124301909168603,0.3390825291169159,0.013759402940179917,0.3298019528649467,0.3483631053688851,0.102444158945562,0.20974924274504758,0.09072607546006221,0.2281663538925037,0.04990028459683344,0.14776146329440454,0.0410443801627037,0.16661000409987625,0.12037038565541819,0.16082441021445654,0.11463630873270876,0.16655848713716595,0.3214491447379693,0.35671591349586246,0.3164503252860742,0.3617147329477576
Jamie Palmese,sa3039381,ETSU,2026,22.0,22,True,298.0,32.0,False,0.19243825979413487,0.02402680647272203,0.17580490028603615,0.2082395899870609,0.10900166289261717,0.021525803393441963,0.09384027078472044,0.12280589938261355,0.21476274245747046,0.008228677278744224,0.20921258397528608,0.22031290093965483,0.3255374643235383,0.007173547303044898,0.3206989801950878,0.3303759484519888,0.1621432230009281,0.2237205892769816,0.15425569697968775,0.23323255652910435,0.08230265793866029,0.13731611718479986,0.07584295145850399,0.14642665160119417,0.2042172682085345,0.2253082167064064,0.20122777279051485,0.22829771212442607,0.31634419354681287,0.33473073510026374,0.31373802902401693,0.3373368996230597
Jack Counsell,sa3029468,NU,2026,21.0,21,True,126.0,22.0,False,0.16849048183479542,0.03499518440471312,0.14381737345378176,0.19104864714554418,0.11421272630352844,0.033677476381133956,0.09003948519792324,0.13523455656544045,0.17582909382157516,0.012654730173978359,0.1672936080277297,0.18436457961542063,0.331773274002862,0.011032065353297845,0.32433225899856927,0.3392142890071547,0.1249623542760353,0.21455277728225014,0.11441690775989963,0.2292329252264161,0.07322199909968022,0.15900512947612733,0.06419669174976374,0.1741970697085187,0.15961140455556871,0.1920467830875816,0.15501391499681463,0.1966442726463357,0.3176351133781528,0.3459114346275712,0.3136271412937244,0.3499194067119996
