team,full_name,conference,season,week,n_pitchers,fip_mean,fip_std,fip_p10,fip_p25,fip_p50,fip_p75,fip_p90,n_returning_pitchers,n_unknown_pitchers,ip_coverage
DBU,DBU,Conference USA,2026,,15,5.192352606919736,0.32812580863065377,4.7666710653373805,4.966479861409558,5.195600770750232,5.4124481162974885,5.618198583351531,15,0,1.0
LT,Louisiana Tech,Conference USA,2026,,16,5.194975766339945,0.3143421881079024,4.789119155211044,4.977623105114357,5.187489190096148,5.406042301396994,5.608035876899968,16,0,1.0
SAC,Sacramento St.,WAC,2026,,17,5.195724606540277,0.3230857894027792,4.782879456558466,4.974171818185625,5.192052209938431,5.413221397046256,5.6142366649474615,17,0,1.0
MIA,Miami (FL),ACC,2026,,15,5.204316692197343,0.32145370492152914,4.793791930373164,4.987227905027204,5.20492555016623,5.417487854164838,5.619267029275632,15,0,1.0
SF,San Francisco,West Coast,2026,,16,5.206311255417877,0.38538305370577225,4.705859377918443,4.943850053110362,5.203798340732514,5.46810226252818,5.701324186640887,16,0,1.0
WVU,West Virginia,Big 12,2026,,15,5.206455006132682,0.36984583643882385,4.735958116917821,4.95874924661617,5.202770582064705,5.452292992435435,5.679753453094604,15,0,1.0
CP,Cal Poly,Big West,2026,,10,5.207689042215896,0.33078876374566657,4.7781746312258955,4.984143724017217,5.207618056453445,5.432720073847501,5.635415428249119,10,0,1.0
UTSA,UTSA,American Athletic,2026,,13,5.211304373994532,0.3548428243368259,4.768074022971318,4.968366540548574,5.205434052538805,5.445900860510799,5.67494030006131,13,0,1.0
MRSH,Marshall,Sun Belt,2026,,12,5.219432060705358,0.3243247053779948,4.804937530038705,4.996433614680822,5.214261134791762,5.44063300494578,5.640397332918856,12,0,1.0
USC,Southern California,Big Ten,2026,,11,5.221572240659649,0.35570255635183196,4.770533862865259,4.97935310315318,5.2141610811018815,5.4571623729647,5.689654622361915,11,0,1.0
FSU,Florida St.,ACC,2026,,15,5.222471120457098,0.2989941947280442,4.846046992672781,5.023150330794429,5.219413157073912,5.424483955980062,5.603962911735408,15,0,1.0
FLA,Florida,SEC,2026,,14,5.22679771290535,0.2695393437100194,4.884357077101037,5.042169235838383,5.227652134618191,5.406714131425732,5.5700548585222345,14,0,1.0
SCU,Santa Clara,West Coast,2026,,18,5.233438608401185,0.31982720915824886,4.823098239223589,5.018237638590695,5.235232975967898,5.448742520904398,5.640673687644574,18,0,1.0
GCU,Grand Canyon,Mountain West,2026,,16,5.239358686069098,0.33278812288627446,4.811004593696055,5.010162166494424,5.242056776279535,5.4631784428301335,5.662565308182357,16,0,1.0
OU,Oklahoma,SEC,2026,,17,5.2395987298228235,0.35960423506650513,4.777373102132533,4.9937794725584235,5.237713724865063,5.4812078909526125,5.703549209219227,17,0,1.0
CAM,Campbell,Coastal Athletic,2026,,15,5.239659953941976,0.3776219089259157,4.752793691232673,4.98002140525594,5.24157553694142,5.490057757750053,5.725713672391639,15,0,1.0
ETSU,ETSU,Southern Conference,2026,,14,5.242516271032832,0.3734250295461202,4.764116783809005,4.9906484361805346,5.239350837560211,5.499022636045054,5.722489929849652,14,0,1.0
FAMU,Florida A&M,SWAC,2026,,15,5.2483446032840995,0.31517020302081733,4.842733967460255,5.035689143770774,5.250124015345512,5.462467690800136,5.647916050061228,15,0,1.0
ORU,Oral Roberts,Summit League,2026,,13,5.252287748039787,0.3418106059997248,4.817124947753684,5.024467500198378,5.247773956918255,5.47837082362145,5.697957956872467,13,0,1.0
WRST,Wright St.,Horizon League,2026,,17,5.252342938524204,0.3169550632895542,4.845204272424761,5.036907194297941,5.248198964426498,5.466650367152259,5.657589798373208,17,0,1.0
PORT,Portland,West Coast,2026,,13,5.252673263826054,0.3410271638493986,4.817358997846211,5.023336855281654,5.252454837452354,5.484375002120279,5.690912265782234,13,0,1.0
CARK,Central Ark.,Atlantic Sun,2026,,14,5.253614698641709,0.41553258199842436,4.720038186086964,4.973690744836002,5.253244812934847,5.5294732099943475,5.789154578230458,14,0,1.0
LIN,Lindenwood,Unknown,2026,,13,5.2549299927693065,0.29191698257086385,4.876280744583094,5.0565834617687315,5.255545630422896,5.453605339251806,5.624997721147718,13,0,1.0
KSU,Kansas St.,Big 12,2026,,14,5.259074229964255,0.29990029196337326,4.872287810799667,5.0536459328774255,5.257475567898091,5.465187591257991,5.643707170519717,14,0,1.0
RGV,UTRGV,Southland,2026,,16,5.2633197738666855,0.3379971309384179,4.833515857061437,5.031317708176338,5.259669772196059,5.48938458527574,5.697945717955842,16,0,1.0
WOF,Wofford,Southern Conference,2026,,14,5.263729175878877,0.3251691781727023,4.847282958031856,5.040629516000164,5.266961430126111,5.488061344456122,5.680653990696021,14,0,1.0
CLT,Charlotte,American Athletic,2026,,16,5.264271503160806,0.29831332277237443,4.883115454251537,5.060652431772999,5.264097405967319,5.466588119311791,5.647859990111075,16,0,1.0
RUTG,Rutgers,Big Ten,2026,,14,5.2668399346590205,0.3202784902494683,4.862414691983827,5.051906404380291,5.264132923463469,5.476435217965755,5.681921667860611,14,0,1.0
NEV,Nevada,Mountain West,2026,,13,5.2691322432208665,0.43461395911952316,4.717481503054688,4.97378530392468,5.266126993015291,5.558277398530238,5.833292954352479,13,0,1.0
ALA,Alabama,SEC,2026,,17,5.269650941491242,0.25948052255389187,4.938020342075152,5.093808988720352,5.269665872152611,5.442467999738177,5.602084721345716,17,0,1.0
SIUE,SIUE,Ohio Valley,2026,,15,5.2700031753388235,0.3318447796747418,4.847854934125359,5.042986732827762,5.267665749188836,5.4925549493601435,5.696856985523461,15,0,1.0
ARST,Arkansas St.,Sun Belt,2026,,14,5.272096030016594,0.31670150398761376,4.872276261236503,5.053562150294115,5.272630715334765,5.48589807506429,5.676366591146076,14,0,1.0
ORE,Oregon,Big Ten,2026,,18,5.273226190436666,0.32864518706218204,4.857817397486349,5.048666229828008,5.267406200924569,5.493441726240372,5.701074815564765,18,0,1.0
KU,Kansas,Big 12,2026,,12,5.273418470134027,0.37220593031170507,4.790189149637572,5.022475102923032,5.275009224105794,5.523838874307128,5.752389853570718,12,0,1.0
JMU,James Madison,Sun Belt,2026,,18,5.275069224827518,0.3627820515654566,4.814620877774187,5.0299166662254695,5.264492343880848,5.5217144279567885,5.743507529226466,18,0,1.0
ALST,Alabama St.,SWAC,2026,,11,5.278137092739252,0.36253144668990656,4.810251390413467,5.037561005520945,5.275541123636494,5.520772110570936,5.736604622579514,11,0,1.0
UNCW,UNCW,Coastal Athletic,2026,,13,5.281505070630172,0.3920899674652625,4.7786504439201005,5.0142176561256875,5.2819354200254365,5.542415729365791,5.7832057625843065,13,0,1.0
M-OH,Miami (OH),Mid-American,2026,,12,5.283485029735864,0.3356124600697118,4.854462222124103,5.052236335196724,5.2830568058783705,5.508813459861046,5.718760173132378,12,0,1.0
GT,Georgia Tech,ACC,2026,,17,5.285378922032681,0.2922024112190097,4.912984259491719,5.086968717878306,5.28509286493412,5.480707412401977,5.657485547564832,17,0,1.0
IOWA,Iowa,Big Ten,2026,,17,5.285647326080557,0.41033919466642305,4.76266800173611,5.009836361951363,5.283054195388963,5.562853199435787,5.815292552530676,17,0,1.0
UNF,North Florida,Atlantic Sun,2026,,15,5.288733649113981,0.4025985755675393,4.773890134265037,5.016004672527509,5.286269919538948,5.560968413618766,5.802026256207235,15,0,1.0
UNM,New Mexico,Mountain West,2026,,12,5.289995239249364,0.39206885379642503,4.788783058517902,5.022213527937996,5.285760705513905,5.555512335377197,5.794545863453653,12,0,1.0
MOST,Missouri St.,Conference USA,2026,,14,5.29237326775758,0.3143214361594111,4.8929103396678695,5.0792090499985365,5.29336838217899,5.502576128275142,5.693019236589465,14,0,1.0
MUR,Murray St.,Missouri Valley,2026,,17,5.297250626212617,0.3415442158930053,4.853696788070486,5.068044509511782,5.295508092875177,5.528556361521734,5.736582564241248,17,0,1.0
OKST,Oklahoma St.,Big 12,2026,,14,5.309102982597394,0.3504116266421232,4.864764601706332,5.06830368412616,5.306272373299247,5.539611639371883,5.765905861012979,14,0,1.0
BAY,Baylor,Big 12,2026,,15,5.310804211064297,0.35600139040794754,4.865289933022635,5.066696589274104,5.303379291021456,5.5496965266283915,5.769743370431422,15,0,1.0
LMU,LMU (CA),West Coast,2026,,14,5.31182827969772,0.4322365089131212,4.758500821075073,5.02133403224224,5.307463382543197,5.598423972619539,5.873499674589082,14,0,1.0
COFC,Col. of Charleston,Coastal Athletic,2026,,19,5.3125535555823244,0.3290542522567314,4.888618576692171,5.08797667721198,5.314414772112075,5.532995830399567,5.733087902992781,19,0,1.0
NAVY,Navy,Patriot League,2026,,13,5.315532685254474,0.3209947177038003,4.907996798155779,5.1014800701390675,5.318115642142016,5.527308984325275,5.726056238386541,13,0,1.0
ELON,Elon,Coastal Athletic,2026,,12,5.316388188785441,0.31359772869047925,4.913568261923319,5.103110220314033,5.319564027013255,5.528334245678915,5.715753097381608,12,0,1.0
ACU,Abilene Christian,WAC,2026,,17,5.3191654471807075,0.3269465751190192,4.897973298282234,5.099516529274618,5.319903492275703,5.538237625085639,5.732223470945866,17,0,1.0
UPST,USC Upstate,Big South,2026,,16,5.3226182883196165,0.4131805218801252,4.7993774947536485,5.038364720149062,5.3165467163020566,5.595820644439451,5.845242626393945,16,0,1.0
GTWN,Georgetown,Big East,2026,,17,5.324893662975593,0.33528291094205287,4.8942760330590795,5.097399081776845,5.3247429415760665,5.551432374763031,5.753306413718034,17,0,1.0
FAU,Fla. Atlantic,American Athletic,2026,,15,5.325176267589754,0.4076253922236877,4.806693984014199,5.051377038022657,5.323973658545841,5.59931301550162,5.850839812527294,15,0,1.0
UCLA,UCLA,Big Ten,2026,,15,5.32681611548745,0.25976789287944824,4.995678993712711,5.14932073055922,5.325822838359451,5.503008333848472,5.660693211563766,15,0,1.0
NWST,Northwestern St.,Southland,2026,,14,5.331257856583889,0.3144621429447296,4.934431703446532,5.11880857987637,5.3321250893342285,5.540156445951148,5.7343791637002735,14,0,1.0
NCSU,NC State,ACC,2026,,14,5.331656879755556,0.3322031388950686,4.91247438920822,5.108294560073697,5.3257473899661925,5.5516783694949465,5.756363928137591,14,0,1.0
UVA,Virginia,ACC,2026,,17,5.333327297160089,0.3603083488711017,4.872049246480558,5.088268455688269,5.33312976217133,5.575232560197987,5.797089403529537,17,0,1.0
CIN,Cincinnati,Big 12,2026,,14,5.333346024137548,0.2639168640118133,4.990569689972378,5.154877866702517,5.335913555494918,5.510401844834352,5.672107088865197,14,0,1.0
UCD,UC Davis,Big West,2026,,14,5.333406568706023,0.3286547705405684,4.911051764357873,5.113518626118648,5.3308833224297745,5.551752557027296,5.753468648977551,14,0,1.0
WAKE,Wake Forest,ACC,2026,,13,5.334131734281474,0.3332263856278672,4.9160008626214,5.111219587481584,5.332882655346773,5.56273610397926,5.762759376981052,13,0,1.0
UCSD,UC San Diego,Big West,2026,,14,5.341095525366976,0.4038533882326468,4.817421338518815,5.068959696545497,5.335148358133349,5.610528738389332,5.855999666939253,14,0,1.0
BALL,Ball St.,Mid-American,2026,,14,5.3413064597382265,0.31447862901979323,4.943001606303367,5.124226053253084,5.338108826709434,5.550800489547108,5.749913289980522,14,0,1.0
UGA,Georgia,SEC,2026,,16,5.347409480635282,0.2409643369338588,5.0397581234227316,5.18113247127784,5.343138620894535,5.513938807355711,5.657554383689668,16,0,1.0
ODU,Old Dominion,Sun Belt,2026,,19,5.349243076334425,0.3154917987829329,4.9451742345623355,5.135094680479453,5.344625882405026,5.562352544571219,5.762282235795224,19,0,1.0
TXST,Texas St.,Sun Belt,2026,,17,5.34925667776407,0.3732833018374116,4.87267640260506,5.095253062499378,5.34668561151054,5.596218453825493,5.82962857903281,17,0,1.0
WES,Wesleyan,Unknown,2026,,17,5.352420204451625,0.41474510928908614,4.822141286265113,5.070804737100041,5.340963838903436,5.634242835282095,5.886254547330604,17,0,1.0
PAC,Pacific,West Coast,2026,,12,5.355101624289903,0.34364815058708287,4.9209545388669715,5.1235138322654326,5.353472664656927,5.585356627210705,5.799978043970266,12,0,1.0
SJSU,San Jose St.,Mountain West,2026,,14,5.355824658834385,0.294530648065295,4.9758859027423155,5.158152739586852,5.353226192593294,5.552349208492473,5.737289086867303,14,0,1.0
ASU,Arizona St.,Big 12,2026,,17,5.357419333121359,0.27240727361971934,5.0056771026711235,5.173231288156523,5.357570460369151,5.542987844269364,5.704121770704219,17,0,1.0
VT,Virginia Tech,ACC,2026,,15,5.3579725373231355,0.2628375058997602,5.017873589527387,5.180859922093339,5.3593297171537255,5.537397906017011,5.693892763107924,15,0,1.0
FAIR,Fairfield,Metro Atlantic,2026,,10,5.359587188527064,0.41117281815192186,4.827521620462259,5.077508517953705,5.357191480203753,5.640828559882129,5.89389086247561,10,0,1.0
NIU,NIU,Mid-American,2026,,13,5.360198701419212,0.367128740050652,4.889853454524033,5.111571946209853,5.353334112301823,5.608944683087264,5.836152596841013,13,0,1.0
MER,Mercer,Southern Conference,2026,,19,5.365016535415533,0.3135464207241437,4.964809181901908,5.150971304812862,5.362717638007973,5.575674239585577,5.771750484199455,19,0,1.0
SC,South Carolina,SEC,2026,,15,5.36967300148404,0.3235456559941068,4.958995051949305,5.148981407296394,5.3669343441445925,5.584242638182328,5.781627317152404,15,0,1.0
SDSU,San Diego St.,Mountain West,2026,,17,5.377261692154626,0.38563641550100347,4.88066066996989,5.11946409896298,5.377592349232486,5.638395199400101,5.867430750203476,17,0,1.0
WKU,Western Ky.,Conference USA,2026,,15,5.3804344216945115,0.3570986222870494,4.923701780864095,5.139446344820582,5.378177050362353,5.616030551004268,5.84205238215401,15,0,1.0
LIB,Liberty,Conference USA,2026,,12,5.383372492804054,0.30639797760538146,4.998293195142566,5.177287782625321,5.379927342207509,5.583881448764606,5.7818514610424465,12,0,1.0
HALL,Seton Hall,Big East,2026,,15,5.384678990655139,0.31803510198021984,4.976769122742309,5.169176614824309,5.381039934909736,5.598571071007717,5.795808800625676,15,0,1.0
GAST,Georgia St.,Sun Belt,2026,,16,5.385518537325346,0.3826331015601858,4.898134764217968,5.123724947164895,5.385604742986148,5.641090136879357,5.877468035513541,16,0,1.0
NEB,Nebraska,Big Ten,2026,,16,5.386137722470263,0.35290677806004195,4.938599831095394,5.144415284276924,5.385181128232535,5.6250353045504395,5.841134340044814,16,0,1.0
HC,Holy Cross,Patriot League,2026,,16,5.388163696779894,0.33693354829725086,4.948816835970329,5.158961825622823,5.3880747660988835,5.615046392332543,5.821473252757254,16,0,1.0
CSUF,Cal St. Fullerton,Big West,2026,,17,5.393669298500122,0.29229088235904827,5.021837376978,5.197753211043627,5.392584628412626,5.588309301146378,5.771039517084561,17,0,1.0
AMCC,Austin Peay,Atlantic Sun,2026,,19,5.393803082737176,0.46990978549513585,4.798853832257485,5.069594943231404,5.389129600952286,5.704695046202419,6.001023005019232,19,0,1.0
TULN,Tulane,American Athletic,2026,,14,5.395465943073686,0.29223061942897427,5.017369438213412,5.199269259282224,5.397367699264235,5.590829063693748,5.768084693621052,14,0,1.0
EVAN,Evansville,Missouri Valley,2026,,11,5.401574045215133,0.3197389454569817,4.994605242304167,5.193632830184933,5.39768290784977,5.613508868683122,5.812496079657205,11,0,1.0
ARMY,Army West Point,Patriot League,2026,,12,5.403320409572849,0.3924673530673105,4.897708883794401,5.1327124374162185,5.401790515647001,5.670953201486139,5.905298570029307,12,0,1.0
UCF,UCF,Big 12,2026,,13,5.418777246290087,0.3281115600479133,5.002940698774859,5.1970857254558815,5.411646221782684,5.636008607658229,5.843019301429248,13,0,1.0
UVU,Utah Valley,WAC,2026,,16,5.423859714068839,0.36295627028338756,4.961401312124935,5.176991968079781,5.425957049418258,5.665442063549366,5.898319562134034,16,0,1.0
LONG,Longwood,Big South,2026,,14,5.423990974598086,0.36437399763570266,4.955520557566326,5.177825244036736,5.421508092589873,5.669354179450612,5.900660282465902,14,0,1.0
CREI,Creighton,Big East,2026,,15,5.424018339174149,0.32970490645765826,4.999179398345371,5.203579648703204,5.425518135369471,5.646823064249004,5.849089924463008,15,0,1.0
ALB,UAlbany,America East,2026,,11,5.424118068357053,0.3376628118001415,4.985959753696913,5.1967047621175775,5.420906108518123,5.653661793626259,5.858046935114602,11,0,1.0
IU,Indiana,Big Ten,2026,,15,5.428378275599523,0.2547738922645834,5.103466380954176,5.25743453938318,5.42806704415167,5.603131528084347,5.755672011768043,15,0,1.0
USD,San Diego,West Coast,2026,,13,5.428793431810203,0.2889207007278131,5.056443107721939,5.234941785527025,5.42909173045391,5.622929344938488,5.801413201524021,13,0,1.0
TROY,Troy,Sun Belt,2026,,15,5.4293994466324875,0.33340051186978614,5.002577630725512,5.204531693421112,5.425510934368508,5.653332626248425,5.857481993001572,15,0,1.0
SMC,Saint Mary's (CA),West Coast,2026,,11,5.429734538761993,0.4432532683245644,4.865806931457388,5.1254907534628025,5.428689609386847,5.730032259149252,5.99724263878479,11,0,1.0
UNLV,UNLV,Mountain West,2026,,14,5.431148013130596,0.29743247345496054,5.053255333646327,5.2310789397409865,5.428724464839288,5.634187668860604,5.818059979450245,14,0,1.0
MRST,Marist,Metro Atlantic,2026,,16,5.432504437738142,0.30862637360924666,5.041290994222689,5.220143060866732,5.431357840257336,5.640278729582016,5.827111053773857,16,0,1.0
STET,Stetson,Atlantic Sun,2026,,16,5.432918054845801,0.3183683567778936,5.022800416967199,5.21535700196715,5.429926529495811,5.649308033760572,5.846436594553456,16,0,1.0
UNCG,UNC Greensboro,Southern Conference,2026,,13,5.433152284329086,0.3388227770755849,5.00035386711069,5.20699529098211,5.431974231897446,5.659981073920261,5.871331731155037,13,0,1.0
MTSU,Middle Tenn.,Conference USA,2026,,13,5.4362165988143945,0.38405250643274047,4.941776908537859,5.176818635048808,5.433458300172152,5.6964427864325184,5.935584507837646,13,0,1.0
GWEB,Gardner-Webb,Big South,2026,,16,5.439921517473752,0.32226971903357743,5.022857638471886,5.22202138518698,5.443933238900101,5.6555526077339895,5.852404590689757,16,0,1.0
