rank,team,season,week,n_pitchers,fip_mean,fip_std,fip_p10,fip_p25,fip_p50,fip_p75,fip_p90,n_returning_pitchers,n_unknown_pitchers,ip_coverage
157,IONA,2026,,11,5.761044076177674,0.4122108560537967,5.227322501147129,5.483419737197735,5.754655544355589,6.042820050855819,6.301192097336819,11,0,1.0
158,MIZ,2026,,16,5.766676364281392,0.34147947541976076,5.3253707967172135,5.533709535179565,5.766806194317008,6.000995458114476,6.206164949103389,16,0,1.0
159,GMU,2026,,16,5.7679792357413335,0.34721982442375804,5.318185573805101,5.5280381343285505,5.769652033044508,6.002228206662623,6.210222373960314,16,0,1.0
160,NU,2026,,7,5.768125012600067,0.42925637100515135,5.2138112764090785,5.4790693545334825,5.764445888793121,6.0569401884791,6.31219555783434,7,0,1.0
161,USF,2026,,14,5.769396427299284,0.38655381703779657,5.27713020427948,5.506935731558452,5.769966587854656,6.028593618141453,6.265624392473065,14,0,1.0
162,JVST,2026,,14,5.769442252056324,0.3513868412421706,5.321955322526297,5.529449751765075,5.770230278580939,6.006785481088784,6.223219573637149,14,0,1.0
163,LONG,2026,,11,5.7697320782072685,0.37762845907636844,5.27617654750563,5.513855826080832,5.773289709329563,6.024805387126037,6.252311935069575,11,0,1.0
164,ETSU,2026,,12,5.770072153184719,0.40959917366516746,5.245146327152121,5.487554911049887,5.773344222477931,6.0457030452920995,6.296614991547087,12,0,1.0
165,UTAH,2026,,13,5.774513403821473,0.3807670458110278,5.284274113125209,5.521087095216071,5.775779077680491,6.024594731802333,6.26112923083014,13,0,1.0
166,WMU,2026,,13,5.7760896714394345,0.3599160444896487,5.3135833318365,5.530361889401674,5.7701926502850425,6.021285779281711,6.244804413222758,13,0,1.0
167,GTWN,2026,,17,5.777483877605565,0.3343146853378739,5.349051652584937,5.557204087931155,5.775784440014374,6.001035689693857,6.2115184386147,17,0,1.0
168,SIU,2026,,9,5.778883357469212,0.43528481931850754,5.222189648474293,5.490099510458164,5.778053134281363,6.070155711729518,6.336031613477796,9,0,1.0
169,MSU,2026,,10,5.779277446363051,0.4134206861854181,5.250899964915183,5.509285324595952,5.7761396315780065,6.055217707613776,6.311022169075326,10,0,1.0
170,CARK,2026,,13,5.780015450698208,0.3876521199327413,5.286136908800091,5.513867558043086,5.774101099081816,6.043992856533254,6.2825742824838615,13,0,1.0
171,TTU,2026,,19,5.781398612294032,0.31911569601790235,5.375840796391335,5.563377263619749,5.783651480944366,5.99505917954214,6.189195782850803,19,0,1.0
172,LIU,2026,,11,5.7828663183539435,0.4586942173638795,5.197023002409425,5.4719395531150195,5.780914437281934,6.0898560009431115,6.381168071306227,11,0,1.0
173,AFA,2026,,14,5.783285008752928,0.37781771697043015,5.299114100333916,5.524307750350248,5.782504341763071,6.039988848510165,6.266567635767393,14,0,1.0
174,WASH,2026,,11,5.78485099461226,0.37453114058672543,5.306433540843017,5.537071664729661,5.787918171058214,6.035043299667149,6.256502388808965,11,0,1.0
