Season,Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS,K%,BB%,K:BB,ISO,BABIP,wOBA,wRC,wRAA,wRC+,GB%,LD%,FB%,PU%,HR/FB%
2025,Brock Mercado,UNC Asheville,SR,DH,0.225,0.342,0.267,0.609,43,147,120,18,27,5,0,0,13,7,16,25,0,1,17.0%,10.9%,1.56,0.042,0.276,0.305,14,-9,61,46.3%,15.8%,37.9%,6.3%,0.0%
2025,Brock Murtha,Navy,JR,2B,0.272,0.408,0.402,0.81,48,212,169,31,46,11,1,3,28,20,20,36,22,3,17.0%,9.4%,1.81,0.13,0.326,0.386,34,1,102,47.3%,17.6%,35.1%,8.4%,6.5%
2025,Brock Perreira,CSU Bakersfield,SR,DH,0.283,0.429,0.387,0.817,54,222,173,16,49,11,2,1,32,18,27,34,2,2,15.3%,12.2%,1.25,0.104,0.345,0.397,37,3,108,37.2%,19.7%,43.1%,10.2%,1.7%
2025,Brock Thompson,Oklahoma State,FR,2B,0.238,0.379,0.463,0.842,48,186,147,36,35,9,0,8,28,1,33,50,12,1,26.9%,17.7%,1.52,0.224,0.3,0.383,29,0,101,42.9%,15.3%,41.8%,8.2%,19.5%
2025,Brock Watkins,BYU,GR,2B,0.302,0.369,0.531,0.9,48,204,179,30,54,8,0,11,39,4,17,57,1,1,27.9%,8.3%,3.36,0.229,0.377,0.398,35,3,109,37.1%,21.8%,41.1%,6.5%,21.6%
2025,Brodie Johnston,Vanderbilt,FR,3B,0.26,0.297,0.534,0.831,56,240,223,40,58,14,1,15,55,3,10,68,2,2,28.3%,4.2%,6.74,0.274,0.301,0.359,33,-4,88,33.3%,20.8%,45.9%,12.6%,20.5%
2025,Brodie Kresser,West Virginia,SR,SS,0.278,0.373,0.378,0.751,59,257,209,50,58,12,0,3,41,10,26,37,12,3,14.4%,10.1%,1.43,0.1,0.313,0.352,34,-6,85,48.6%,15.0%,36.4%,6.9%,4.8%
2025,Brody Block,Utah Valley,JR,DH,0.315,0.429,0.396,0.825,49,184,149,38,47,7,1,1,26,4,27,44,4,1,23.9%,14.7%,1.63,0.081,0.434,0.394,31,2,107,38.3%,31.8%,29.9%,2.8%,3.1%
2025,Brody Capps,Tennessee-Martin,JR,1B,0.309,0.396,0.493,0.889,54,245,207,42,64,11,3,7,53,9,24,28,6,1,11.4%,9.8%,1.16,0.184,0.322,0.402,42,4,111,42.9%,19.0%,38.0%,7.6%,10.0%
2025,Brody Donay,Florida,JR,DH,0.303,0.418,0.646,1.064,57,238,198,45,60,10,2,18,41,11,28,60,8,1,25.2%,11.8%,2.14,0.343,0.35,0.462,53,15,141,36.2%,13.8%,50.0%,13.0%,26.1%
2025,Brody Linker,Presbyterian,FR,SS,0.247,0.317,0.38,0.697,46,169,150,27,37,10,2,2,23,5,11,37,9,1,21.9%,6.5%,3.37,0.133,0.313,0.324,19,-8,70,54.5%,10.7%,34.8%,6.3%,5.1%
2025,Brody McKenzie,Rhode Island,SR,CF,0.3,0.5,0.408,0.908,45,178,120,44,36,8,1,1,22,21,27,30,20,2,16.9%,15.2%,1.11,0.108,0.393,0.448,37,9,134,46.0%,20.7%,33.3%,5.7%,3.4%
2025,Brody Rasmussen,Maine,JR,CF,0.307,0.366,0.495,0.861,48,229,202,40,62,13,2,7,32,4,17,41,6,3,17.9%,7.4%,2.42,0.188,0.348,0.385,36,1,102,40.6%,21.9%,37.5%,2.5%,11.7%
2025,Brody Williams,Kent State,JR,C,0.341,0.457,0.53,0.987,51,232,185,50,63,12,1,7,53,9,34,29,9,2,12.5%,14.7%,0.85,0.189,0.366,0.447,48,12,134,46.5%,17.0%,36.5%,5.7%,12.1%
2025,Broedy Poppell,Florida A&M,JR,C,0.314,0.44,0.613,1.052,56,257,204,53,64,7,9,12,52,5,44,40,7,3,15.6%,17.1%,0.91,0.299,0.333,0.452,55,15,136,36.4%,18.5%,45.7%,12.3%,16.2%
2025,Brooks Bryan,Troy,JR,C,0.279,0.399,0.533,0.931,60,276,229,42,64,18,2,12,61,9,37,72,3,0,26.1%,13.4%,1.95,0.253,0.356,0.416,51,8,118,33.8%,18.5%,47.8%,12.7%,16.0%
2025,Brooks Craigue,Merrimack,SO,LF,0.265,0.395,0.392,0.787,45,206,166,31,44,12,0,3,26,7,30,28,4,0,13.6%,14.6%,0.93,0.127,0.299,0.375,31,-1,97,39.8%,19.5%,40.6%,7.0%,5.8%
2025,Brooks Kettering,Southeast Missouri State,SO,2B,0.24,0.404,0.305,0.709,54,267,200,40,48,9,2,0,18,11,46,39,5,4,14.6%,17.2%,0.85,0.065,0.293,0.356,36,-5,87,34.2%,26.7%,39.8%,10.6%,0.0%
2025,Brooks Sailors,Purdue Fort Wayne,SR,C,0.279,0.431,0.404,0.835,51,232,183,47,51,11,0,4,19,5,44,32,2,5,13.8%,19.0%,0.73,0.126,0.32,0.401,40,4,110,49.0%,15.4%,35.6%,4.7%,7.5%
2025,Bruce Jellison,Eastern Michigan,JR,3B,0.292,0.404,0.345,0.749,48,213,168,35,49,6,0,1,29,16,21,25,1,0,11.7%,9.9%,1.18,0.054,0.32,0.363,30,-3,91,36.7%,25.3%,38.0%,6.0%,1.8%
2025,Bruce Wyche,North Carolina A&T,FR,RF,0.265,0.394,0.466,0.86,51,232,189,47,50,7,2,9,29,16,25,49,5,1,21.1%,10.8%,1.95,0.201,0.311,0.395,39,3,107,39.7%,19.9%,40.4%,6.4%,15.8%
2025,Bryan Arendt,UNC Wilmington,SR,C,0.279,0.378,0.497,0.875,53,222,183,36,51,19,0,7,33,10,21,38,10,3,17.1%,9.5%,1.8,0.219,0.312,0.394,37,2,106,27.7%,17.7%,54.6%,13.5%,9.1%
2025,Bryan Loriga,New Orleans,SR,3B,0.297,0.35,0.486,0.836,52,234,212,33,63,16,0,8,37,1,18,41,0,0,17.5%,7.7%,2.27,0.189,0.331,0.371,35,-2,95,46.2%,12.9%,40.9%,6.4%,11.4%
2025,Bryan Padilla,Connecticut,GR,2B,0.258,0.378,0.384,0.762,56,232,190,42,49,9,0,5,37,6,32,43,8,2,18.5%,13.8%,1.34,0.126,0.306,0.361,32,-4,90,37.2%,22.3%,40.5%,2.0%,8.3%
2025,Bryant Loving,North Alabama,SO,3B,0.237,0.318,0.333,0.652,45,159,135,18,32,3,2,2,20,4,13,39,5,0,24.5%,8.2%,2.99,0.096,0.313,0.308,15,-9,62,38.9%,16.8%,44.2%,14.7%,4.8%
2025,Bryce Blaser,UL Monroe,JR,LF,0.279,0.371,0.379,0.75,53,228,190,24,53,13,0,2,25,5,24,35,7,2,15.4%,10.5%,1.47,0.1,0.329,0.353,30,-5,86,36.8%,28.4%,34.8%,8.4%,3.7%
2025,Bryce Calloway,New Orleans,SR,1B,0.39,0.484,0.722,1.206,54,244,205,63,80,10,2,18,63,7,31,60,1,2,24.6%,12.7%,1.94,0.332,0.484,0.521,66,27,172,45.8%,20.1%,34.0%,5.6%,36.7%
2025,Bryce Cannon,Southeast Missouri State,SR,1B,0.295,0.398,0.505,0.902,55,259,220,47,65,20,1,8,40,10,28,46,6,4,17.8%,10.8%,1.65,0.209,0.341,0.409,46,6,114,29.9%,19.0%,51.1%,6.9%,9.0%
2025,Bryce Chance,Mississippi State,SR,CF,0.332,0.399,0.466,0.866,58,242,208,49,69,14,1,4,43,3,23,39,10,1,16.1%,9.5%,1.69,0.135,0.385,0.396,41,3,107,44.9%,23.4%,31.7%,2.4%,7.5%
2025,Bryce Fowler,Alabama,JR,RF,0.267,0.381,0.394,0.775,59,283,236,47,63,9,0,7,43,9,35,39,12,3,13.8%,12.4%,1.11,0.127,0.293,0.366,41,-3,92,39.4%,23.7%,36.9%,6.6%,9.6%
2025,Bryce Grizzaffi,Lamar,SR,C,0.287,0.401,0.328,0.729,44,154,122,29,35,2,0,1,18,6,18,13,4,0,8.4%,11.7%,0.72,0.041,0.312,0.355,21,-3,87,45.5%,20.8%,33.7%,11.9%,2.9%
2025,Bryce Hughes,Texas Southern,FR,SS,0.353,0.455,0.544,0.999,54,258,204,56,72,14,2,7,53,16,24,32,44,5,12.4%,9.3%,1.33,0.191,0.389,0.455,55,15,138,36.0%,22.6%,41.5%,5.5%,10.3%
2025,Bryce Martin-Grudzielanek,Southern California,JR,SS,0.294,0.364,0.433,0.797,60,273,238,44,70,7,1,8,41,5,23,61,9,1,22.3%,8.4%,2.65,0.139,0.36,0.365,39,-4,92,41.2%,19.8%,39.0%,7.3%,11.6%
2025,Bryce Molinaro,Penn State,SO,3B,0.267,0.373,0.502,0.875,56,268,225,46,60,8,3,13,61,6,34,66,8,2,24.6%,12.7%,1.94,0.236,0.315,0.392,44,2,106,45.1%,11.1%,43.8%,3.1%,18.3%
2025,Bryce Phelps,Wagner,SR,RF,0.399,0.482,0.489,0.971,51,222,188,49,75,14,0,1,33,12,19,26,4,2,11.7%,8.6%,1.36,0.09,0.457,0.454,48,13,138,53.7%,24.1%,22.2%,1.9%,2.8%
2025,Bryce Ronken,South Dakota State,SO,RF,0.314,0.448,0.474,0.923,43,194,156,33,49,13,0,4,36,9,29,41,5,1,21.1%,14.9%,1.42,0.16,0.405,0.431,38,8,126,46.5%,21.9%,31.6%,2.6%,11.1%
2025,Bryce Rudisill,Mount St. Mary’s,FR,1B,0.244,0.382,0.461,0.843,49,225,180,39,44,9,0,10,41,16,26,37,7,3,16.4%,11.6%,1.41,0.217,0.25,0.387,36,1,103,46.7%,9.6%,43.7%,7.4%,16.9%
2025,Bryce Thompson,Coppin State,JR,RF,0.237,0.358,0.273,0.631,46,166,139,15,33,2,0,1,12,7,19,34,0,0,20.5%,11.4%,1.8,0.036,0.308,0.317,17,-9,67,44.4%,20.2%,35.4%,8.1%,2.9%
2025,Bryker Hurdsman,BYU,JR,RF,0.337,0.429,0.526,0.956,51,226,190,51,64,18,3,4,36,14,19,59,8,3,26.1%,8.4%,3.11,0.189,0.462,0.435,45,10,127,42.7%,21.4%,35.9%,1.5%,8.5%
2025,Brylan West,Florida International,SR,1B,0.336,0.432,0.544,0.977,56,266,226,53,76,9,1,12,29,11,28,33,0,1,12.4%,10.5%,1.18,0.208,0.352,0.439,54,12,130,36.5%,21.4%,42.2%,8.3%,14.8%
2025,Bryson Arnette,Lindenwood,SR,3B,0.233,0.331,0.343,0.673,56,245,210,34,49,8,0,5,30,7,25,35,3,0,14.3%,10.2%,1.4,0.11,0.254,0.319,26,-12,68,41.2%,19.2%,39.5%,7.3%,7.1%
2025,Bub Terrell,Auburn,FR,LF,0.3,0.372,0.458,0.83,55,231,203,38,61,17,0,5,41,5,20,46,4,2,19.9%,8.7%,2.29,0.158,0.361,0.379,36,0,99,43.8%,16.9%,39.4%,4.4%,7.9%
2025,Bubba Rocha,California Baptist,SR,LF,0.333,0.462,0.474,0.936,46,200,156,39,52,13,0,3,26,9,30,42,7,3,21.0%,15.0%,1.4,0.141,0.434,0.438,40,9,129,57.3%,15.4%,27.4%,1.7%,9.4%
2025,CJ Cepicky,Northern Illinois,SR,RF,0.203,0.32,0.422,0.742,42,151,128,34,26,2,1,8,28,4,18,40,0,0,26.5%,11.9%,2.23,0.219,0.225,0.338,18,-5,78,37.2%,14.0%,48.8%,10.5%,19.0%
2025,CJ Egrie,Holy Cross,JR,RF,0.308,0.459,0.485,0.944,55,261,198,67,61,14,3,5,29,16,41,38,33,9,14.6%,15.7%,0.93,0.177,0.357,0.44,53,12,130,36.2%,20.4%,43.4%,6.6%,7.6%
2025,CJ Willis,Quinnipiac,SR,RF,0.333,0.422,0.607,1.029,53,257,219,54,73,13,4,13,65,6,29,31,15,6,12.1%,11.3%,1.07,0.274,0.339,0.449,54,14,135,40.1%,13.2%,46.7%,11.5%,15.3%
2025,Cade Bush,North Florida,SR,1B,0.316,0.388,0.449,0.837,44,183,158,23,50,9,0,4,35,3,18,31,6,0,16.9%,9.8%,1.72,0.133,0.362,0.381,29,0,100,48.9%,17.6%,33.6%,6.1%,9.1%
2025,Cade Campbell,California,JR,3B,0.313,0.35,0.505,0.856,51,215,198,34,62,12,1,8,39,2,11,50,4,1,23.3%,5.1%,4.57,0.192,0.378,0.38,33,0,99,40.8%,22.4%,36.8%,9.9%,14.3%
2025,Cade Carr,Samford,SO,DH,0.332,0.422,0.531,0.953,56,258,211,43,70,16,1,8,61,15,24,46,0,0,17.8%,9.3%,1.91,0.199,0.376,0.427,50,10,124,36.3%,18.7%,45.0%,7.0%,10.4%
2025,Cade Climie,Houston,JR,LF,0.264,0.42,0.507,0.927,46,188,144,31,38,6,1,9,37,6,35,46,3,2,24.5%,18.6%,1.32,0.243,0.315,0.416,35,5,118,37.6%,21.8%,40.6%,5.0%,22.0%
2025,Cade Dodson,UT Arlington,FR,2B,0.324,0.387,0.479,0.865,53,244,213,45,69,16,1,5,28,3,20,36,16,3,14.8%,8.2%,1.8,0.155,0.368,0.394,41,2,107,42.4%,20.9%,36.7%,1.7%,7.7%
2025,Cade Hentz,Jacksonville,SO,3B,0.241,0.294,0.307,0.602,50,186,166,24,40,9,1,0,19,3,10,29,5,0,15.6%,5.4%,2.89,0.066,0.29,0.285,15,-14,51,44.8%,20.9%,34.3%,11.2%,0.0%
2025,Cade Martin,Little Rock,FR,C,0.299,0.401,0.455,0.856,49,197,167,31,50,11,0,5,31,1,28,42,1,3,21.3%,14.2%,1.5,0.156,0.372,0.395,33,2,107,42.3%,22.8%,35.0%,3.3%,11.6%
2025,Cade Parker,Georgia Southern,SR,SS,0.236,0.322,0.476,0.798,59,241,208,45,49,8,0,14,40,3,25,85,7,2,35.3%,10.4%,3.39,0.24,0.313,0.354,32,-5,86,28.4%,15.5%,56.0%,10.3%,21.5%
2025,Cade Sanchez,Texas A&M-Corpus Christi,SR,2B,0.276,0.356,0.401,0.757,51,224,192,38,53,13,1,3,25,5,21,31,4,4,13.8%,9.4%,1.47,0.125,0.309,0.351,30,-5,85,48.8%,16.7%,34.6%,13.0%,5.4%
2025,Caden Bodine,Coastal Carolina,JR,C,0.318,0.454,0.461,0.915,67,313,245,55,78,18,1,5,42,17,47,24,2,7,7.7%,15.0%,0.51,0.143,0.332,0.424,59,11,122,42.6%,16.1%,41.3%,5.4%,5.4%
2025,Caden Bogenpohl,Missouri State,SO,CF,0.296,0.449,0.558,1.007,54,265,206,61,61,15,0,13,44,3,55,63,8,3,23.8%,20.8%,1.14,0.262,0.366,0.453,57,15,137,44.8%,21.0%,34.3%,4.2%,26.5%
2025,Caden Dulin,Pittsburgh,JR,2B,0.337,0.421,0.478,0.9,48,218,184,40,62,14,0,4,29,3,26,24,2,1,11.0%,11.9%,0.92,0.141,0.365,0.413,40,6,116,46.9%,14.4%,38.8%,10.0%,6.5%
2025,Caden Headlee,Milwaukee,GR,CF,0.283,0.42,0.459,0.879,58,259,205,44,58,9,3,7,31,4,46,49,17,2,18.9%,17.8%,1.06,0.176,0.338,0.406,46,5,113,41.4%,23.0%,35.5%,8.6%,13.0%
2025,Caden Konczak,Toledo,SR,RF,0.306,0.419,0.541,0.961,60,282,229,51,70,15,0,13,36,12,35,33,11,5,11.7%,12.4%,0.94,0.236,0.306,0.431,55,11,126,38.7%,17.6%,43.7%,8.5%,14.9%
2025,Caden Matlon,Akron,SR,C,0.29,0.412,0.432,0.844,48,200,162,30,47,10,2,3,28,14,21,28,5,0,14.0%,10.5%,1.33,0.142,0.331,0.397,34,3,108,37.1%,17.4%,45.5%,3.8%,5.0%
2025,Caden Miller,UTSA,FR,1B,0.28,0.453,0.487,0.94,57,257,189,56,53,13,1,8,41,20,43,50,8,1,19.5%,16.7%,1.17,0.206,0.333,0.435,51,11,127,44.5%,15.3%,40.1%,3.6%,14.5%
2025,Caden Parker,Bowling Green,SR,RF,0.25,0.389,0.311,0.7,44,187,148,26,37,3,0,2,27,8,27,37,9,4,19.8%,14.4%,1.38,0.061,0.315,0.347,24,-5,83,56.5%,16.7%,26.9%,4.6%,6.9%
2025,Caden Shapiro,Princeton,SR,LF,0.236,0.372,0.385,0.758,43,196,161,25,38,4,1,6,24,5,30,42,3,3,21.4%,15.3%,1.4,0.149,0.283,0.359,27,-3,89,46.2%,10.3%,43.6%,8.5%,11.8%
2025,Caden Sheridan,Morehead State,FR,C,0.255,0.353,0.4,0.753,52,239,200,37,51,14,0,5,32,7,26,37,2,1,15.5%,10.9%,1.42,0.145,0.282,0.349,31,-6,84,35.9%,18.6%,45.5%,9.6%,6.6%
2025,Caden Wildman,Cornell,JR,RF,0.282,0.38,0.419,0.798,31,142,117,24,33,7,0,3,17,1,18,30,9,0,21.1%,12.7%,1.66,0.137,0.353,0.371,21,-1,95,38.8%,29.4%,31.8%,5.9%,11.1%
2025,Cal Fisher,Florida State,SO,3B,0.303,0.411,0.489,0.9,52,227,188,32,57,11,0,8,37,9,26,56,2,1,24.7%,11.5%,2.15,0.186,0.392,0.412,41,6,116,49.2%,18.9%,31.8%,8.3%,19.0%
2025,Cal McGinnis,Evansville,SR,2B,0.333,0.391,0.448,0.839,47,216,192,26,64,10,0,4,36,4,16,19,2,1,8.8%,7.4%,1.19,0.115,0.349,0.385,34,1,102,37.9%,23.1%,39.1%,5.9%,6.1%
2025,Cal Sefcik,Cincinnati,SO,LF,0.289,0.368,0.45,0.819,56,247,211,32,61,9,2,7,43,1,29,40,6,0,16.2%,11.7%,1.38,0.161,0.318,0.371,37,-2,95,33.5%,21.0%,45.5%,11.4%,8.8%
2025,Caleb Berry,Michigan State,GR,C,0.297,0.376,0.467,0.842,45,191,165,33,49,10,0,6,34,8,14,27,5,3,14.1%,7.3%,1.93,0.17,0.321,0.384,30,0,101,40.6%,18.1%,41.3%,4.3%,10.5%
2025,Caleb Daniel,Georgia Tech,FR,LF,0.312,0.397,0.507,0.904,55,237,205,51,64,15,2,7,32,6,24,46,4,0,19.4%,10.1%,1.92,0.195,0.37,0.409,42,5,114,36.5%,24.5%,39.0%,5.0%,11.3%
2025,Caleb Johnson,Jacksonville State,JR,SS,0.254,0.351,0.377,0.728,61,271,228,49,58,9,5,3,33,12,24,66,18,6,24.4%,8.9%,2.74,0.123,0.337,0.341,34,-9,79,43.1%,20.6%,36.3%,5.0%,5.2%
2025,Caleb King,Delaware State,FR,C,0.217,0.306,0.283,0.589,34,121,106,17,23,5,1,0,10,5,9,16,6,2,13.2%,7.4%,1.78,0.066,0.253,0.287,10,-9,52,49.4%,20.2%,30.3%,7.9%,0.0%
2025,Caleb Shpur,Connecticut,GR,CF,0.363,0.43,0.529,0.959,58,278,240,70,87,10,3,8,43,7,23,33,42,7,11.9%,8.3%,1.43,0.167,0.393,0.435,55,12,127,55.5%,11.5%,33.0%,5.0%,12.1%
2025,Caleb Stelly,Louisiana,JR,DH,0.302,0.414,0.49,0.904,57,246,202,40,61,10,2,8,33,14,26,45,11,3,18.3%,10.6%,1.73,0.188,0.351,0.414,45,7,117,55.4%,15.9%,29.3%,3.8%,17.4%
2025,Caleb Wulf,Iowa,JR,1B,0.362,0.418,0.411,0.829,48,162,141,26,51,4,0,1,27,5,10,12,5,0,7.4%,6.2%,1.19,0.05,0.385,0.387,26,1,103,55.3%,22.0%,22.8%,4.1%,3.6%
2025,Cam Burdick,Cal State Fullerton,SO,CF,0.265,0.325,0.388,0.713,46,174,147,29,39,6,3,2,12,2,11,50,8,0,28.7%,6.3%,4.56,0.122,0.389,0.33,20,-7,74,35.6%,20.0%,44.4%,8.9%,5.0%
2025,Cam Cannarella,Clemson,JR,CF,0.353,0.479,0.53,1.01,61,292,232,62,82,22,2,5,52,6,52,42,6,4,14.4%,17.8%,0.81,0.177,0.412,0.463,65,19,142,47.8%,23.1%,29.0%,1.6%,9.3%
2025,Cam Gilkerson,Wright State,FR,RF,0.303,0.395,0.564,0.959,58,249,211,50,64,12,2,13,53,7,27,46,12,0,18.5%,10.8%,1.71,0.261,0.329,0.424,47,9,122,55.8%,11.5%,32.7%,6.7%,24.1%
2025,Cam Harthan,Marshall,JR,CF,0.261,0.345,0.338,0.683,56,242,207,37,54,9,2,1,33,10,17,20,9,4,8.3%,7.0%,1.19,0.077,0.283,0.325,27,-11,71,47.2%,15.0%,37.8%,8.3%,1.5%
2025,Cam Hoiland,Cal Poly,SR,RF,0.333,0.392,0.522,0.914,53,178,159,37,53,8,2,6,24,2,14,31,0,0,17.4%,7.9%,2.2,0.189,0.382,0.411,32,4,115,42.9%,19.8%,37.3%,6.3%,12.8%
2025,Cam Maldonado,Northeastern,JR,CF,0.351,0.467,0.631,1.098,60,272,222,76,78,17,0,15,59,7,42,51,29,7,18.8%,15.4%,1.22,0.279,0.401,0.483,65,22,152,43.6%,19.8%,36.6%,3.5%,23.8%
2025,Cam Schneider,Fresno State,SO,LF,0.273,0.342,0.335,0.677,56,202,176,24,48,8,0,1,23,5,15,39,3,0,19.3%,7.4%,2.61,0.063,0.338,0.322,22,-10,69,54.0%,16.5%,29.5%,3.6%,2.4%
2025,Cam Suto,Kennesaw State,SR,1B,0.257,0.357,0.472,0.829,58,249,214,41,55,13,0,11,36,12,22,63,3,0,25.3%,8.8%,2.88,0.215,0.312,0.376,38,-1,97,43.3%,14.0%,42.7%,9.3%,17.2%
2025,Camden Hayslip,UAB,SR,RF,0.243,0.306,0.535,0.841,50,206,185,31,45,8,2,14,56,2,16,62,10,0,30.1%,7.8%,3.86,0.292,0.277,0.361,29,-3,90,46.8%,13.5%,39.7%,4.0%,28.0%
2025,Camden Johnson,Wichita State,SO,3B,0.323,0.401,0.431,0.832,56,274,232,47,75,17,1,2,35,10,24,41,9,3,15.0%,8.8%,1.7,0.108,0.374,0.386,44,1,103,47.6%,23.3%,29.1%,3.7%,3.6%
2025,Camden Karczewski,Purdue Fort Wayne,SR,SS,0.324,0.391,0.427,0.818,47,213,185,28,60,6,2,3,28,4,17,34,6,0,16.0%,8.0%,2.0,0.103,0.383,0.38,33,0,99,51.4%,24.7%,24.0%,2.7%,8.6%
2025,Camden Kozeal,Arkansas,SO,1B,0.333,0.386,0.606,0.992,60,256,231,49,77,18,0,15,62,2,19,53,2,1,20.7%,7.4%,2.8,0.273,0.376,0.432,50,11,126,35.2%,26.1%,38.6%,4.5%,22.1%
2025,Camden Ross,Western Kentucky,JR,DH,0.301,0.45,0.399,0.848,50,191,143,30,43,6,1,2,31,13,29,34,3,0,17.8%,15.2%,1.17,0.098,0.369,0.408,34,4,114,53.6%,17.3%,29.1%,1.8%,6.3%
2025,Camden Troyer,Liberty,SR,RF,0.3,0.406,0.519,0.925,56,251,210,55,63,10,3,10,43,9,30,21,7,1,8.4%,12.0%,0.7,0.219,0.293,0.416,46,7,118,42.9%,15.7%,41.4%,8.9%,12.7%
2025,Cameron Boyd,Southern Indiana,SO,RF,0.311,0.371,0.464,0.835,50,207,183,40,57,8,1,6,36,6,13,32,18,0,15.5%,6.3%,2.46,0.153,0.345,0.379,32,0,99,48.1%,15.6%,36.4%,7.8%,10.7%
2025,Cameron Calvillo,Cal State Northridge,JR,DH,0.304,0.366,0.411,0.777,38,125,112,17,34,3,0,3,18,4,7,13,4,2,10.4%,5.6%,1.86,0.107,0.323,0.36,17,-2,89,43.8%,22.9%,33.3%,11.5%,9.4%
2025,Cameron Chee-Aloy,Illinois,SO,RF,0.265,0.412,0.37,0.782,52,239,189,54,50,9,1,3,23,9,39,35,11,3,14.6%,16.3%,0.9,0.106,0.309,0.379,37,0,99,43.2%,14.9%,41.9%,4.7%,4.8%
2025,Cameron Greene,Tennessee-Martin,FR,SS,0.263,0.391,0.429,0.82,52,203,156,32,41,9,1,5,26,2,32,53,6,3,26.1%,15.8%,1.65,0.167,0.36,0.382,32,0,100,38.4%,14.1%,47.5%,13.1%,10.6%
2025,Cameron Hassert,Loyola Marymount,GR,SS,0.333,0.443,0.47,0.913,56,273,219,57,73,8,2,6,34,25,22,55,18,1,20.1%,8.1%,2.48,0.137,0.411,0.424,52,9,122,54.9%,16.0%,29.0%,1.2%,12.8%
2025,Cameron Hill,Grambling,JR,RF,0.322,0.395,0.607,1.002,50,243,211,53,68,10,1,16,76,6,22,60,15,2,24.7%,9.1%,2.71,0.284,0.374,0.436,49,11,128,38.0%,18.7%,43.3%,13.3%,24.6%
2025,Cameron Nickens,Austin Peay,SR,LF,0.419,0.519,0.767,1.286,59,293,236,72,99,24,2,18,71,6,47,28,8,4,9.6%,16.0%,0.6,0.347,0.418,0.551,86,40,187,47.1%,13.3%,39.5%,3.8%,21.7%
2025,Cameron Sewell,Sacramento State,SO,2B,0.253,0.364,0.401,0.765,55,221,182,33,46,7,1,6,37,12,22,57,8,1,25.8%,10.0%,2.58,0.148,0.325,0.355,30,-5,87,44.2%,15.5%,40.3%,6.2%,11.5%
2025,Cannon Peebles,Tennessee,JR,C,0.253,0.335,0.483,0.818,52,203,178,31,45,8,0,11,41,4,19,43,0,1,21.2%,9.4%,2.26,0.23,0.27,0.362,29,-3,90,38.7%,16.8%,44.5%,13.1%,18.0%
2025,Cannon Peery,Grand Canyon,SO,DH,0.317,0.381,0.479,0.86,51,191,167,28,53,16,1,3,38,5,14,48,2,0,25.1%,7.3%,3.44,0.162,0.42,0.391,31,1,105,38.7%,21.8%,39.5%,3.4%,6.4%
2025,Canon Reeder,Oregon State,JR,CF,0.287,0.397,0.484,0.881,55,228,188,38,54,11,1,8,37,8,27,46,4,4,20.2%,11.8%,1.71,0.197,0.341,0.403,40,4,111,50.0%,13.2%,36.8%,5.9%,16.0%
2025,Cardell Thibodeaux,Southern,JR,LF,0.435,0.541,0.828,1.369,48,234,186,71,81,13,3,18,71,7,38,27,23,9,11.5%,16.2%,0.71,0.392,0.441,0.581,74,38,203,36.1%,20.4%,43.5%,10.2%,28.1%
2025,Carl Schmidt,California,SO,LF,0.286,0.361,0.447,0.808,45,180,161,25,46,7,2,5,30,2,17,53,2,1,29.4%,9.4%,3.13,0.161,0.398,0.37,26,-2,94,43.0%,20.6%,36.4%,6.5%,12.8%
2025,Carlos Jacome,South Florida,SO,2B,0.309,0.409,0.463,0.872,49,198,162,24,50,9,2,4,34,8,21,27,6,2,13.6%,10.6%,1.28,0.154,0.346,0.403,34,3,111,44.8%,18.7%,36.6%,6.7%,8.2%
2025,Carlos Martinez,UMass Lowell,JR,RF,0.299,0.35,0.456,0.806,51,220,204,30,61,12,1,6,27,2,14,36,1,1,16.4%,6.4%,2.56,0.157,0.34,0.364,31,-3,91,48.5%,18.0%,33.5%,9.0%,10.7%
2025,Carlos Peña,Indiana State,SR,1B,0.327,0.444,0.624,1.068,55,252,205,44,67,12,2,15,50,10,34,54,8,2,21.4%,13.5%,1.59,0.298,0.38,0.469,57,18,145,38.5%,19.6%,41.9%,8.8%,24.2%
2025,Carlos Rodriguez-Velez,Arkansas-Pine Bluff,SR,DH,0.281,0.347,0.352,0.699,51,216,196,33,55,8,3,0,31,5,15,36,12,3,16.7%,6.9%,2.42,0.071,0.344,0.332,25,-9,75,47.1%,20.6%,32.3%,8.4%,0.0%
2025,Carlos Vasquez,Western Kentucky,JR,3B,0.366,0.435,0.532,0.967,57,272,235,54,86,22,1,5,40,7,24,27,8,4,9.9%,8.8%,1.13,0.166,0.393,0.439,55,13,130,49.5%,18.8%,31.7%,3.4%,7.6%
2025,Carmelo Musacchia,Northeastern,JR,2B,0.302,0.369,0.479,0.848,55,244,215,50,65,14,3,6,35,10,14,49,28,6,20.1%,5.7%,3.53,0.177,0.364,0.385,39,1,102,40.1%,14.0%,45.9%,5.1%,8.3%
2025,Carson Applegate,Saint Joseph’s,SO,SS,0.215,0.367,0.356,0.723,48,226,177,36,38,10,0,5,49,12,33,49,8,1,21.7%,14.6%,1.49,0.141,0.26,0.348,29,-6,83,40.3%,14.7%,45.0%,6.2%,8.6%
