Season,Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS,K%,BB%,K:BB,ISO,BABIP,wOBA,wRC,wRAA,wRC+,GB%,LD%,FB%,PU%,HR/FB%
2025,Seth Sweet-Chick,Bellarmine,SR,SS,0.203,0.307,0.43,0.736,46,151,128,22,26,6,1,7,26,10,10,41,1,0,27.2%,6.6%,4.12,0.227,0.232,0.33,17,-6,74,32.6%,12.4%,55.1%,13.5%,14.3%
2025,Seth Werchan,VCU,GR,CF,0.23,0.38,0.317,0.697,49,207,161,33,37,5,0,3,15,17,22,48,17,4,23.2%,10.6%,2.19,0.087,0.309,0.347,27,-6,82,48.1%,13.9%,38.0%,7.4%,7.3%
2025,Shai Robinson,Illinois State,JR,SS,0.269,0.408,0.462,0.869,54,260,208,50,56,8,1,10,45,2,48,43,7,0,16.5%,18.5%,0.89,0.192,0.293,0.4,45,4,110,44.5%,17.7%,37.8%,9.1%,16.1%
2025,Shamaar McDuffie,Kennesaw State,SO,SS,0.236,0.359,0.247,0.606,58,231,182,28,43,2,0,0,14,7,29,36,1,0,15.6%,12.6%,1.24,0.011,0.291,0.309,23,-13,63,53.1%,16.3%,30.6%,6.1%,0.0%
2025,Shane Cox,Memphis,JR,1B,0.286,0.383,0.505,0.889,52,215,182,29,52,11,1,9,31,4,26,38,8,4,17.7%,12.1%,1.46,0.22,0.314,0.4,37,3,109,29.0%,20.7%,50.3%,14.5%,12.3%
2025,Shannon Martin,Grambling,JR,3B,0.291,0.476,0.436,0.912,52,228,165,57,48,12,0,4,29,18,42,26,8,1,11.4%,18.4%,0.62,0.145,0.321,0.437,46,10,129,45.9%,14.8%,39.3%,13.3%,7.5%
2025,Shaun McMillan,St. John’s,FR,DH,0.328,0.403,0.57,0.973,49,216,186,33,61,12,3,9,51,4,22,45,2,0,20.8%,10.2%,2.04,0.242,0.382,0.428,42,8,124,36.8%,16.7%,46.5%,8.3%,13.4%
2025,Shintaro Inoue,Kansas State,JR,2B,0.275,0.403,0.441,0.844,58,256,204,37,56,7,0,9,30,4,42,43,7,1,16.8%,16.4%,1.02,0.167,0.303,0.387,41,1,103,49.4%,13.6%,37.0%,4.3%,15.0%
2025,Shunsuke Sakaino,Hawaii,SR,2B,0.306,0.442,0.408,0.85,56,263,206,46,63,9,0,4,33,12,39,39,9,3,14.8%,14.8%,1.0,0.102,0.36,0.406,46,5,113,54.5%,16.4%,29.1%,3.6%,8.3%
2025,Silas Shaffer,Eastern Kentucky,SO,C,0.259,0.327,0.357,0.684,44,164,143,18,37,6,1,2,27,1,15,35,2,1,21.3%,9.1%,2.34,0.098,0.321,0.319,17,-8,68,38.2%,21.8%,40.0%,8.2%,4.5%
2025,Simon Larranaga,McNeese,SR,RF,0.246,0.338,0.529,0.867,41,157,138,24,34,3,0,12,28,2,17,62,0,0,39.5%,10.8%,3.66,0.283,0.344,0.38,24,0,100,40.0%,17.3%,42.7%,5.3%,37.5%
2025,Sky Collins,Fresno State,SR,CF,0.286,0.35,0.437,0.787,58,242,213,46,61,6,4,6,27,10,11,61,10,4,25.2%,4.5%,5.6,0.15,0.377,0.361,34,-4,90,52.5%,13.7%,33.8%,5.8%,12.8%
2025,Skylar King,West Virginia,JR,CF,0.291,0.415,0.398,0.813,59,259,206,42,60,9,2,3,32,16,29,29,13,10,11.2%,11.2%,1.0,0.107,0.324,0.389,42,2,104,49.4%,17.1%,33.5%,5.3%,5.3%
2025,Slade McCloud,Tarleton,SR,2B,0.358,0.415,0.541,0.957,56,250,218,45,78,12,2,8,45,4,21,36,19,7,14.4%,8.4%,1.71,0.183,0.391,0.427,48,9,124,34.4%,20.8%,44.8%,5.5%,9.8%
2025,Slate Alford,Georgia,SR,3B,0.331,0.44,0.649,1.089,60,293,242,71,80,16,2,19,63,10,39,50,2,0,17.1%,13.3%,1.29,0.318,0.349,0.474,68,22,148,34.5%,22.2%,43.3%,4.1%,22.6%
2025,Spencer Barnett,West Virginia,SO,3B,0.278,0.336,0.443,0.779,45,131,115,24,32,5,1,4,26,0,11,26,3,0,19.8%,8.4%,2.36,0.165,0.322,0.351,17,-3,84,35.2%,16.5%,48.4%,6.6%,9.1%
2025,Spencer Warfield,Valparaiso,JR,CF,0.191,0.317,0.382,0.698,48,180,152,21,29,5,3,6,18,5,23,46,6,1,25.6%,12.8%,2.0,0.191,0.23,0.326,20,-8,72,28.8%,13.5%,57.7%,14.4%,10.0%
2025,Steve Solorzano,New Mexico State,SO,1B,0.335,0.47,0.551,1.021,50,234,185,49,62,14,1,8,41,15,33,35,5,0,15.0%,14.1%,1.06,0.216,0.378,0.463,52,15,142,43.6%,17.4%,38.9%,5.4%,13.8%
2025,Steven Lancia,UT Rio Grande Valley,SR,C,0.335,0.436,0.506,0.942,48,211,176,41,59,11,2,5,45,1,32,33,4,0,15.6%,15.2%,1.03,0.17,0.386,0.427,41,8,124,40.3%,25.0%,34.7%,4.2%,10.0%
2025,Steven Meier,Troy,SR,CF,0.296,0.443,0.502,0.946,57,275,213,60,63,16,2,8,42,29,29,45,24,5,16.4%,10.5%,1.56,0.207,0.34,0.437,55,12,129,45.5%,13.6%,40.9%,7.8%,12.7%
2025,Steven Milam,LSU,SO,SS,0.295,0.398,0.506,0.904,68,295,241,50,71,14,2,11,57,5,41,27,2,2,9.2%,13.9%,0.66,0.212,0.286,0.406,52,6,113,37.6%,15.4%,47.1%,8.1%,10.6%
2025,T.J. Oster,Air Force,JR,2B,0.239,0.319,0.359,0.678,53,209,184,32,44,10,3,2,25,2,20,43,5,4,20.6%,9.6%,2.15,0.12,0.3,0.318,22,-11,67,43.2%,15.8%,41.0%,8.6%,3.5%
2025,TJ Aiken,Old Dominion,SO,LF,0.207,0.349,0.35,0.699,43,173,140,26,29,5,0,5,15,0,31,51,3,2,29.5%,17.9%,1.65,0.143,0.282,0.334,20,-7,76,57.5%,13.8%,28.7%,1.1%,20.0%
2025,TJ Anderson,The Citadel,JR,LF,0.281,0.374,0.396,0.77,56,230,192,32,54,14,1,2,25,3,28,33,3,1,14.3%,12.2%,1.17,0.115,0.323,0.361,32,-4,90,50.3%,19.6%,30.1%,4.3%,4.1%
2025,TJ Rogers,San Francisco,SR,SS,0.314,0.431,0.519,0.95,52,225,185,43,58,15,1,7,43,9,30,45,13,2,20.0%,13.3%,1.5,0.205,0.381,0.432,44,9,126,33.3%,24.8%,41.8%,5.7%,11.9%
2025,TJ Salvaggio,Southeastern Louisiana,SR,SS,0.32,0.409,0.563,0.972,54,257,222,50,71,11,2,13,48,9,25,33,6,0,12.8%,9.7%,1.32,0.243,0.328,0.433,51,11,127,40.4%,18.1%,41.5%,7.4%,16.7%
2025,TJ Schmalzle,Fairfield,JR,CF,0.278,0.426,0.479,0.906,57,252,194,52,54,13,1,8,41,11,42,37,19,2,14.7%,16.7%,0.88,0.201,0.301,0.417,47,7,118,38.3%,16.9%,44.8%,5.2%,11.6%
2025,Tab Tracy,Lamar,JR,CF,0.306,0.432,0.356,0.787,53,234,180,47,55,7,1,0,39,6,37,27,20,3,11.5%,15.8%,0.73,0.05,0.35,0.384,37,1,101,63.3%,18.7%,18.0%,3.3%,0.0%
2025,Taeg Gollert,Missouri State,JR,1B,0.319,0.409,0.541,0.95,47,220,185,37,59,22,2,5,44,8,23,41,2,2,18.6%,10.5%,1.77,0.222,0.378,0.426,42,8,123,40.5%,17.6%,41.9%,10.1%,8.1%
2025,Taer Rodriguez,Dartmouth,JR,3B,0.333,0.45,0.388,0.838,36,164,129,24,43,7,0,0,17,12,17,28,1,1,17.1%,10.4%,1.64,0.054,0.417,0.406,29,3,113,55.1%,18.4%,26.5%,4.1%,0.0%
2025,Tague Davis,Louisville,FR,1B,0.283,0.39,0.571,0.961,62,264,219,46,62,9,0,18,52,6,35,61,2,0,23.1%,13.3%,1.74,0.288,0.306,0.418,49,8,119,44.1%,15.5%,40.4%,6.2%,27.7%
2025,Tait Nunnally,Eastern Kentucky,SO,RF,0.23,0.348,0.364,0.712,53,225,187,28,43,10,0,5,26,6,29,39,8,0,17.3%,12.9%,1.34,0.134,0.262,0.336,27,-8,77,31.5%,17.4%,51.0%,11.4%,6.6%
2025,Taj Bates,Southern,SR,3B,0.36,0.449,0.634,1.083,43,205,172,35,62,12,1,11,64,10,20,28,10,0,13.7%,9.8%,1.4,0.273,0.375,0.476,48,16,149,37.7%,21.7%,40.6%,8.0%,19.6%
2025,Tank Yaghoubi,Elon,JR,CF,0.321,0.404,0.352,0.756,55,233,193,30,62,4,1,0,26,4,24,29,4,2,12.4%,10.3%,1.2,0.031,0.373,0.364,33,-3,91,50.6%,23.5%,25.9%,4.9%,0.0%
2025,Tanner Aoki,Mississippi Valley State,JR,3B,0.346,0.476,0.398,0.875,42,175,133,38,46,7,0,0,14,7,28,17,19,6,9.7%,16.0%,0.61,0.053,0.39,0.424,33,6,122,38.1%,31.0%,31.0%,4.4%,0.0%
2025,Tanner Chun,Tulane,FR,LF,0.257,0.381,0.479,0.86,52,202,167,35,43,9,2,8,34,9,25,41,7,1,20.3%,12.4%,1.64,0.222,0.294,0.392,33,2,106,38.7%,18.5%,42.7%,12.1%,15.1%
2025,Tanner Griffith,Saint Mary’s,SO,CF,0.246,0.411,0.326,0.737,60,254,187,47,46,7,1,2,24,28,25,19,15,6,7.5%,9.8%,0.77,0.08,0.263,0.368,37,-3,93,38.0%,19.3%,42.8%,11.4%,2.8%
2025,Tanner Hardin,Wofford,FR,2B,0.346,0.43,0.379,0.809,53,186,153,23,53,5,0,0,29,5,19,20,17,3,10.8%,10.2%,1.06,0.033,0.393,0.388,30,1,103,56.1%,22.0%,22.0%,5.3%,0.0%
2025,Tanner Leonard,Central Arkansas,SR,2B,0.291,0.388,0.373,0.761,44,163,134,24,39,4,2,1,19,5,18,27,8,2,16.6%,11.0%,1.51,0.082,0.349,0.361,23,-3,90,48.1%,20.2%,31.7%,5.8%,3.0%
2025,Tanner Mally,Western Michigan,SO,CF,0.356,0.444,0.439,0.883,50,240,205,50,73,11,3,0,20,20,13,33,16,6,13.8%,5.4%,2.56,0.083,0.422,0.418,45,7,119,56.1%,23.2%,20.7%,3.0%,0.0%
2025,Tanner Marsh,Liberty,SO,SS,0.294,0.378,0.377,0.755,56,267,231,52,68,11,1,2,22,1,32,41,17,4,15.4%,12.0%,1.28,0.082,0.346,0.357,36,-5,87,46.8%,16.8%,36.3%,5.8%,2.9%
2025,Tanner Recchio,St. Thomas,SO,2B,0.324,0.418,0.415,0.833,48,229,188,46,61,12,1,1,23,6,27,19,30,4,8.3%,11.8%,0.7,0.09,0.349,0.392,38,2,106,50.0%,13.6%,36.4%,8.6%,1.7%
2025,Tanner Smith,Miami,SR,C,0.253,0.385,0.416,0.801,55,209,166,26,42,10,1,5,25,5,32,49,3,1,23.4%,15.3%,1.53,0.163,0.325,0.375,32,-1,97,31.6%,19.7%,48.7%,12.0%,8.8%
2025,Tanner Thach,UNC Wilmington,JR,1B,0.325,0.409,0.538,0.947,58,277,240,44,78,11,2,12,46,11,24,41,5,1,14.8%,8.7%,1.7,0.213,0.351,0.42,52,9,120,35.0%,23.0%,42.0%,9.5%,14.3%
2025,Tanner Thomas,Gardner-Webb,JR,1B,0.284,0.372,0.477,0.849,51,226,197,35,56,9,1,9,32,6,22,52,5,0,23.0%,9.7%,2.37,0.193,0.343,0.385,36,1,102,46.5%,17.6%,35.9%,5.6%,17.6%
2025,Tate Bethel,UT Arlington,SR,3B,0.267,0.353,0.412,0.765,51,215,187,37,50,9,0,6,29,3,23,31,0,1,14.4%,10.7%,1.35,0.144,0.289,0.353,29,-5,86,44.3%,12.0%,43.7%,7.6%,8.7%
2025,Tate Gillen,Creighton,JR,CF,0.265,0.377,0.391,0.768,59,292,238,46,63,13,1,5,40,6,40,49,13,5,16.8%,13.7%,1.23,0.126,0.307,0.361,41,-5,90,47.4%,21.6%,31.1%,2.1%,8.5%
2025,Tate Schmidt,Milwaukee,FR,2B,0.228,0.314,0.311,0.625,49,207,180,36,41,9,0,2,18,2,22,52,5,0,25.1%,10.6%,2.37,0.083,0.302,0.299,19,-14,58,50.0%,21.5%,28.5%,5.4%,5.4%
2025,Tate Vogler,Columbia,FR,DH,0.291,0.378,0.47,0.848,39,135,117,27,34,12,0,3,20,1,16,36,2,0,26.7%,11.9%,2.24,0.179,0.392,0.387,22,1,103,42.7%,24.4%,32.9%,3.7%,11.1%
2025,Tatum Marsh,Stanford,FR,LF,0.377,0.459,0.526,0.985,50,212,175,47,66,13,2,3,25,19,11,24,4,6,11.3%,5.2%,2.17,0.149,0.414,0.45,45,12,135,40.3%,28.6%,31.2%,7.1%,6.3%
2025,Taye Robinson,Towson,SO,RF,0.257,0.329,0.378,0.708,46,167,148,25,38,4,1,4,27,1,16,29,17,3,17.4%,9.6%,1.81,0.122,0.291,0.327,19,-7,72,47.5%,18.3%,34.2%,5.0%,9.8%
2025,Taylor Gaspar,Stonehill,SR,RF,0.251,0.385,0.474,0.859,48,214,175,35,44,3,0,12,39,14,24,61,2,2,28.5%,11.2%,2.54,0.223,0.314,0.391,35,2,105,50.0%,15.2%,34.8%,7.1%,30.8%
2025,Taylor Holder,Nevada,SR,LF,0.274,0.376,0.492,0.868,53,234,197,35,54,9,2,10,49,18,16,63,3,1,26.9%,6.8%,3.96,0.218,0.346,0.393,39,2,106,33.8%,20.3%,45.9%,7.5%,16.4%
2025,Taylor Kirk,Fordham,FR,2B,0.338,0.421,0.425,0.846,57,272,228,53,77,11,3,1,31,7,28,35,30,5,12.9%,10.3%,1.25,0.088,0.39,0.396,46,3,108,54.0%,20.3%,25.7%,5.3%,2.1%
2025,Taylor Tomlin,Oakland,SO,CF,0.322,0.419,0.384,0.803,50,211,177,33,57,9,1,0,23,3,28,28,12,7,13.3%,13.3%,1.0,0.062,0.377,0.384,33,0,102,43.2%,24.7%,32.2%,7.5%,0.0%
2025,Teddy Deters,Creighton,JR,RF,0.248,0.379,0.361,0.741,56,253,202,43,50,6,4,3,33,10,36,49,1,4,19.4%,14.2%,1.37,0.114,0.303,0.355,34,-5,87,49.7%,13.4%,36.9%,8.9%,5.2%
2025,Temo Becerra,Stanford,SR,SS,0.33,0.384,0.427,0.811,52,221,185,27,61,11,2,1,37,4,16,28,4,3,12.7%,7.2%,1.76,0.097,0.37,0.371,33,-2,95,41.0%,26.7%,32.3%,6.2%,1.9%
2025,Terrence Kiel II,Texas A&M,FR,RF,0.294,0.388,0.388,0.776,55,233,201,45,59,11,1,2,26,7,24,48,12,1,20.6%,10.3%,2.0,0.095,0.377,0.369,34,-2,94,51.4%,16.9%,31.8%,6.8%,4.3%
2025,Terrence Rhodes,Norfolk State,SO,2B,0.244,0.326,0.358,0.684,36,138,123,16,30,9,1,1,10,7,8,35,2,1,25.4%,5.8%,4.38,0.114,0.333,0.324,15,-6,71,43.2%,22.7%,34.1%,3.4%,3.3%
2025,Terrick Thompson-Allen,Illinois-Chicago,SR,CF,0.255,0.346,0.413,0.759,52,218,184,30,47,10,2,5,29,4,23,36,12,3,16.5%,10.6%,1.56,0.158,0.288,0.349,28,-6,84,43.7%,12.7%,43.7%,7.7%,8.1%
2025,Thomas Emerich,Indiana State,GR,1B,0.268,0.339,0.384,0.723,45,190,164,31,44,13,0,2,18,3,15,23,2,0,12.1%,7.9%,1.53,0.116,0.3,0.337,23,-7,77,41.4%,21.4%,37.1%,10.0%,3.8%
2025,Thomas Ferroggiaro,Santa Clara,JR,3B,0.275,0.36,0.366,0.726,39,177,153,20,42,5,0,3,22,8,13,25,1,1,14.1%,7.3%,1.93,0.092,0.31,0.344,22,-5,81,45.5%,19.8%,34.7%,2.5%,7.1%
2025,Thomas Kendrick,Saint Peter’s,JR,LF,0.35,0.452,0.428,0.88,47,221,180,35,63,6,1,2,40,6,30,23,11,5,10.4%,13.6%,0.76,0.078,0.386,0.416,41,6,118,51.0%,23.2%,25.8%,4.0%,5.1%
2025,Thomas Lyssy,Incarnate Word,JR,3B,0.294,0.427,0.394,0.821,48,215,170,45,50,6,1,3,27,24,17,28,2,0,13.0%,7.9%,1.65,0.1,0.333,0.394,36,2,107,42.9%,22.9%,34.3%,10.0%,6.3%
2025,Thomas Rollauer,The Citadel,SR,RF,0.288,0.393,0.337,0.73,56,231,184,32,53,9,0,0,20,10,23,45,17,7,19.5%,10.0%,1.95,0.049,0.376,0.356,31,-5,87,54.4%,22.1%,23.5%,1.5%,0.0%
2025,Thomas Schreck,Army,SR,SS,0.335,0.449,0.494,0.943,50,201,158,40,53,14,1,3,35,11,24,35,2,1,17.4%,11.9%,1.46,0.158,0.407,0.435,40,9,128,46.4%,19.2%,34.4%,7.2%,7.0%
2025,Thomas Williams,UT Rio Grande Valley,JR,2B,0.275,0.386,0.475,0.862,54,252,204,43,56,14,0,9,55,4,37,45,6,4,17.9%,14.7%,1.22,0.201,0.301,0.39,41,2,105,43.3%,15.2%,41.5%,6.1%,13.2%
2025,Thomas Zwirecki,Canisius,SO,C,0.322,0.451,0.595,1.046,37,153,121,27,39,12,0,7,32,13,17,24,4,0,15.7%,11.1%,1.41,0.273,0.348,0.464,34,10,143,42.9%,12.2%,44.9%,3.1%,15.9%
2025,Three Hillier,High Point,GR,C,0.292,0.388,0.518,0.906,55,233,195,45,57,10,2,10,49,2,31,22,1,4,9.4%,13.3%,0.71,0.226,0.281,0.404,41,4,112,36.9%,18.8%,44.3%,9.7%,12.8%
2025,Tim Denet,Le Moyne,FR,3B,0.295,0.437,0.513,0.95,44,199,156,40,46,6,2,8,33,11,30,54,2,0,27.1%,15.1%,1.79,0.218,0.396,0.433,39,8,127,37.6%,16.8%,45.5%,3.0%,17.4%
2025,Tim Dickinson,Saint Joseph’s,SO,2B,0.277,0.427,0.474,0.901,50,221,173,38,48,13,0,7,31,13,33,31,18,2,14.0%,14.9%,0.94,0.197,0.301,0.414,40,6,117,46.8%,18.7%,34.5%,7.9%,14.6%
2025,Tim McGuire,Sacred Heart,SR,DH,0.288,0.422,0.368,0.79,49,212,163,30,47,8,1,1,34,7,32,29,5,2,13.7%,15.1%,0.91,0.08,0.341,0.381,33,0,100,57.5%,16.5%,26.0%,3.9%,3.0%
2025,Tim Simay,Southern Illinois,JR,SS,0.351,0.452,0.539,0.991,51,230,191,51,67,16,1,6,31,4,33,27,10,1,11.7%,14.3%,0.82,0.188,0.381,0.45,49,13,135,45.1%,17.9%,37.0%,4.9%,10.0%
2025,Timmy O'Brien,Bradley,SO,1B,0.265,0.37,0.562,0.932,51,219,185,39,49,4,0,17,51,14,18,66,2,1,30.1%,8.2%,3.67,0.297,0.308,0.409,39,5,114,42.9%,21.0%,36.1%,4.2%,39.5%
2025,Titan Kamaka,Mercer,JR,2B,0.284,0.364,0.456,0.82,52,234,204,35,58,11,0,8,39,4,22,44,5,1,18.8%,9.4%,2.0,0.172,0.327,0.374,35,-1,96,45.6%,20.3%,34.2%,9.5%,14.8%
2025,Todd Clay,UAB,JR,3B,0.361,0.473,0.539,1.012,53,239,191,34,69,13,0,7,51,5,39,30,6,1,12.6%,16.3%,0.77,0.178,0.392,0.458,52,15,140,35.4%,22.0%,42.7%,4.3%,10.0%
2025,Tommy Barth,Kansas,SR,CF,0.276,0.39,0.448,0.839,57,252,203,43,56,9,4,6,42,4,38,46,5,0,18.3%,15.1%,1.21,0.172,0.318,0.385,40,1,102,39.3%,14.1%,46.6%,14.7%,7.9%
2025,Tommy Eisenstat,Gonzaga,SR,1B,0.246,0.336,0.377,0.713,53,238,207,33,51,9,0,6,29,3,25,38,4,1,16.0%,10.5%,1.52,0.13,0.276,0.332,28,-9,75,41.7%,18.5%,39.9%,8.3%,9.0%
2025,Tommy Farmer IV,Texas,SO,LF,0.252,0.376,0.35,0.725,54,197,163,30,41,13,0,1,23,10,23,56,6,5,28.4%,11.7%,2.43,0.098,0.374,0.352,26,-5,85,34.6%,25.2%,40.2%,13.1%,2.3%
2025,Tommy Googins,Princeton,SO,SS,0.196,0.235,0.252,0.487,40,155,143,11,28,5,0,1,15,3,5,54,1,2,34.8%,3.2%,10.88,0.056,0.3,0.23,5,-19,22,43.3%,21.1%,35.6%,5.6%,3.1%
2025,Tommy Koch,Tennessee-Martin,JR,C,0.192,0.331,0.242,0.573,41,153,120,25,23,3,0,1,17,0,26,32,2,1,20.9%,17.0%,1.23,0.05,0.247,0.292,13,-11,54,42.5%,13.8%,43.7%,17.2%,2.6%
2025,Tommy Markey,Fordham,FR,LF,0.246,0.321,0.377,0.697,51,170,138,24,34,9,0,3,18,3,13,40,6,5,23.5%,7.6%,3.09,0.13,0.32,0.323,19,-8,70,41.8%,20.4%,37.8%,10.2%,8.1%
2025,Tommy Martin,Yale,SR,RF,0.305,0.503,0.527,1.029,43,190,131,39,40,14,0,5,40,24,29,28,3,7,14.7%,15.3%,0.96,0.221,0.354,0.477,44,15,149,36.4%,23.2%,40.4%,7.1%,12.5%
2025,Tommy O'Connor,Cincinnati,SR,1B,0.243,0.363,0.457,0.82,50,212,173,33,42,14,1,7,30,6,29,66,6,0,31.1%,13.7%,2.27,0.214,0.337,0.373,32,-1,96,27.5%,15.6%,56.9%,8.3%,11.3%
2025,Tommy Rover,Youngstown State,SR,3B,0.328,0.475,0.598,1.073,47,223,174,46,57,7,2,12,40,19,30,26,4,0,11.7%,13.5%,0.87,0.27,0.331,0.481,53,18,151,42.2%,20.4%,37.4%,7.5%,21.8%
2025,Tommy Splaine,Arizona,SR,1B,0.298,0.39,0.447,0.836,62,255,215,40,64,13,2,5,25,11,24,55,0,1,21.6%,9.4%,2.3,0.149,0.371,0.386,41,1,102,31.3%,28.8%,39.9%,6.1%,7.7%
2025,Tommy Townsend,Butler,SO,DH,0.266,0.423,0.561,0.984,43,183,139,31,37,4,2,11,38,9,31,44,0,1,24.0%,16.9%,1.42,0.295,0.299,0.434,36,8,127,28.9%,17.5%,53.6%,6.2%,21.2%
2025,Tony Castonguay,Northern Colorado,GR,DH,0.22,0.301,0.376,0.677,43,163,141,22,31,11,1,3,32,4,14,40,0,0,24.5%,8.6%,2.85,0.156,0.275,0.311,16,-9,64,44.7%,10.7%,44.7%,8.7%,6.5%
2025,Tony Lindwedel,UL Monroe,GR,C,0.23,0.312,0.369,0.68,45,145,122,21,28,6,1,3,14,4,11,44,0,0,30.3%,7.6%,3.99,0.139,0.329,0.316,15,-8,67,45.3%,20.0%,34.7%,5.3%,11.5%
2025,Trace Morrison,Tarleton,SR,1B,0.283,0.372,0.472,0.844,56,252,212,37,60,13,3,7,45,10,23,48,10,1,19.0%,9.1%,2.09,0.189,0.327,0.379,39,0,99,41.0%,18.7%,40.4%,2.4%,10.4%
2025,Tracer Lopez,Texas Tech,JR,2B,0.299,0.357,0.407,0.764,53,243,221,34,66,9,0,5,30,2,18,36,12,1,14.8%,7.4%,2.0,0.109,0.339,0.354,33,-5,86,44.0%,23.1%,33.0%,3.3%,8.3%
2025,Trae Cassidy,Ohio,SO,1B,0.275,0.346,0.394,0.739,48,220,193,25,53,15,1,2,28,1,21,35,4,1,15.9%,9.5%,1.67,0.119,0.323,0.343,28,-7,81,51.9%,17.5%,30.5%,6.5%,4.3%
2025,Travis Elliott,The Citadel,GR,2B,0.305,0.385,0.419,0.803,56,247,203,33,62,10,2,3,39,7,21,21,9,4,8.5%,8.5%,1.0,0.113,0.324,0.372,37,-2,95,48.4%,21.4%,30.2%,4.4%,5.5%
2025,Travis Sanders,Baylor,SO,2B,0.335,0.425,0.549,0.974,46,195,164,44,55,9,1,8,25,4,23,52,8,3,26.7%,11.8%,2.26,0.213,0.443,0.436,39,9,128,46.9%,15.9%,37.2%,0.9%,19.0%
2025,Travis Stroh,Fairleigh Dickinson,FR,CF,0.254,0.341,0.335,0.676,50,214,185,31,47,5,2,2,27,5,20,55,27,8,25.7%,9.3%,2.76,0.081,0.349,0.323,23,-10,70,41.9%,25.0%,33.1%,4.8%,4.9%
2025,Tre Broussard,Houston,SO,CF,0.292,0.371,0.458,0.828,54,241,212,43,62,12,1,7,33,5,22,25,31,4,10.4%,9.1%,1.14,0.165,0.304,0.379,37,0,99,49.7%,15.5%,34.8%,5.5%,11.1%
2025,Tre Mariano,Toledo,JR,DH,0.208,0.29,0.357,0.647,46,176,154,24,32,6,1,5,23,1,18,64,4,2,36.4%,10.2%,3.57,0.149,0.307,0.298,16,-12,57,38.7%,16.1%,45.2%,12.9%,11.9%
2025,Tre Phelps,Georgia,SO,RF,0.318,0.409,0.547,0.957,50,238,201,45,64,14,1,10,44,13,20,44,4,0,18.5%,8.4%,2.2,0.229,0.36,0.428,46,9,124,34.4%,16.3%,49.4%,8.8%,12.7%
2025,Trent Adelman,VCU,SO,RF,0.252,0.382,0.362,0.744,49,206,163,32,41,9,0,3,27,21,16,37,12,4,18.0%,7.8%,2.31,0.11,0.299,0.359,29,-4,89,46.5%,16.3%,37.2%,11.6%,6.3%
2025,Trent Caraway,Oregon State,SO,3B,0.267,0.35,0.47,0.82,64,286,251,51,67,15,0,12,47,3,30,66,5,1,23.1%,10.5%,2.2,0.203,0.314,0.369,42,-3,94,48.4%,18.6%,33.0%,10.6%,19.4%
2025,Trent Liolios,Northwestern,JR,DH,0.263,0.352,0.623,0.975,51,194,167,35,44,10,1,16,39,2,22,42,1,0,21.6%,11.3%,1.91,0.359,0.252,0.413,35,5,116,32.3%,10.2%,57.5%,4.7%,21.9%
2025,Trent Rice,Oakland,SO,CF,0.253,0.365,0.39,0.755,54,223,182,43,46,11,1,4,29,9,25,50,39,7,22.4%,11.2%,2.0,0.137,0.321,0.356,30,-5,87,41.5%,20.0%,38.5%,7.7%,8.0%
2025,Trent Rumley,Canisius,SR,3B,0.347,0.43,0.612,1.042,45,200,170,37,59,13,1,10,43,5,22,22,9,3,11.0%,11.0%,1.0,0.265,0.348,0.457,43,12,139,38.5%,16.2%,45.3%,4.7%,14.9%
2025,Trent Turner,Western Carolina,SR,SS,0.325,0.399,0.581,0.98,58,275,234,58,76,14,2,14,57,11,21,28,5,4,10.2%,7.6%,1.34,0.256,0.315,0.431,54,11,125,40.2%,14.4%,45.5%,6.7%,14.7%
2025,Trenton Neuer,Ohio,GR,LF,0.287,0.414,0.357,0.77,45,180,143,29,41,7,0,1,23,5,26,34,4,0,18.9%,14.4%,1.31,0.07,0.37,0.376,27,-1,97,40.8%,18.4%,40.8%,7.8%,2.4%
2025,Trevor Cohen,Rutgers,JR,RF,0.387,0.46,0.523,0.983,57,273,235,45,91,24,1,2,36,4,30,15,19,3,5.5%,11.0%,0.5,0.136,0.403,0.448,57,15,134,54.3%,17.8%,27.9%,4.1%,3.3%
2025,Trevor Hansen,Manhattan,JR,3B,0.24,0.297,0.43,0.728,47,195,179,29,43,11,1,7,29,3,12,54,6,1,27.7%,6.2%,4.47,0.19,0.303,0.325,22,-9,71,34.5%,18.1%,47.4%,6.0%,12.7%
2025,Trevor Haskins,Stanford,SR,3B,0.326,0.37,0.575,0.945,51,244,221,46,72,13,0,14,42,6,12,32,0,3,13.1%,4.9%,2.67,0.249,0.324,0.412,44,6,116,34.4%,20.8%,44.8%,7.8%,16.3%
2025,Trevor Kole,Washington,GR,3B,0.244,0.301,0.338,0.64,55,219,201,23,49,9,2,2,34,2,15,60,5,1,27.4%,6.8%,4.03,0.095,0.336,0.299,20,-14,58,59.6%,14.2%,26.2%,4.3%,5.4%
2025,Trevor Lucas,UNC Wilmington,SO,3B,0.26,0.391,0.452,0.843,58,272,219,47,57,15,0,9,49,7,42,45,4,1,16.5%,15.4%,1.07,0.192,0.286,0.389,44,2,104,39.0%,13.0%,48.0%,10.2%,10.6%
