G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wBsR,Age,MaxAge,Season,PlayerName,Team,UPID,UPURL,xMLBAMID,teamid,FullTeamName
54.0,205.0,244.0,80.0,50.0,10.0,2.0,18.0,63.0,63.0,31.0,,60.0,7.0,1.0,0.0,5.0,1.0,2.0,0.390243902,0.12704918,0.245901639,0.516666666,0.483606557,0.721951219,1.205557776,0.331707317,4.836515292441607,0.484375,71.93357605284632,32.00451982563914,0.5265903360530978,180.15345928419825,-1.2314323168247938,,,2025,Bryce Calloway,UNO,sa3028288,/players/bryce-calloway/sa3028288/stats/pitching,,170,University of New Orleans 
37.0,61.0,80.0,24.0,15.0,7.0,0.0,2.0,8.0,15.0,15.0,,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.393442622,0.1875,0.125,1.5,0.531645569,0.606557377,1.138202946,0.213114755,0.5313706524999999,0.448979591,23.566049005411564,10.4745551604256,0.5263386678092087,180.01038906982606,-0.11936816317029297,21.0,21.0,2025,Adrian Dominguez,UNO,sa3059067,/players/adrian-dominguez/sa3059067/stats/batting,,170,University of New Orleans 
13.0,23.0,31.0,9.0,6.0,2.0,1.0,0.0,8.0,3.0,4.0,,8.0,4.0,0.0,0.0,0.0,6.0,1.0,0.391304347,0.129032258,0.258064516,0.5,0.548387096,0.565217391,1.113604487,0.173913044,9.680439213426586,0.6,10.355913202695463,4.598799328736875,0.5371889568144276,179.8802912261095,0.32247685827314854,,,2025,Arrington Eason,SOU,sa3059108,/players/arrington-eason/sa3059108/stats/batting,,239,Southern University Baton Rouge 
10.0,34.0,39.0,13.0,8.0,2.0,0.0,3.0,9.0,11.0,4.0,,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.382352941,0.102564102,0.153846153,0.666666666,0.461538461,0.705882352,1.167420813,0.323529411,2.1964285649999997,0.4,11.033929564758273,4.895319216652842,0.5037923271839435,179.74637481533085,-0.06323374062776566,,,2025,Sean OLeary,UML,sa3039099,/players/sean-oleary/sa3039099/stats/batting,,142,University of Massachusetts at Lowell 
57.0,229.0,274.0,82.0,46.0,13.0,1.0,22.0,71.0,69.0,30.0,,53.0,12.0,3.0,0.0,4.0,5.0,1.0,0.358078602,0.109489051,0.193430656,0.566037735,0.452554744,0.711790393,1.164345137,0.353711791,5.96669610456236,0.382165605,75.30961828314163,33.36776791893341,0.49541884965270105,179.55721464165146,0.6489682737737894,22.0,22.0,2025,Beau Ankeney,LMU,sa3026106,/players/beau-ankeney/sa3026106/stats/batting,801954.0,133,Loyola Marymount University 
43.0,131.0,190.0,40.0,21.0,14.0,0.0,5.0,39.0,40.0,29.0,,28.0,24.0,1.0,5.0,2.0,3.0,7.0,0.305343511,0.152631578,0.147368421,1.035714285,0.502702702,0.526717557,1.029420259,0.221374046,4.09719141249985,0.353535353,50.98034439395211,22.47374085496208,0.4876105785369873,178.83696429924925,-4.082113413605839,,,2025,Tommy Martin,YALE,sa3037211,/players/tommy-martin/sa3037211/stats/batting,,306,Yale University 
52.0,208.0,243.0,81.0,47.0,17.0,0.0,17.0,47.0,60.0,26.0,,40.0,9.0,0.0,0.0,3.0,2.0,0.0,0.389423076,0.106995884,0.164609053,0.65,0.477366255,0.716346153,1.193712408,0.326923077,3.3741960068867374,0.423841059,70.95043565232143,31.185023098176572,0.523545451615573,178.4224809832284,0.10338820656761527,,,2025,Armani Raygoza,RGV,sa3040491,/players/armani-raygoza/sa3040491/stats/batting,,268,University of Texas Rio Grande Valley
12.0,16.0,21.0,5.0,2.0,0.0,0.0,3.0,6.0,9.0,4.0,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.19047619,0.238095238,0.8,0.476190476,0.875,1.351190476,0.5625,2.64285714,0.25,6.940527858661056,3.025835978315711,0.5270336809612456,177.2943585549517,0.0017415888141840696,,,2025,Caleb Hammond,HPU,sa3065802,/players/caleb-hammond/sa3065802/stats/batting,,95,High Point University 
54.0,202.0,263.0,82.0,50.0,20.0,4.0,8.0,60.0,48.0,24.0,,23.0,28.0,7.0,2.0,3.0,6.0,2.0,0.405940594,0.091254752,0.087452471,1.04347826,0.513409961,0.663366336,1.176776297,0.257425742,7.478750698449747,0.415730337,80.16718325944966,34.91575651796883,0.5205047409196466,177.1594600043018,-0.11418848636094481,19.0,19.0,2025,Garrett Wright,BGSU,sa3045613,/players/garrett-wright/sa3045613/stats/batting,,27,Bowling Green State University 
12.0,28.0,32.0,10.0,4.0,4.0,1.0,1.0,7.0,6.0,3.0,,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.357142857,0.09375,0.25,0.375,0.4375,0.678571428,1.116071428,0.321428571,5.14285714,0.47368421,8.458959204217006,3.6708899560175428,0.4882621578872204,176.66743661650193,0.023881403729319572,,,2025,Lucas McNellis,STMN,sa3066078,/players/lucas-mcnellis/sa3066078/stats/batting,,249,University of St. Thomas (Minnesota) 
52.0,214.0,253.0,83.0,40.0,25.0,2.0,16.0,65.0,63.0,29.0,,29.0,7.0,3.0,0.0,4.0,1.0,1.0,0.387850467,0.114624505,0.114624505,1.0,0.470355731,0.747663551,1.218019282,0.359813084,4.895149094268669,0.389534883,75.47006768483165,32.70279451209549,0.5068149757479491,176.4668684393544,-0.39160846173763275,,,2025,Jordy Oriach,UNM,sa3060180,/players/jordy-oriach/sa3060180/stats/batting,,168,University of New Mexico 
58.0,226.0,299.0,80.0,37.0,21.0,2.0,20.0,85.0,61.0,57.0,,42.0,14.0,2.0,0.0,4.0,21.0,4.0,0.3539823,0.190635451,0.140468227,1.357142857,0.505016722,0.730088495,1.235105217,0.376106195,7.789931063772883,0.361445783,93.75298996840927,40.602793028702465,0.5293268876330909,176.39255424540005,1.2312026545405388,22.0,22.0,2025,Anthony DePino,URI,sa3030172,/players/anthony-depino/sa3030172/stats/batting,834962.0,214,University of Rhode Island
55.0,189.0,250.0,65.0,40.0,18.0,0.0,7.0,33.0,35.0,44.0,,47.0,16.0,1.0,0.0,5.0,0.0,0.0,0.343915343,0.176,0.188,0.936170212,0.5,0.55026455,1.05026455,0.206349207,1.1109943899999999,0.426470588,65.73469064422785,28.462270863735064,0.4913681697845459,176.36282009957222,-0.42963186278939247,20.0,20.0,2025,Petey Craska,UNA,sa3058950,/players/petey-craska/sa3058950/stats/batting,,190,University of North Alabama 
17.0,7.0,12.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,5.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.285714285,0.416666666,0.166666666,2.5,0.583333333,0.428571428,1.011904761,0.142857143,3.9580296058834517,0.4,3.5323062230767874,1.525143950146642,0.5186264961957932,175.98508455024754,-0.6211664844304323,,,2025,Kenny Winters,CBU,sa3060946,/players/kenny-winters/sa3060946/stats/batting,,39,California Babtist University
58.0,197.0,248.0,70.0,40.0,12.0,2.0,16.0,55.0,46.0,28.0,,50.0,18.0,3.0,2.0,0.0,7.0,8.0,0.355329949,0.112903225,0.201612903,0.56,0.471544715,0.680203045,1.15174776,0.324873096,6.077480999922372,0.402985074,67.49610823863544,29.099348847804453,0.5032926952935816,175.78594993293436,-3.0332949184812605,,,2025,Conor Higgs,UL,sa3033795,/players/conor-higgs/sa3033795/stats/batting,,131,University of Louisiana at Lafayette 
11.0,18.0,22.0,7.0,3.0,2.0,0.0,2.0,5.0,5.0,1.0,,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.388888888,0.045454545,0.272727272,0.166666666,0.454545454,0.833333333,1.287878787,0.444444445,2.64285714,0.454545454,6.640079757832562,2.8547893079748508,0.517557751048695,175.4179724327934,-0.001793056377209723,22.0,22.0,2025,Wes Lug,OHIO,sa3036668,/players/wes-lug/sa3036668/stats/batting,,193,Ohio University 
