G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wBsR,Age,MaxAge,Season,PlayerName,Team,UPID,UPURL,xMLBAMID,teamid,FullTeamName
25.0,18.0,21.0,10.0,8.0,2.0,0.0,0.0,8.0,2.0,3.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.555555555,0.142857142,0.238095238,0.6,0.619047619,0.666666666,1.285714285,0.111111111,3.5768262252507386,0.769230769,7.5707997790684285,4.005024846564728,0.5865132212638855,212.31849800886366,-0.5789094963110983,20.0,20.0,2022,Ace Whitehead,TEX,sa3045096,/players/ace-whitehead/sa3045096/stats/batting,,265,University of Texas at Austin 
19.0,28.0,33.0,10.0,3.0,2.0,0.0,5.0,8.0,12.0,4.0,,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.357142857,0.121212121,0.333333333,0.363636363,0.424242424,0.964285714,1.388528138,0.607142857,1.60119047125,0.384615384,10.426418139340157,5.51298212886023,0.5326151251792908,212.20217617776078,0.02900076936930418,21.0,21.0,2022,Phil Stahl,MONM,sa3042904,/players/phil-stahl/sa3042904/stats/batting,,159,Monmouth University 
7.0,8.0,10.0,3.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.375,0.1,0.4,0.25,0.5,0.75,1.25,0.375,2.64285714,0.666666666,3.1745017628559036,1.6522171656974716,0.5409177064895629,208.535366434212,-0.0012578739551827312,,,2022,Jack Ellis,CAM,sa3030897,/players/jack-ellis/sa3030897/stats/batting,,41,Campbell University 
58.0,212.0,270.0,76.0,35.0,12.0,0.0,29.0,64.0,78.0,53.0,,64.0,3.0,2.0,0.0,3.0,1.0,2.0,0.358490566,0.196296296,0.237037037,0.828125,0.488888888,0.825471698,1.314360586,0.466981132,2.2219187007957717,0.388429752,85.41462111890941,43.74693724930911,0.5466051850053999,204.99008628897127,-1.0756560273002833,22.0,22.0,2022,Luke Franzoni,XAV,sa3019854,/players/luke-franzoni/sa3019854/stats/batting,686870.0,305,Xavier University 
7.0,9.0,11.0,4.0,2.0,2.0,0.0,0.0,4.0,1.0,2.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.444444444,0.181818181,0.09090909,2.0,0.545454545,0.666666666,1.212121211,0.222222222,6.785714285714286,0.5,3.541773102827128,1.7971011173201166,0.5425637526945635,203.00509965475655,0.21461985539644957,,,2022,Nathan Carriere,LAM,sa3028500,/players/nathan-carriere/sa3028500/stats/batting,,119,Lamar University 
11.0,8.0,10.0,4.0,3.0,0.0,1.0,0.0,4.0,2.0,1.0,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,0.333333333,0.6,0.75,1.35,0.25,5.14285714,0.8,3.654986089461172,1.8502449154785516,0.5844216823577881,202.5213444538153,-0.02499076072126627,,,2022,Mac Starbuck,CLEM,sa3042960,/players/mac-starbuck/sa3042960/stats/batting,,49,Clemson University 
42.0,153.0,195.0,59.0,30.0,13.0,0.0,16.0,47.0,52.0,40.0,,28.0,1.0,1.0,0.0,4.0,4.0,0.0,0.385620915,0.205128205,0.143589743,1.428571428,0.512820512,0.784313725,1.297134237,0.39869281,4.52721548993079,0.39090909,62.53882521243528,31.471544964627782,0.5448547023993272,201.30125557691457,0.7277008143719286,22.0,22.0,2022,David McCabe,CLT,sa3019964,/players/david-mccabe/sa3019964/stats/batting,678173.0,186,University of North Carolina Charlotte 
17.0,19.0,25.0,7.0,4.0,2.0,0.0,1.0,5.0,2.0,4.0,,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.368421052,0.16,0.32,0.5,0.52,0.631578947,1.151578947,0.263157895,2.01785714,0.6,7.496427570774827,3.7356237073686454,0.5203543996810913,199.3304581426714,0.020534389186650515,,,2022,Jacob Kaiser,MILW,sa3035030,/players/jacob-kaiser/sa3035030/stats/batting,,302,University of Wisconsin Milwaukee 
9.0,9.0,13.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,3.0,,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.333333333,0.23076923,0.307692307,0.75,0.5,0.666666666,1.166666666,0.333333333,6.020298577324823,0.6,4.00662884981271,1.9960451510631678,0.5271236151456833,199.27689915642824,0.1977495047613047,,,2022,Bruce Hilton,COPP,sa3033843,/players/bruce-hilton/sa3033843/stats/batting,,54,Coppin State University 
67.0,248.0,315.0,96.0,44.0,18.0,2.0,32.0,75.0,94.0,52.0,,51.0,12.0,3.0,0.0,6.0,1.0,0.0,0.387096774,0.165079365,0.161904761,1.019607843,0.507936507,0.862903225,1.370839732,0.475806451,4.310328429472807,0.38095238,106.10977579755087,52.62315180999535,0.5611718662201413,198.3856296898435,-0.38262241519987583,22.0,22.0,2022,Ivan Melendez,TEX,sa3019859,/players/raul-melendez/sa3019859/stats/batting,699471.0,265,University of Texas at Austin 
13.0,13.0,16.0,5.0,3.0,0.0,0.0,2.0,4.0,3.0,3.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384615384,0.1875,0.0625,3.0,0.5,0.846153846,1.346153846,0.461538462,1.60119047125,0.3,5.343757735616563,2.629291879064439,0.5534304305911064,196.86221960456442,-0.02111544879153371,19.0,19.0,2022,Camden Janik,ILL,sa3034572,/players/camden-janik/sa3034572/stats/batting,812518.0,100,University of Illinois Urbana-Champaign 
54.0,226.0,268.0,90.0,60.0,14.0,6.0,10.0,56.0,53.0,30.0,,39.0,11.0,1.0,0.0,3.0,7.0,1.0,0.398230088,0.111940298,0.145522388,0.769230769,0.48880597,0.646017699,1.134823669,0.247787611,7.301183778445208,0.449438202,78.3552924104528,38.452236325343094,0.5087832868544023,196.36413873495766,1.1396048972383142,20.0,20.0,2022,Max Grant,CAN,sa3032583,/players/max-grant/sa3032583/stats/batting,,42,Canisius College 
8.0,7.0,10.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285,0.3,0.1,3.0,0.5,0.714285714,1.214285714,0.428571429,2.64285714,0.2,2.9099463587604477,1.4277208512626607,0.5187570214271545,196.32278246734947,-0.017741188406944275,,,2022,Will Baumhofer,COFC,sa3026757,/players/will-baumhofer/sa3026757/stats/batting,,51,College of Charleston (South Carolina) 
54.0,213.0,258.0,78.0,36.0,20.0,0.0,22.0,61.0,61.0,34.0,,41.0,9.0,2.0,0.0,2.0,15.0,3.0,0.366197183,0.131782945,0.158914728,0.829268292,0.468992248,0.769953051,1.238945299,0.403755868,5.771103531180005,0.368421052,76.48000975258526,37.457654613329744,0.5276978528776834,195.99024579541143,1.1154236735310405,22.0,22.0,2022,Matt Higgins,BELL,sa3033789,/players/matt-higgins/sa3033789/stats/batting,,23,Bellarmine University 
52.0,187.0,229.0,73.0,47.0,15.0,4.0,7.0,43.0,36.0,38.0,,44.0,2.0,2.0,0.0,0.0,6.0,1.0,0.390374331,0.165938864,0.192139737,0.863636363,0.493449781,0.625668449,1.11911823,0.235294118,6.757140694050029,0.478260869,64.31030852835175,31.334620473194096,0.5120284640632863,195.02340154595535,0.10878003761172295,20.0,20.0,2022,Sam Ruta,ARMY,sa3041351,/players/sam-ruta/sa3041351/stats/batting,,17,U.S. Military Academy 
34.0,13.0,22.0,5.0,2.0,3.0,0.0,0.0,15.0,3.0,5.0,,2.0,4.0,0.0,0.0,0.0,5.0,2.0,0.384615384,0.227272727,0.09090909,2.5,0.636363636,0.615384615,1.251748251,0.230769231,6.520900322429609,0.454545454,7.725776547168377,3.755345964406612,0.5694326053966176,194.5828389674164,-0.0646919971331954,23.0,23.0,2022,Chris Seng,LOU,sa3041988,/players/chris-seng/sa3041988/stats/batting,,129,University of Louisville 
8.0,12.0,14.0,4.0,2.0,0.0,0.0,2.0,6.0,4.0,1.0,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.071428571,0.285714285,0.25,0.428571428,0.833333333,1.261904761,0.5,2.64285714,0.333333333,4.098389664908194,1.9808975255687478,0.5236240540231977,193.549226878674,-0.01184829231351614,,,2022,Drew Baughman,LIB,sa3026741,/players/drew-baughman/sa3026741/stats/batting,,122,Liberty University 
16.0,17.0,22.0,6.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.352941176,0.181818181,0.318181818,0.571428571,0.5,0.764705882,1.264705882,0.411764706,8.52725301266866,0.555555555,7.343948623724608,3.5476884754377886,0.5429153442382812,193.45219602610197,0.20255104242824018,,,2022,Justin Blogg,TXSO,sa3027269,/players/justin-blogg/sa3027269/stats/batting,,267,Texas Southern University 
58.0,229.0,275.0,86.0,41.0,18.0,0.0,27.0,66.0,70.0,38.0,,54.0,6.0,2.0,0.0,4.0,3.0,1.0,0.375545851,0.138181818,0.196363636,0.703703703,0.472727272,0.807860262,1.280587534,0.432314411,3.726202886796616,0.393333333,84.71900402492706,40.90617290622417,0.5311474787105214,193.36573752879914,-0.0170564956497401,22.0,22.0,2022,Matt Coutney,ODU,sa3020413,/players/matthew-coutney/sa3020413/stats/batting,671925.0,197,Old Dominion University 
8.0,10.0,14.0,4.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.142857142,0.0,2.0,0.571428571,0.5,1.071428571,0.1,2.64285714,0.4,4.235309295791461,2.0331460763395564,0.5288034634930747,192.32494932167586,9.711003986012656e-05,,,2022,Chris Pearsons,MASS,sa3039605,/players/chris-pearsons/sa3039605/stats/batting,,141,University of Massachusetts Amherst 
55.0,193.0,239.0,79.0,49.0,18.0,2.0,10.0,55.0,67.0,26.0,,47.0,18.0,2.0,0.0,0.0,4.0,3.0,0.409326424,0.10878661,0.196652719,0.553191489,0.514644351,0.678756476,1.193400827,0.269430052,5.830285096094798,0.5,78.27532574368122,37.03413595092895,0.5368450495987258,189.79890283727298,-1.3146235465537757,21.0,21.0,2022,John Garcia,GRAM,sa3020419,/players/john-garcia/sa3020419/stats/batting,801039.0,91,Grambling State University 
61.0,206.0,286.0,79.0,42.0,15.0,0.0,22.0,59.0,59.0,68.0,,55.0,10.0,2.0,0.0,5.0,0.0,0.0,0.383495145,0.237762237,0.192307692,1.236363636,0.548951048,0.776699029,1.325650077,0.393203884,1.3678571400000001,0.435114503,94.15946847124191,44.31606957240194,0.5546099301818368,188.91060913069745,-0.735631138086319,22.0,22.0,2022,Sonny DiChiara,AUB,sa3019866,/players/jackson-dichiara/sa3019866/stats/batting,800685.0,18,Auburn University 
12.0,22.0,25.0,9.0,5.0,2.0,0.0,2.0,6.0,7.0,2.0,,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.409090909,0.08,0.2,0.4,0.458333333,0.772727272,1.231060605,0.363636363,2.295634915,0.466666666,7.458303066536976,3.4931394631119486,0.5181953360637029,188.095720945654,0.025584741728380322,,,2022,Garrett Goetz,SFA,sa3032340,/players/garrett-goetz/sa3032340/stats/batting,,252,Stephen F. Austin State University 
48.0,188.0,232.0,72.0,41.0,17.0,0.0,14.0,57.0,53.0,23.0,,39.0,18.0,3.0,0.0,3.0,0.0,0.0,0.382978723,0.099137931,0.168103448,0.589743589,0.487068965,0.69680851,1.183877475,0.313829787,2.64285714,0.420289855,69.3617923654454,32.47704676760603,0.511279801613298,188.05007664064922,-0.20176279405131936,20.0,20.0,2022,Wyatt Henseler,PENN,sa3033639,/players/wyatt-henseler/sa3033639/stats/batting,814809.0,202,University of Pennsylvania 
13.0,12.0,15.0,4.0,2.0,1.0,0.0,1.0,5.0,4.0,2.0,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.333333333,0.133333333,0.133333333,1.0,0.466666666,0.666666666,1.133333332,0.333333333,6.785714285714286,0.333333333,4.195189843238602,1.961809838474999,0.4959574262301127,187.84039591518822,0.22071483824402094,,,2022,Nick Sturino,FAIR,sa3043285,/players/nick-sturino/sa3043285/stats/batting,,72,Fairfield University 
25.0,30.0,46.0,11.0,7.0,2.0,0.0,2.0,10.0,10.0,7.0,,13.0,6.0,2.0,1.0,0.0,0.0,0.0,0.366666666,0.152173913,0.282608695,0.538461538,0.533333333,0.633333333,1.166666666,0.266666667,2.64285714,0.529411764,13.605726308184428,6.341555601912303,0.5207425753275553,187.29909935124175,-0.12853487394750118,,,2022,Michael Cilio,UMBC,sa3028933,/players/michael-cilio/sa3028933/stats/batting,,137,University of Maryland Baltimore County 
58.0,235.0,286.0,84.0,43.0,25.0,1.0,15.0,56.0,55.0,46.0,,28.0,2.0,3.0,0.0,5.0,3.0,1.0,0.357446808,0.16083916,0.097902097,1.642857142,0.461538461,0.663829787,1.125368248,0.306382979,4.129484445623746,0.353846153,73.91548719010213,34.40946500501492,0.49922455190778614,187.09929044186043,0.4300966360606253,21.0,21.0,2022,Brooks Lee,CP,31595,/players/brooks-lee/31595/stats/batting,686797.0,34,California Polytechnic State University 
57.0,214.0,267.0,78.0,47.0,23.0,0.0,8.0,46.0,33.0,39.0,,29.0,14.0,0.0,0.0,1.0,12.0,1.0,0.364485981,0.146067415,0.108614232,1.344827586,0.490636704,0.584112149,1.074748853,0.219626168,5.07990791975435,0.395480225,70.83667415443146,32.766035035879256,0.49583716316616044,186.06641704607486,1.6152622634544969,20.0,20.0,2022,Mike Boeve,OMA,sa3022658,/players/michael-boeve/sa3022658/stats/batting,801670.0,165,University of Nebraska at Omaha 
41.0,151.0,186.0,61.0,35.0,15.0,2.0,9.0,49.0,35.0,24.0,,26.0,8.0,2.0,1.0,1.0,7.0,5.0,0.403973509,0.129032258,0.139784946,0.923076923,0.502702702,0.708609271,1.211311973,0.304635762,6.908835195607403,0.440677966,55.87177144701583,25.77822753007515,0.5231433037165049,185.66032502261626,-1.2464187149162171,,,2022,Ethan Groff,TULN,sa3032757,/players/ethan-groff/sa3032757/stats/batting,,273,Tulane University 
23.0,26.0,39.0,8.0,2.0,4.0,0.0,2.0,9.0,11.0,12.0,,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.307692307,0.307692307,0.23076923,1.333333333,0.538461538,0.692307692,1.23076923,0.384615385,1.94841269,0.4,12.401313183562307,5.690438030020743,0.5341888757852408,184.79427645167408,-0.04396999371238053,,,2022,Ryan Archibald,MER,sa3026156,/players/ryan-archibald/sa3026156/stats/batting,,145,Mercer University 
27.0,35.0,57.0,10.0,8.0,2.0,0.0,0.0,12.0,6.0,18.0,,14.0,3.0,0.0,1.0,0.0,4.0,1.0,0.285714285,0.315789473,0.245614035,1.285714285,0.553571428,0.342857142,0.89642857,0.057142857,5.401741162548699,0.476190476,15.535905880578667,7.049061862476976,0.4887622967362404,183.05869469783994,0.24131126049906015,,,2022,Randall Hien,SIE,sa3033777,/players/randall-hien/sa3033777/stats/batting,,229,Siena College 
20.0,37.0,52.0,14.0,7.0,4.0,0.0,3.0,13.0,10.0,11.0,,9.0,2.0,0.0,2.0,0.0,2.0,1.0,0.378378378,0.211538461,0.173076923,1.222222222,0.54,0.729729729,1.269729729,0.351351351,4.807025570819977,0.44,16.46689670872358,7.404460545298137,0.54070925116539,181.7049677566984,-0.1779836267232895,20.0,20.0,2022,Devin Burkes,UK,sa3028059,/players/devin-burkes/sa3028059/stats/batting,,117,University of Kentucky 
59.0,219.0,267.0,73.0,34.0,16.0,4.0,19.0,63.0,63.0,26.0,,53.0,21.0,1.0,0.0,3.0,18.0,6.0,0.333333333,0.097378277,0.198501872,0.490566037,0.449438202,0.703196347,1.152634549,0.369863014,8.824139478819461,0.364864864,73.80676064903342,33.16176190490328,0.49809374411900836,181.58878811551799,-0.24083947340841405,,,2022,Drake Pierson,CAM,sa3039910,/players/drake-pierson/sa3039910/stats/batting,,41,Campbell University 
58.0,232.0,275.0,91.0,56.0,21.0,1.0,13.0,49.0,62.0,36.0,,36.0,4.0,3.0,0.0,5.0,0.0,0.0,0.392241379,0.13090909,0.13090909,1.0,0.476363636,0.659482758,1.135846394,0.267241379,2.24154134625,0.419354838,75.44913856692943,33.85554297276174,0.5033417012474753,181.39604785095565,-0.28435901552438736,,,2022,Alejandro Figueredo,FGCU,sa3031312,/players/alejandro-figueredo/sa3031312/stats/batting,,79,Florida Gulf Coast University 
58.0,203.0,259.0,75.0,32.0,15.0,1.0,27.0,66.0,76.0,45.0,,51.0,8.0,2.0,1.0,5.0,2.0,1.0,0.369458128,0.173745173,0.196911196,0.882352941,0.496124031,0.852216748,1.348340779,0.48275862,4.68686947511053,0.377952755,84.6814973825347,37.938700976384844,0.5440973708795946,181.16480804172278,-0.5296990955248475,20.0,20.0,2022,Max Wagner,CLEM,sa3020415,/players/maxwell-wagner/sa3020415/stats/batting,694484.0,49,Clemson University 
52.0,171.0,212.0,61.0,31.0,11.0,0.0,19.0,42.0,61.0,31.0,,48.0,7.0,3.0,0.0,0.0,2.0,3.0,0.356725146,0.146226415,0.226415094,0.645833333,0.466981132,0.754385964,1.221367096,0.397660818,2.4056748555366587,0.392523364,60.650906938061375,27.125175612911846,0.5126724670518119,180.9085276912773,-1.377205611905083,22.0,22.0,2022,Tyler Johnson,CCU,sa3034820,/players/tyler-johnson/sa3034820/stats/batting,,50,Coastal Carolina University 
50.0,208.0,243.0,79.0,47.0,18.0,0.0,14.0,52.0,52.0,22.0,,21.0,8.0,5.0,0.0,0.0,7.0,2.0,0.379807692,0.090534979,0.086419753,1.047619047,0.44855967,0.66826923,1.1168289,0.288461538,4.865371417477856,0.365168539,65.20302523006501,29.02226915289464,0.48448281057577564,180.21465635210245,0.36133889202028513,22.0,22.0,2022,David Bermudez,MAN,sa3027049,/players/david-bermudez/sa3027049/stats/batting,,135,Manhattan College 
56.0,230.0,265.0,92.0,54.0,18.0,6.0,14.0,54.0,89.0,27.0,,28.0,5.0,3.0,0.0,5.0,2.0,0.0,0.4,0.101886792,0.105660377,0.964285714,0.467924528,0.713043478,1.180968006,0.313043478,6.082287350035514,0.408376963,75.3313037882531,33.30056959194783,0.5037034057221322,179.22909325451448,0.714326832909137,22.0,22.0,2022,Carlos Contreras,SHSU,sa3029284,/players/carlos-contreras/sa3029284/stats/batting,,220,Sam Houston State University 
53.0,200.0,249.0,78.0,44.0,18.0,0.0,16.0,67.0,52.0,39.0,,36.0,7.0,3.0,0.0,3.0,1.0,0.0,0.39,0.156626506,0.144578313,1.083333333,0.497991967,0.72,1.217991967,0.33,3.766535048055239,0.410596026,75.37317774539851,33.12930285280608,0.5208932881853188,178.42392047850558,-0.11673172889277339,22.0,22.0,2022,Nick Cimillo,RUTG,sa3020129,/players/nicholas-cimillo/sa3020129/stats/batting,701177.0,218,Rutgers State Univ of New Jersey New Brunswick 
12.0,41.0,50.0,15.0,8.0,3.0,1.0,3.0,9.0,11.0,8.0,,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.365853658,0.16,0.28,0.571428571,0.48,0.707317073,1.187317073,0.341463415,3.89285714,0.5,14.398086910060634,6.308424566797008,0.5096704137325286,177.98130872606964,-0.0020571643399307504,22.0,22.0,2022,Nick Romano,UCF,sa3041096,/players/nick-romano/sa3041096/stats/batting,,43,University of Central Florida 
58.0,235.0,295.0,89.0,58.0,25.0,0.0,6.0,74.0,44.0,40.0,,43.0,20.0,0.0,0.0,3.0,1.0,3.0,0.378723404,0.13559322,0.145762711,0.930232558,0.505084745,0.561702127,1.066786872,0.182978723,3.2215375271330142,0.446236559,79.25289189576803,34.63430753111541,0.4970449778993251,177.6230533180096,-1.8000972182489932,,,2022,Brian Ellis,FGCU,sa3030893,/players/brian-ellis/sa3030893/stats/batting,,79,Florida Gulf Coast University 
64.0,239.0,318.0,87.0,48.0,23.0,4.0,12.0,89.0,51.0,58.0,,45.0,16.0,5.0,0.0,2.0,28.0,2.0,0.364016736,0.182389937,0.141509433,1.288888888,0.506289308,0.644351464,1.150640772,0.280334728,9.038888139790917,0.401069518,89.9024317342303,39.23886702242115,0.5036555997230722,177.44987397871546,4.414765405002981,23.0,23.0,2022,Taylor Young,LT,sa3019907,/players/taylor-young/sa3019907/stats/batting,805891.0,132,Louisiana Tech University 
