Season,Player,Team,Class,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS,K%,BB%,K:BB,ISO,BABIP,wOBA,wRC,wRAA,wRC+,GB%,LD%,FB%,PU%,HR/FB%
2023,JJ Sousa,Queens (NC),JR,RF,0.322,0.404,0.454,0.858,45,178,152,25,49,8,0,4,27.0,3,20,27,3,6,15.2%,11.2%,1.36,0.132,0.363,0.394,31,3,110,39.8%,27.6%,32.5%,1.6%,10.0%
2023,JP Smith,Sacramento State,FR,1B,0.337,0.376,0.629,1.004,46,189,175,34,59,9,0,14,45.0,0,12,36,0,1,19.0%,6.3%,3.02,0.291,0.354,0.438,40,10,132,41.8%,24.1%,34.0%,7.1%,29.2%
2023,JP Tighe,Georgia Southern,SR,LF,0.252,0.38,0.382,0.761,42,162,131,23,33,6,1,3,19.0,15,12,32,4,0,19.8%,7.4%,2.68,0.13,0.313,0.364,25,-1,96,42.3%,14.4%,43.3%,9.3%,7.1%
2023,JR Freethy,Nevada,SO,2B,0.255,0.34,0.416,0.756,40,156,137,18,35,7,0,5,23.0,2,16,25,3,1,16.0%,10.3%,1.55,0.161,0.278,0.347,22,-3,87,38.1%,21.2%,40.7%,7.1%,10.9%
2023,JT Benson,Louisville,JR,LF,0.288,0.397,0.497,0.894,49,197,163,38,47,10,3,6,34.0,9,21,41,16,4,20.8%,10.7%,1.94,0.209,0.35,0.406,36,5,116,44.2%,15.0%,40.8%,9.2%,12.2%
2023,JT Landwehr,Mount St. Mary’s,FR,2B,0.303,0.388,0.376,0.764,39,134,109,23,33,5,0,1,23.0,7,10,19,1,2,14.2%,7.5%,1.89,0.073,0.348,0.361,20,-1,94,33.3%,32.2%,34.5%,9.2%,3.3%
2023,JT Mabry,Middle Tennessee,SR,2B,0.323,0.362,0.477,0.838,56,260,235,46,76,16,1,6,39.0,8,9,19,7,6,7.3%,3.5%,2.09,0.153,0.326,0.378,42,1,103,35.3%,22.8%,41.9%,6.5%,6.7%
2023,Jac Caglianone,Florida,SO,1B,0.323,0.389,0.738,1.126,70,319,282,74,91,14,2,33,90.0,16,17,58,4,2,18.2%,5.3%,3.43,0.415,0.297,0.477,76,26,151,38.3%,18.3%,43.5%,8.7%,33.0%
2023,Jac Croom,UNC Wilmington,JR,3B,0.361,0.427,0.521,0.947,57,252,219,54,79,12,1,7,34.0,2,24,22,7,4,8.7%,9.5%,0.92,0.16,0.377,0.431,51,11,128,34.5%,24.2%,41.2%,6.7%,8.8%
2023,Jace Bohrofen,Arkansas,JR,RF,0.316,0.434,0.609,1.044,60,268,215,54,68,15,0,16,52.0,16,32,64,7,3,23.9%,11.9%,2.01,0.293,0.374,0.46,61,18,142,29.4%,24.2%,46.4%,6.5%,22.5%
2023,Jace Grady,Dallas Baptist,JR,RF,0.309,0.416,0.534,0.95,63,298,249,58,77,14,3,12,39.0,1,45,42,24,3,14.1%,15.1%,0.93,0.225,0.332,0.428,60,13,127,38.3%,18.0%,43.7%,7.8%,13.3%
2023,Jace Jeremiah,St. John’s,SO,SS,0.22,0.286,0.274,0.561,51,211,186,26,41,8,1,0,30.0,2,16,37,2,0,17.5%,7.6%,2.3,0.054,0.272,0.269,16,-17,49,50.3%,16.1%,33.6%,6.0%,0.0%
2023,Jace LaViolette,Texas A&M,FR,LF,0.287,0.414,0.632,1.047,64,280,223,50,64,10,2,21,63.0,4,48,75,18,4,26.8%,17.1%,1.57,0.345,0.326,0.447,61,16,136,33.3%,16.3%,50.3%,5.9%,27.3%
2023,Jack Anderson,Pittsburgh,SR,DH,0.295,0.461,0.44,0.901,55,254,193,44,57,10,0,6,35.0,5,55,62,1,0,24.4%,21.7%,1.12,0.145,0.405,0.424,50,10,125,44.3%,26.7%,29.0%,1.5%,15.8%
2023,Jack Basseer,Pepperdine,FR,DH,0.345,0.418,0.512,0.929,46,195,168,24,58,13,0,5,34.0,7,16,36,2,4,18.5%,8.2%,2.26,0.167,0.408,0.42,38,7,123,46.7%,23.4%,29.9%,4.4%,12.2%
2023,Jack Colette,San Jose State,SR,CF,0.303,0.395,0.532,0.927,58,259,218,46,66,19,5,7,42.0,3,33,48,9,3,18.5%,12.7%,1.46,0.229,0.353,0.416,50,9,121,37.1%,19.4%,43.5%,2.9%,9.5%
2023,Jack Cone,James Madison,GR,CF,0.325,0.45,0.502,0.952,56,264,209,46,68,20,1,5,29.0,7,42,25,15,5,9.5%,15.9%,0.6,0.177,0.348,0.437,55,13,131,37.9%,18.1%,44.1%,11.9%,6.4%
2023,Jack Cotrone,Davidson,SO,2B,0.317,0.44,0.615,1.055,45,200,161,38,51,7,1,13,42.0,11,26,61,0,3,30.5%,13.0%,2.35,0.298,0.427,0.464,46,14,145,31.7%,30.7%,37.6%,5.9%,34.2%
2023,Jack Culumovic,Tennessee-Martin,SR,DH,0.276,0.368,0.521,0.89,48,194,163,30,45,8,1,10,45.0,3,22,49,0,0,25.3%,11.3%,2.24,0.245,0.33,0.397,34,4,112,39.3%,17.9%,42.7%,12.8%,20.0%
2023,Jack Dragum,Charlotte,SR,SS,0.285,0.365,0.47,0.835,64,289,253,43,72,12,1,11,51.0,7,26,41,2,1,14.2%,9.0%,1.58,0.186,0.3,0.379,47,1,103,39.9%,17.4%,42.7%,8.5%,12.1%
2023,Jack Eichler,Saint Peter’s,JR,2B,0.307,0.401,0.468,0.869,49,248,205,38,63,9,3,6,26.0,6,30,49,10,4,19.8%,12.1%,1.64,0.161,0.365,0.395,44,4,111,35.4%,22.8%,41.8%,3.2%,9.1%
2023,Jack Ellis,Southern Indiana,JR,1B,0.221,0.373,0.359,0.732,43,168,131,26,29,4,1,4,26.0,4,29,40,3,1,23.8%,17.3%,1.38,0.137,0.281,0.346,23,-4,87,41.8%,16.5%,41.8%,7.7%,10.5%
2023,Jack Firestone,Akron,JR,RF,0.252,0.387,0.558,0.946,55,253,206,42,52,6,3,17,38.0,10,36,89,9,2,35.2%,14.2%,2.48,0.306,0.347,0.418,49,9,122,26.1%,20.2%,53.8%,7.6%,26.6%
2023,Jack Frank,Michigan State,JR,RF,0.298,0.417,0.454,0.87,55,253,205,48,61,11,0,7,45.0,11,33,56,19,5,22.1%,13.0%,1.7,0.156,0.372,0.402,46,6,114,55.4%,14.2%,30.4%,2.0%,15.6%
2023,Jack Gallagher,UC Davis,JR,C,0.222,0.314,0.497,0.811,46,175,153,25,34,6,0,12,37.0,5,16,60,0,0,34.3%,9.1%,3.77,0.275,0.268,0.357,26,-2,92,23.7%,16.1%,60.2%,14.0%,21.4%
2023,Jack Gorman,Presbyterian,JR,2B,0.299,0.412,0.447,0.858,54,245,197,37,59,16,2,3,27.0,15,26,45,10,2,18.4%,10.6%,1.74,0.147,0.364,0.397,43,5,112,38.2%,15.9%,45.9%,10.8%,4.2%
2023,Jack Grace,Creighton,SR,LF,0.295,0.364,0.519,0.883,47,177,156,23,46,2,0,11,31.0,2,16,54,1,1,30.5%,9.0%,3.39,0.224,0.376,0.392,31,3,109,33.7%,22.1%,44.2%,6.7%,23.9%
2023,Jack Gurevitch,San Diego,FR,1B,0.265,0.387,0.457,0.843,49,194,162,22,43,7,3,6,28.0,6,26,45,3,1,23.2%,13.4%,1.73,0.191,0.333,0.389,33,2,108,38.8%,17.2%,44.0%,5.2%,11.8%
2023,Jack Haley,Cal State Fullerton,JR,SS,0.24,0.353,0.315,0.668,47,178,146,23,35,8,0,1,17.0,13,13,49,0,4,27.5%,7.3%,3.77,0.075,0.351,0.326,22,-7,77,59.8%,18.5%,21.7%,2.2%,5.0%
2023,Jack Hammond,Long Beach State,SO,DH,0.263,0.337,0.48,0.817,45,174,152,29,40,9,0,8,29.0,7,11,41,1,2,23.6%,6.3%,3.75,0.217,0.305,0.367,27,-1,97,36.0%,25.2%,38.7%,9.0%,18.6%
2023,Jack Hay,Alabama State,JR,LF,0.376,0.465,0.573,1.037,54,254,213,50,80,10,1,10,60.0,3,35,35,0,0,13.8%,13.8%,1.0,0.197,0.409,0.461,58,17,143,50.0%,25.8%,24.2%,3.9%,23.3%
2023,Jack Holman,UCLA,SO,1B,0.262,0.356,0.5,0.856,51,236,202,39,53,9,0,13,38.0,10,21,43,1,1,18.2%,8.9%,2.04,0.238,0.268,0.381,39,1,104,36.4%,16.7%,46.9%,9.3%,17.1%
2023,Jack Housinger,Xavier,GR,SS,0.221,0.394,0.442,0.835,64,311,240,58,53,11,3,12,37.0,8,61,68,8,6,21.9%,19.6%,1.12,0.221,0.255,0.387,53,3,107,36.3%,11.1%,52.6%,9.4%,13.3%
2023,Jack Hurley,Virginia Tech,JR,CF,0.32,0.414,0.713,1.128,45,210,178,46,57,15,2,17,49.0,10,20,40,4,2,19.0%,9.5%,2.0,0.393,0.325,0.484,52,18,155,45.6%,14.0%,40.4%,2.2%,30.9%
2023,Jack Kail,Columbia,FR,2B,0.239,0.344,0.366,0.71,39,160,134,18,32,4,2,3,32.0,7,15,14,2,1,8.8%,9.4%,0.94,0.127,0.246,0.335,21,-5,81,45.8%,15.8%,38.3%,6.7%,6.5%
2023,Jack Little,Wichita State,FR,3B,0.25,0.326,0.368,0.694,45,177,152,34,38,7,1,3,25.0,5,14,49,10,3,27.7%,7.9%,3.51,0.118,0.337,0.322,21,-7,75,44.6%,20.8%,34.7%,7.9%,8.6%
2023,Jack Marshall,Stonehill,JR,SS,0.247,0.343,0.335,0.678,47,185,158,18,39,11,0,1,16.0,8,15,37,2,2,20.0%,8.1%,2.47,0.089,0.317,0.326,23,-7,77,29.4%,21.8%,48.7%,16.0%,1.7%
2023,Jack Metcho,Pacific,FR,SS,0.238,0.363,0.262,0.625,43,161,130,23,31,3,0,0,16.0,4,22,29,5,1,18.0%,13.7%,1.31,0.023,0.304,0.314,18,-7,71,61.9%,17.5%,20.6%,0.0%,0.0%
2023,Jack Moss,Texas A&M,JR,1B,0.355,0.457,0.466,0.923,65,315,262,53,93,15,1,4,38.0,4,47,46,3,2,14.6%,14.9%,0.98,0.111,0.416,0.427,63,13,126,35.3%,27.1%,37.6%,3.7%,4.9%
2023,Jack O'Dowd,Texas,JR,2B,0.284,0.353,0.441,0.795,64,254,222,34,63,13,2,6,37.0,2,23,43,1,0,16.9%,9.1%,1.86,0.158,0.326,0.362,38,-2,94,31.1%,21.1%,47.8%,8.9%,7.0%
2023,Jack O'Reilly,Villanova,SR,1B,0.303,0.409,0.503,0.912,50,232,195,40,59,13,1,8,25.0,11,25,38,7,0,16.4%,10.8%,1.52,0.2,0.34,0.412,44,7,119,37.3%,15.8%,46.8%,9.5%,10.8%
2023,Jack Payton,Louisville,JR,C,0.374,0.472,0.642,1.114,48,214,179,43,67,10,1,12,41.0,12,22,41,8,3,19.2%,10.3%,1.86,0.268,0.433,0.493,54,20,159,37.5%,26.5%,36.0%,5.9%,24.5%
2023,Jack Penney,Notre Dame,SO,3B,0.241,0.347,0.453,0.8,46,202,170,38,41,4,1,10,26.0,2,26,43,8,0,21.3%,12.9%,1.65,0.212,0.263,0.363,30,-2,95,52.0%,14.4%,33.6%,5.6%,23.8%
2023,Jack Poist,Akron,JR,DH,0.298,0.391,0.419,0.81,54,233,198,35,59,13,1,3,28.0,9,22,35,16,5,15.0%,9.4%,1.6,0.121,0.348,0.379,38,1,103,53.8%,18.8%,27.5%,3.1%,6.8%
2023,Jack Power,Long Island,SO,SS,0.246,0.41,0.462,0.872,51,222,171,39,42,7,3,8,31.0,11,38,62,4,3,27.9%,17.1%,1.63,0.216,0.33,0.403,40,5,115,29.9%,20.6%,49.5%,8.4%,15.1%
2023,Jack Putney,St. Bonaventure,SR,3B,0.32,0.385,0.456,0.841,46,187,169,21,54,12,1,3,26.0,5,13,40,0,0,21.4%,7.0%,3.06,0.136,0.405,0.388,32,2,107,46.5%,21.3%,32.3%,3.1%,7.3%
2023,Jack Rando,Belmont,JR,2B,0.25,0.348,0.342,0.69,55,234,196,34,49,9,0,3,22.0,5,25,36,10,3,15.4%,10.7%,1.44,0.092,0.291,0.329,29,-8,78,43.8%,19.0%,37.3%,5.2%,5.3%
2023,Jack Renwick,Wofford,JR,SS,0.273,0.34,0.421,0.761,57,234,183,36,50,9,3,4,36.0,3,17,65,16,5,27.8%,7.3%,3.81,0.148,0.393,0.346,32,-5,87,35.4%,23.0%,41.6%,8.8%,8.5%
2023,Jack Riedel,Rice,JR,3B,0.29,0.351,0.46,0.811,53,223,200,33,58,13,0,7,38.0,2,18,59,3,1,26.5%,8.1%,3.27,0.17,0.375,0.368,34,-1,97,42.0%,28.0%,30.1%,2.1%,16.3%
2023,Jack Rubenstein,Georgia Tech,SR,C,0.281,0.384,0.456,0.84,48,203,171,30,48,9,3,5,27.0,17,13,31,0,0,15.3%,6.4%,2.39,0.175,0.314,0.388,35,2,107,45.7%,14.3%,40.0%,7.9%,8.9%
2023,Jack Spyke,Western Carolina,SO,1B,0.251,0.353,0.316,0.669,49,222,187,35,47,6,0,2,27.0,3,27,28,0,0,12.6%,12.2%,1.03,0.064,0.285,0.321,26,-9,75,44.0%,18.2%,37.7%,3.8%,3.3%
2023,Jack Steil,North Dakota State,JR,3B,0.279,0.39,0.458,0.848,50,220,179,32,50,15,1,5,29.0,8,27,63,6,1,28.6%,12.3%,2.33,0.179,0.391,0.389,38,3,108,34.5%,23.3%,42.2%,2.6%,10.2%
2023,Jack Thelen,Milwaukee,SR,C,0.23,0.339,0.379,0.718,51,190,161,26,37,6,0,6,19.0,3,24,34,1,2,17.9%,12.6%,1.42,0.149,0.254,0.333,24,-6,80,45.5%,11.4%,43.1%,13.8%,11.3%
2023,Jack Toomey,Holy Cross,FR,RF,0.312,0.417,0.547,0.964,49,204,170,33,53,19,0,7,36.0,12,20,43,3,2,21.1%,9.8%,2.15,0.235,0.377,0.434,42,10,130,31.0%,21.4%,47.6%,2.4%,11.7%
2023,Jack Van Remortel,Michigan,GR,1B,0.29,0.399,0.494,0.893,52,196,162,30,47,13,1,6,29.0,5,25,42,0,1,21.4%,12.8%,1.67,0.204,0.357,0.407,36,5,117,37.0%,14.3%,48.7%,11.8%,10.3%
2023,Jack Wagner,Tarleton,JR,1B,0.337,0.451,0.692,1.143,48,215,172,41,58,8,4,15,56.0,11,28,42,7,2,19.5%,13.0%,1.5,0.355,0.361,0.49,54,20,157,36.1%,16.5%,47.4%,6.8%,23.8%
2023,Jack Walker,Utah Tech,JR,CF,0.216,0.293,0.295,0.588,39,101,88,14,19,2,1,1,13.0,0,10,39,4,2,38.6%,9.9%,3.9,0.08,0.367,0.28,9,-7,54,50.0%,22.9%,27.1%,2.1%,7.7%
2023,Jack Winsett,Rider,SR,3B,0.289,0.385,0.348,0.733,57,241,204,30,59,9,0,1,46.0,2,31,23,3,1,9.5%,12.9%,0.74,0.059,0.319,0.349,34,-4,88,50.0%,20.5%,29.5%,7.4%,1.9%
2023,Jackson Appel,Pennsylvania,SR,C,0.295,0.385,0.462,0.847,50,247,210,50,62,13,5,4,40.0,7,25,26,0,1,10.5%,10.1%,1.04,0.167,0.319,0.389,42,3,108,41.4%,25.3%,33.3%,5.4%,6.5%
2023,Jackson Chatterton,Bradley,JR,LF,0.268,0.38,0.451,0.831,48,204,164,36,44,13,1,5,26.0,1,31,45,10,1,22.1%,15.2%,1.45,0.183,0.331,0.38,34,1,103,31.5%,14.4%,54.1%,8.1%,8.3%
2023,Jackson Chirello,Kennesaw State,FR,3B,0.258,0.359,0.466,0.826,46,195,163,36,42,15,2,5,24.0,3,24,54,1,1,27.7%,12.3%,2.25,0.209,0.349,0.376,31,0,101,31.8%,23.4%,44.9%,4.7%,10.4%
2023,Jackson Ciccone,Hartford,FR,LF,0.2,0.245,0.22,0.465,30,107,100,7,20,2,0,0,6.0,0,6,12,3,4,11.2%,5.6%,2.0,0.02,0.227,0.225,5,-12,27,64.0%,15.1%,20.9%,3.5%,0.0%
2023,Jackson DeJohn,St. Bonaventure,SR,C,0.262,0.364,0.45,0.813,46,178,149,25,39,7,0,7,23.0,11,14,37,1,0,20.8%,7.9%,2.63,0.188,0.299,0.372,28,0,100,43.8%,17.9%,38.4%,4.5%,16.3%
2023,Jackson Feltner,Morehead State,JR,1B,0.348,0.477,0.652,1.13,56,266,207,60,72,15,3,14,47.0,6,49,45,5,2,16.9%,18.4%,0.92,0.304,0.382,0.493,67,25,159,38.8%,15.2%,46.1%,9.1%,18.4%
2023,Jackson Ferrigno,North Alabama,FR,SS,0.264,0.395,0.36,0.755,50,220,178,38,47,6,1,3,26.0,8,32,41,5,0,18.6%,14.5%,1.28,0.096,0.324,0.363,33,-2,95,52.5%,11.9%,35.6%,4.2%,7.1%
2023,Jackson Finley,Georgia Tech,SO,DH,0.328,0.397,0.672,1.069,52,224,198,47,65,17,0,17,63.0,4,20,79,1,1,35.3%,8.9%,3.97,0.343,0.462,0.461,51,15,143,32.2%,18.6%,49.2%,7.6%,29.3%
2023,Jackson Galloway,Middle Tennessee,JR,LF,0.251,0.326,0.325,0.651,54,229,203,26,51,6,0,3,21.0,3,20,41,4,4,17.9%,8.7%,2.06,0.074,0.3,0.309,25,-11,68,48.8%,23.1%,28.1%,5.0%,6.7%
2023,Jackson Gray,Kentucky,SR,CF,0.338,0.491,0.543,1.035,60,290,219,70,74,15,6,6,33.0,25,41,60,19,7,20.7%,14.1%,1.47,0.205,0.444,0.475,69,23,150,44.2%,17.5%,38.3%,3.2%,10.2%
2023,Jackson Hower,Dartmouth,SO,LF,0.229,0.333,0.343,0.676,33,123,105,16,24,6,0,2,10.0,10,7,32,4,2,26.0%,5.7%,4.56,0.114,0.306,0.323,15,-5,75,52.7%,18.9%,28.4%,10.8%,9.5%
2023,Jackson Kitchen,Western Michigan,JR,LF,0.276,0.402,0.375,0.777,49,240,192,40,53,12,2,1,30.0,9,34,24,16,5,10.0%,14.2%,0.7,0.099,0.304,0.371,38,0,99,41.8%,15.2%,43.0%,14.6%,1.5%
2023,Jackson Lind,Seattle,SO,C,0.263,0.34,0.453,0.792,43,154,137,20,36,4,2,6,29.0,6,10,53,0,0,34.4%,6.5%,5.29,0.19,0.385,0.361,23,-1,94,32.1%,26.2%,41.7%,8.3%,17.1%
2023,Jackson Mayo,South Florida,SO,LF,0.189,0.299,0.333,0.632,46,154,132,20,25,4,0,5,20.0,2,19,32,4,1,20.8%,12.3%,1.69,0.144,0.208,0.298,15,-9,63,41.2%,13.7%,45.1%,16.7%,10.9%
2023,Jackson Nicklaus,Oklahoma,SO,2B,0.234,0.396,0.401,0.797,59,261,197,42,46,9,3,6,39.0,6,51,78,9,2,29.9%,19.5%,1.53,0.168,0.336,0.375,42,0,101,31.7%,20.0%,48.3%,7.5%,10.3%
2023,Jackson Phinney,Bryant,JR,C,0.223,0.348,0.429,0.777,38,136,112,25,25,5,0,6,22.0,1,21,32,0,0,23.5%,15.4%,1.53,0.205,0.253,0.356,20,-2,92,32.5%,13.8%,53.8%,17.5%,14.0%
2023,Jackson Romero,Northern Colorado,JR,2B,0.221,0.305,0.363,0.668,38,134,113,17,25,6,2,2,16.0,5,10,28,0,1,20.9%,7.5%,2.79,0.142,0.267,0.31,15,-7,69,44.8%,11.5%,43.7%,10.3%,5.3%
2023,Jackson Ross,Florida Atlantic,SR,3B,0.345,0.437,0.605,1.042,59,287,238,54,82,20,0,14,58.0,3,40,28,3,0,9.8%,13.9%,0.71,0.261,0.338,0.459,65,19,142,36.8%,17.0%,46.2%,11.3%,14.3%
2023,Jackson Strong,Canisius,SO,RF,0.357,0.437,0.69,1.127,45,197,171,41,61,10,4,13,48.0,2,23,43,14,2,21.8%,11.7%,1.86,0.333,0.414,0.491,49,18,158,26.4%,26.4%,47.3%,8.5%,21.3%
2023,Jackson Tucker,St. John’s,SO,RF,0.292,0.386,0.422,0.809,47,194,161,37,47,7,4,2,17.0,7,19,33,25,6,17.0%,9.8%,1.73,0.13,0.352,0.377,31,1,102,44.7%,17.1%,38.2%,3.3%,4.3%
2023,Jackson Van De Brake,North Carolina,SO,2B,0.307,0.439,0.486,0.925,58,271,218,48,67,15,0,8,48.0,11,41,38,1,2,14.0%,15.1%,0.93,0.179,0.341,0.427,54,11,127,46.4%,17.9%,35.8%,3.4%,12.5%
2023,Jacob Badawi,UC Riverside,SO,CF,0.257,0.275,0.343,0.618,50,185,175,29,45,9,0,2,23.0,2,3,21,2,0,11.4%,1.6%,7.13,0.086,0.279,0.282,16,-13,55,44.5%,18.7%,36.8%,5.8%,3.5%
2023,Jacob Burley,Brown,SR,C,0.268,0.368,0.362,0.73,36,163,138,20,37,4,0,3,15.0,6,17,30,2,0,18.4%,10.4%,1.77,0.094,0.318,0.346,22,-3,87,39.1%,15.5%,45.5%,15.5%,6.0%
2023,Jacob Corson,Bucknell,JR,LF,0.304,0.462,0.532,0.993,47,208,158,41,48,10,1,8,33.0,13,35,40,1,3,19.2%,16.8%,1.14,0.228,0.357,0.45,46,13,138,38.6%,18.4%,43.0%,5.3%,16.3%
2023,Jacob Council,Norfolk State,SR,DH,0.238,0.337,0.394,0.731,46,187,160,19,38,7,3,4,21.0,14,11,58,3,0,31.0%,5.9%,5.25,0.156,0.34,0.339,25,-5,83,49.0%,14.4%,36.5%,10.6%,10.5%
2023,Jacob Cozart,NC State,SO,C,0.301,0.392,0.546,0.938,52,228,196,39,59,14,2,10,42.0,6,24,38,0,1,16.7%,10.5%,1.59,0.245,0.329,0.417,44,8,122,29.1%,26.6%,44.3%,8.9%,14.3%
2023,Jacob Donahue,Central Michigan,JR,CF,0.275,0.448,0.341,0.788,54,250,182,47,50,9,0,1,35.0,19,42,36,25,4,14.4%,16.8%,0.86,0.066,0.327,0.39,43,3,108,43.1%,19.4%,37.5%,8.3%,1.9%
2023,Jacob Farrell,Northwestern State,JR,CF,0.216,0.379,0.304,0.683,46,170,125,24,27,5,0,2,12.0,11,23,46,8,3,27.1%,13.5%,2.01,0.088,0.316,0.34,23,-4,84,33.3%,19.7%,47.0%,9.1%,6.5%
2023,Jacob Friend,Davidson,SO,C,0.277,0.465,0.561,1.026,46,204,148,48,41,7,1,11,40.0,11,41,48,4,1,23.5%,20.1%,1.17,0.284,0.337,0.462,47,14,144,29.6%,19.4%,51.0%,10.2%,22.0%
2023,Jacob Godman,Oral Roberts,SR,C,0.291,0.384,0.454,0.838,58,232,196,41,57,13,2,5,29.0,1,30,38,3,0,16.4%,12.9%,1.27,0.163,0.335,0.383,39,2,105,34.4%,16.9%,48.7%,10.4%,6.7%
2023,Jacob Gonzalez,Ole Miss,JR,SS,0.327,0.435,0.564,0.999,54,253,202,46,66,18,0,10,51.0,9,35,28,0,2,11.1%,13.8%,0.8,0.238,0.327,0.442,54,13,134,38.1%,18.2%,43.6%,7.2%,12.7%
2023,Jacob Hinderleider,Davidson,SR,SS,0.282,0.335,0.481,0.816,48,203,181,36,51,15,0,7,43.0,1,16,48,5,2,23.6%,7.9%,2.99,0.199,0.336,0.363,31,-2,95,36.8%,19.1%,44.1%,4.4%,11.7%
2023,Jacob Humphrey,UMass Lowell,SO,2B,0.317,0.421,0.523,0.944,54,259,218,57,69,8,5,9,29.0,10,30,46,32,5,17.8%,11.6%,1.53,0.206,0.366,0.427,52,11,127,42.9%,14.7%,42.4%,5.9%,12.5%
2023,Jacob Igawa,Hawaii,SR,DH,0.324,0.377,0.451,0.828,49,223,204,33,66,12,1,4,40.0,6,12,33,3,1,14.8%,5.4%,2.74,0.127,0.369,0.379,36,1,103,43.9%,18.7%,37.4%,4.7%,6.3%
2023,Jacob Jenkins-Cowart,East Carolina,SO,RF,0.294,0.354,0.491,0.845,60,241,214,33,63,13,1,9,45.0,4,18,41,2,1,17.0%,7.5%,2.27,0.196,0.321,0.378,39,1,103,46.6%,14.9%,38.5%,4.0%,13.4%
2023,Jacob LaPrairie,Tulane,JR,RF,0.263,0.376,0.378,0.754,52,195,156,25,41,9,0,3,28.0,4,26,34,8,0,17.4%,13.3%,1.31,0.115,0.311,0.356,28,-3,92,38.5%,25.4%,36.1%,6.6%,6.8%
2023,Jacob Lojewski,Florida Gulf Coast,JR,3B,0.29,0.389,0.606,0.996,57,264,221,58,64,16,0,18,59.0,24,14,46,0,1,17.4%,5.3%,3.28,0.317,0.288,0.437,55,13,131,30.1%,15.9%,54.0%,11.9%,18.9%
2023,Jacob Marcos,Gardner-Webb,SR,CF,0.309,0.39,0.339,0.728,56,278,236,49,73,7,0,0,13.0,15,16,38,11,4,13.7%,5.8%,2.36,0.03,0.369,0.352,40,-5,90,51.6%,21.1%,27.4%,4.2%,0.0%
2023,Jacob McKeon,Washington State,SR,DH,0.341,0.444,0.556,1.0,52,249,205,52,70,18,1,8,47.0,8,32,51,6,0,20.5%,12.9%,1.59,0.215,0.416,0.449,54,15,137,42.0%,14.6%,43.3%,5.7%,11.8%
2023,Jacob Radziewicz,Manhattan,GR,C,0.259,0.384,0.288,0.672,49,213,170,24,44,5,0,0,22.0,7,30,43,1,0,20.2%,14.1%,1.43,0.029,0.336,0.333,27,-7,81,45.4%,22.3%,32.3%,4.6%,0.0%
2023,Jacob Schroeder,Illinois,JR,C,0.284,0.405,0.649,1.054,39,163,134,29,38,5,1,14,40.0,7,21,42,2,1,25.8%,12.9%,2.0,0.366,0.304,0.454,36,10,140,47.3%,12.9%,39.8%,4.3%,37.8%
2023,Jacob Shanks,UC Riverside,SR,RF,0.281,0.353,0.372,0.725,52,222,196,24,55,7,4,1,18.0,14,9,27,12,5,12.2%,4.1%,2.98,0.092,0.318,0.338,29,-6,83,51.5%,14.4%,34.1%,3.6%,1.8%
2023,Jacob Sharp,UNLV,JR,C,0.339,0.398,0.608,1.007,46,216,189,48,64,13,1,12,49.0,6,16,21,0,0,9.7%,7.4%,1.31,0.27,0.323,0.44,46,11,133,27.8%,21.9%,50.3%,8.9%,14.1%
2023,Jacob Starling,East Carolina,JR,2B,0.311,0.436,0.506,0.942,64,299,241,60,75,15,1,10,52.0,10,44,50,19,1,16.7%,14.7%,1.14,0.195,0.357,0.431,61,14,129,32.3%,19.9%,47.8%,10.2%,11.2%
2023,Jacob Steels,Cal Poly,JR,CF,0.318,0.433,0.385,0.818,47,231,192,46,61,5,1,2,27.0,8,31,35,13,7,15.2%,13.4%,1.13,0.068,0.381,0.392,40,3,109,49.4%,19.2%,31.4%,4.5%,4.1%
2023,Jacob Tobias,Arizona State,SO,1B,0.317,0.404,0.546,0.951,54,240,205,31,65,9,4,10,59.0,3,29,41,1,0,17.1%,12.1%,1.41,0.229,0.35,0.423,47,9,125,39.2%,16.9%,44.0%,3.6%,13.7%
2023,Jacob Walker,Purdue Fort Wayne,SO,3B,0.286,0.369,0.378,0.747,51,218,185,33,53,11,0,2,22.0,6,21,44,4,3,20.2%,9.6%,2.1,0.092,0.354,0.35,31,-4,89,41.4%,19.3%,39.3%,15.2%,3.5%
2023,Jacob Walsh,Oregon,SO,1B,0.241,0.302,0.5,0.802,62,255,232,35,56,12,0,16,37.0,1,20,75,0,1,29.4%,7.8%,3.77,0.259,0.28,0.35,36,-5,89,43.0%,9.5%,47.5%,10.1%,21.3%
2023,Jacob Wilk,BYU,SR,1B,0.266,0.377,0.441,0.818,50,213,177,32,47,7,0,8,28.0,2,31,65,1,0,30.5%,14.6%,2.09,0.175,0.368,0.376,34,0,101,28.3%,23.0%,48.7%,10.6%,14.5%
2023,Jacob Wilson,Grand Canyon,JR,SS,0.411,0.461,0.635,1.096,49,217,192,41,79,17,4,6,61.0,2,19,5,8,1,2.3%,8.8%,0.26,0.224,0.395,0.472,51,17,148,47.6%,17.3%,35.1%,8.9%,9.0%
2023,Jaden Jones,Texas Southern,JR,3B,0.286,0.359,0.5,0.859,41,132,112,13,32,7,1,5,28.0,5,10,22,2,1,16.7%,7.6%,2.2,0.214,0.303,0.382,22,1,104,33.3%,20.0%,46.7%,10.0%,11.9%
